chr1	100000	0.6641	26
chr1	100498	0.376	29
chr1	100915	0.7326	28
chr1	101005	0.6229	26
chr1	109610	0.5136	34
chr1	109679	0.466	25
chr1	109784	0.3312	24
chr1	110139	0.472	34
chr1	111833	0.4061	26
chr1	111862	0.4598	28
chr1	111864	0.6924	31
chr1	111899	0.5167	31
chr1	114313	0.333	24
chr1	114740	0.288	36
chr1	115133	0.0781	28
chr1	115208	0.212	31
chr1	121699	0.48	27
chr1	121957	0.1714	26
chr1	122201	0.5091	30
chr1	125700	0.6657	31
chr1	125703	0.6817	30
chr1	125744	0.6156	22
chr1	125755	0.4631	24
chr1	127337	0.1261	28
chr1	127352	0.2959	35
chr1	127383	0.0662	34
chr1	127429	0.2998	38
chr1	129602	0.1216	28
chr1	130034	0.3432	27
chr1	130451	0.2543	26
chr1	131228	0.544	25
chr1	131653	0.4842	29
chr1	131970	0.4182	31
chr1	132158	0.3794	25
chr1	134051	0.2509	37
chr1	134348	0.4707	23
chr1	134636	0.3364	22
chr1	134909	0.2727	36
chr1	136165	0.3641	37
chr1	136259	0.1971	38
chr1	136451	0.2177	33
chr1	136731	0.2032	30
chr1	136989	0.2681	23
chr1	138761	0.3322	31
chr1	139064	0.227	24
chr1	139549	0.2761	31
chr1	139682	0.299	26
chr1	141334	1.0	34
chr1	141558	1.0	32
chr1	141751	1.0	28
chr1	142106	1.0	32
chr1	142335	1.0	31
chr1	142389	1.0	28
chr1	143951	0.6539	28
chr1	143969	0.5735	20
chr1	143985	0.6225	29
chr1	143994	0.6118	33
chr1	160635	1.0	32
chr1	160692	1.0	27
chr1	160877	1.0	37
chr1	161201	1.0	30
chr1	161282	1.0	25
chr1	163124	0.3115	34
chr1	163364	0.3964	30
chr1	163469	0.4364	31
chr1	163864	0.6026	27
chr1	169714	0.5793	22
chr1	169877	0.5644	31
chr1	170241	0.6032	23
chr1	170313	0.5844	33
chr1	170735	0.7279	30
chr1	177572	0.2503	34
chr1	177575	0.461	32
chr1	177612	0.2138	31
chr1	180237	0.6339	32
chr1	180614	0.458	17
chr1	180877	0.284	29
chr1	181075	0.55	19
chr1	182108	0.2244	30
chr1	182245	0.2587	24
chr1	182705	0.1976	36
chr1	183071	0.4531	26
chr1	189232	1.0	36
chr1	189507	0.0	32
chr1	189793	1.0	29
chr1	189987	0.0	33
chr1	190990	0.2626	45
chr1	191110	0.2373	29
chr1	191606	0.3608	31
chr1	191784	0.5405	31
chr1	192626	0.3224	27
chr1	192821	0.6723	30
chr1	192913	0.7238	31
chr1	193353	0.5641	32
chr1	194630	0.2825	30
chr1	195105	0.0813	23
chr1	195378	0.2349	34
chr1	195439	0.2999	31
chr1	196498	0.2974	31
chr1	196545	0.1757	29
chr1	196588	0.1852	31
chr1	196611	0.2382	25
