chr	start	end	coverage	methylation_level
chr1	100005	100006	33	0.8425
chr1	100046	100047	32	0.7546
chr1	100096	100097	27	0.6624
chr1	100123	100124	34	0.7458
chr1	100150	100151	26	0.6842
chr1	100200	100201	34	0.8696
chr1	100244	100245	31	0.7671
chr1	100268	100269	26	0.8598
chr1	100307	100308	32	0.5875
chr1	100331	100332	21	0.682
chr1	100355	100356	26	0.8891
chr1	100389	100390	37	0.668
chr1	100404	100405	27	0.8691
chr1	100419	100420	30	0.7725
chr1	100442	100443	27	0.7805
chr1	100460	100461	31	0.7235
chr1	100495	100496	30	0.7578
chr1	100514	100515	21	0.8227
chr1	100529	100530	36	0.5922
chr1	100579	100580	33	0.6894
chr1	100606	100607	26	0.7486
chr1	100637	100638	19	0.9255
chr1	100652	100653	28	0.8532
chr1	100675	100676	33	0.9219
chr1	100707	100708	27	0.6532
chr1	100724	100725	32	0.8576
chr1	100760	100761	35	0.6981
chr1	100782	100783	26	0.798
chr1	100808	100809	19	0.8825
chr1	100830	100831	28	0.7208
chr1	100880	100881	26	0.7746
chr1	100910	100911	36	0.8705
chr1	100928	100929	32	0.6984
chr1	100973	100974	22	0.7318
chr1	100989	100990	28	0.7219
chr1	101022	101023	30	0.7992
chr1	101037	101038	32	0.7557
chr1	101052	101053	41	0.8053
chr1	101054	101055	27	0.869
chr1	101154	101155	36	0.8218
chr1	101254	101255	29	0.8498
chr1	101347	101348	22	0.6592
chr1	101430	101431	29	0.6792
chr1	101480	101481	35	0.6465
chr1	101545	101546	20	0.7581
chr1	101621	101622	32	0.7925
chr1	101721	101722	33	0.7908
chr1	101821	101822	35	0.7945
chr1	101871	101872	21	0.8917
chr1	101971	101972	29	0.8069
chr1	102050	102051	22	0.636
chr1	102058	102059	30	0.6373
chr1	102088	102089	27	0.6781
chr1	102094	102095	24	0.6519
chr1	102102	102103	30	0.6277
chr1	102226	102227	33	0.7508
chr1	102326	102327	22	0.8529
chr1	102398	102399	31	0.8156
chr1	102534	102535	37	0.7548
chr1	102550	102551	25	0.8988
chr1	102596	102597	32	0.9324
chr1	102633	102634	28	0.829
chr1	102651	102652	25	0.7947
chr1	102667	102668	27	0.7869
chr1	102703	102704	30	0.7813
chr1	102728	102729	37	0.9049
chr1	102778	102779	31	0.7858
