chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100086	4	-0.011	non-DMR
chr1	101579	102483	4	-0.013	non-DMR
chr1	105966	107021	7	0.249	good-DMR
chr1	108551	108637	4	-0.065	non-DMR
chr1	120265	121266	8	0.344	good-DMR
chr1	122009	122902	42	-0.279	good-DMR
chr1	126239	126358	4	-0.007	non-DMR
chr1	129288	130366	6	-0.314	good-DMR
chr1	133911	134720	4	-0.005	non-DMR
chr1	138183	139056	4	0.002	non-DMR
chr1	140244	141051	3	-0.023	non-DMR
chr1	141756	142771	4	0.004	non-DMR
chr1	145191	145294	4	-0.068	non-DMR
chr1	147325	147431	4	-0.009	non-DMR
chr1	149118	149908	4	-0.004	non-DMR
chr1	151410	152049	4	-0.029	non-DMR
chr1	152993	153923	5	0.218	good-DMR
chr1	154906	154966	4	-0.084	non-DMR
chr1	157706	157789	4	0.096	non-DMR
chr1	164756	165563	37	-0.276	good-DMR
chr1	168508	169373	5	0.302	notable-DMR
chr1	170503	170596	4	-0.049	non-DMR
chr1	172367	173239	30	0.288	good-DMR
chr1	175096	175990	33	0.292	good-DMR
chr1	187002	187770	4	-0.076	non-DMR
chr1	189827	190882	44	-0.291	good-DMR
chr1	192662	193603	6	0.258	good-DMR
chr1	197478	198597	7	0.006	non-DMR
chr1	201598	202487	4	-0.039	non-DMR
chr1	204268	204333	4	-0.066	non-DMR
chr1	207023	207092	4	0.03	non-DMR
chr1	211396	211473	4	-0.016	non-DMR
chr1	215862	216569	4	0.08	non-DMR
chr1	220437	221612	46	0.273	notable-DMR
chr1	225094	225859	4	0.038	non-DMR
chr1	227716	227830	4	0.009	non-DMR
chr1	229936	230643	4	-0.094	non-DMR
chr1	232697	233701	6	0.12	inconsistent-DMR
chr1	235422	235482	4	-0.047	non-DMR
chr1	237953	238061	4	-0.031	non-DMR
chr1	239963	240024	4	-0.018	non-DMR
chr1	249867	250799	5	0.173	good-DMR
chr1	257278	257809	4	0.01	non-DMR
chr1	261145	262038	6	0.313	good-DMR
chr1	263338	264424	7	0.318	good-DMR
chr1	272535	273455	4	0.091	non-DMR
chr1	279048	279840	4	0.049	non-DMR
chr1	281038	282092	4	-0.092	non-DMR
chr1	283927	284710	4	0.053	non-DMR
chr1	285592	286500	6	0.304	good-DMR
chr1	287976	288837	4	0.026	non-DMR
chr1	293000	293643	4	0.004	non-DMR
chr1	301502	302534	4	-0.058	non-DMR
chr1	304059	305143	6	0.47	good-DMR
chr1	317361	317439	4	0.084	non-DMR
chr1	325281	326558	5	-0.073	non-DMR
chr1	328244	329230	4	0.003	non-DMR
chr1	330673	330727	4	0.099	non-DMR
chr1	335433	336446	7	0.182	good-DMR
chr1	337058	337889	37	0.263	notable-DMR
chr1	339002	339070	4	0.059	non-DMR
chr1	341185	342244	6	-0.269	good-DMR
chr1	343748	344588	4	0.013	non-DMR
chr1	346714	347707	7	-0.07	non-DMR
chr1	353300	354541	42	0.329	good-DMR
chr1	357240	358218	38	0.244	good-DMR
chr1	365391	366251	5	0.038	non-DMR
chr1	367323	368425	47	0.319	good-DMR
chr1	370399	371498	44	0.25	good-DMR
chr1	374916	374982	4	-0.085	non-DMR
chr1	379589	380380	4	0.099	non-DMR
chr1	390793	390849	4	-0.064	non-DMR
chr1	396256	397271	38	0.257	good-DMR
chr1	398099	399055	5	0.23	good-DMR
chr1	402238	403232	5	0.319	good-DMR
chr1	406518	406652	4	-0.032	non-DMR
chr1	409250	409304	4	-0.006	non-DMR
chr1	415274	415329	4	-0.037	non-DMR
chr1	417894	418474	4	0.03	non-DMR
chr1	419457	419541	4	-0.028	non-DMR
chr1	420964	421736	4	0.017	non-DMR
chr1	423716	424324	4	0.005	non-DMR
chr1	425764	425865	4	0.016	non-DMR
chr1	428896	428989	4	-0.042	non-DMR
chr1	431300	432535	7	-0.007	non-DMR
chr1	440068	440877	4	0.058	non-DMR
chr1	442014	443198	7	-0.008	non-DMR
chr1	444010	445134	6	0.167	good-DMR
chr1	446194	446270	4	-0.022	non-DMR
chr1	459451	459873	4	-0.012	non-DMR
chr1	461825	462517	4	-0.033	non-DMR
chr1	475815	475898	4	0.014	non-DMR
chr1	480873	481869	8	-0.045	non-DMR
chr1	485811	486824	5	0.018	non-DMR
chr1	489851	490780	4	-0.043	non-DMR
chr1	492347	493451	5	0.033	non-DMR
chr1	524596	524642	4	0.1	non-DMR
chr1	528678	528792	4	0.01	non-DMR
chr1	537420	538261	4	0.089	non-DMR
chr1	545045	545115	4	-0.019	non-DMR
chr1	549173	550217	40	0.3	good-DMR
chr1	555067	555617	4	-0.05	non-DMR
chr1	563379	563455	4	0.069	non-DMR
chr1	565922	565989	4	0.037	non-DMR
chr1	576712	577335	4	-0.03	non-DMR
