chr	start	end	coverage	methylation_level
chr1	100022	100023	33	0.7825
chr1	100063	100064	32	0.9857
chr1	100110	100111	24	0.7576
chr1	100149	100150	35	0.7153
chr1	100191	100192	35	0.7562
chr1	100217	100218	31	0.8776
chr1	100237	100238	28	0.8432
chr1	100278	100279	34	0.8361
chr1	100293	100294	21	0.8595
chr1	100336	100337	37	0.8034
chr1	100375	100376	34	0.7281
chr1	100397	100398	19	0.8259
chr1	100430	100431	23	0.8277
chr1	100451	100452	35	0.8594
chr1	100470	100471	22	0.7597
chr1	100518	100519	30	0.7404
chr1	100551	100552	27	0.9087
chr1	100601	100602	35	0.8772
chr1	100651	100652	24	0.7215
chr1	100657	100658	32	0.8938
chr1	100757	100758	36	0.8845
chr1	100857	100858	32	0.8183
chr1	100907	100908	28	0.6791
chr1	100957	100958	34	0.7062
chr1	101049	101050	35	0.8263
chr1	101149	101150	24	0.85
chr1	101249	101250	29	0.6794
chr1	101289	101290	21	1.0
chr1	101297	101298	35	0.7321
chr1	101332	101333	23	0.8251
chr1	101373	101374	33	0.6708
chr1	101401	101402	18	0.502
chr1	101435	101436	37	0.5592
chr1	101456	101457	29	0.5006
chr1	101506	101507	28	0.4959
chr1	101530	101531	29	0.4692
chr1	101580	101581	27	0.4238
chr1	101613	101614	35	0.7648
chr1	101658	101659	39	0.7101
chr1	101708	101709	30	0.6221
chr1	101729	101730	23	0.7772
chr1	101769	101770	38	0.7129
chr1	101846	101847	27	0.8348
chr1	101946	101947	33	0.6739
chr1	102035	102036	35	0.8263
chr1	102135	102136	31	0.6376
chr1	102185	102186	29	0.7439
chr1	102189	102190	32	0.7162
chr1	102239	102240	33	0.7343
chr1	102313	102314	34	0.8979
chr1	102345	102346	26	0.7916
chr1	102391	102392	27	0.8622
chr1	102409	102410	33	0.9834
chr1	102469	102470	28	0.8425
chr1	102503	102504	32	0.797
chr1	102623	102624	25	0.8588
chr1	102629	102630	20	0.7167
chr1	102667	102668	29	0.6425
chr1	102690	102691	29	0.7105
chr1	102716	102717	28	0.5887
chr1	102746	102747	33	0.7135
chr1	102790	102791	29	0.6418
chr1	102840	102841	25	0.8106
chr1	102855	102856	35	0.6275
chr1	102900	102901	22	0.6681
chr1	102922	102923	28	0.6504
chr1	102949	102950	22	0.5997
chr1	102999	103000	19	0.6669
chr1	103026	103027	44	0.6172
chr1	103063	103064	32	0.5473
chr1	103108	103109	34	0.5762
chr1	103143	103144	28	0.8589
chr1	103145	103146	38	0.7424
chr1	103245	103246	27	0.7249
chr1	103337	103338	32	0.7191
chr1	103437	103438	29	0.786
chr1	103537	103538	34	0.7491
chr1	103555	103556	18	0.5818
chr1	103627	103628	31	0.8785
chr1	103671	103672	25	0.6551
chr1	103702	103703	26	0.6502
chr1	103719	103720	30	0.8271
chr1	103740	103741	24	0.7009
chr1	103784	103785	20	0.6821
chr1	103822	103823	35	0.5764
chr1	103867	103868	37	0.7049
chr1	103891	103892	30	0.6205
chr1	103912	103913	24	0.8406
chr1	103929	103930	30	0.6103
chr1	103944	103945	29	0.4289
chr1	103959	103960	20	0.7501
chr1	103985	103986	25	0.694
chr1	104021	104022	35	0.6977
chr1	104040	104041	26	0.6398
chr1	104058	104059	28	0.592
chr1	104091	104092	35	0.6347
chr1	104134	104135	33	0.7093
chr1	104163	104164	29	0.6825
chr1	104182	104183	30	0.6431
chr1	104201	104202	25	0.5936
chr1	104227	104228	39	0.6883
chr1	104327	104328	37	0.6637
chr1	104427	104428	21	0.6812
chr1	104527	104528	33	0.6414
chr1	104627	104628	23	0.8057
chr1	104691	104692	23	0.6456
chr1	104741	104742	25	0.7403
chr1	104783	104784	30	0.7016
chr1	104813	104814	24	0.5532
chr1	104830	104831	28	0.4996
chr1	104858	104859	28	0.6287
chr1	104908	104909	26	0.6632
chr1	104941	104942	32	0.6203
chr1	104960	104961	25	0.6812
chr1	105003	105004	28	0.7259
chr1	105038	105039	30	0.7621
chr1	105053	105054	34	0.5741
chr1	105079	105080	22	0.5112
chr1	105127	105128	32	0.77
chr1	105149	105150	27	0.7396
chr1	105192	105193	34	0.6486
chr1	105215	105216	22	0.7051
chr1	105264	105265	29	0.5701
chr1	105301	105302	31	0.6381
chr1	105328	105329	38	0.5781
chr1	105349	105350	22	0.5595
chr1	105399	105400	28	0.7433
chr1	105479	105480	37	0.5389
chr1	105579	105580	30	0.6622
chr1	105637	105638	31	0.542
chr1	105737	105738	28	0.712
chr1	105837	105838	28	0.4789
chr1	105885	105886	24	0.5252
chr1	105887	105888	39	0.7315
chr1	105916	105917	27	0.4449
chr1	105931	105932	26	0.704
chr1	105951	105952	27	0.8677
chr1	106001	106002	39	0.6229
chr1	106024	106025	32	0.662
chr1	106051	106052	33	0.7262
chr1	106097	106098	29	0.5816
chr1	106117	106118	35	0.5445
chr1	106143	106144	29	0.632
chr1	106166	106167	23	0.4635
chr1	106216	106217	29	0.5297
chr1	106259	106260	31	0.4917
chr1	106309	106310	30	0.8337
chr1	106333	106334	27	0.5055
chr1	106375	106376	34	0.6573
chr1	106392	106393	40	0.5839
chr1	106415	106416	27	0.7268
chr1	106441	106442	38	0.7127
chr1	106481	106482	27	0.635
chr1	106572	106573	29	0.545
chr1	106672	106673	25	0.6771
chr1	106772	106773	26	0.5718
chr1	106848	106849	32	0.6477
chr1	106948	106949	25	0.6252
chr1	107040	107041	28	0.7178
chr1	107048	107049	28	0.5763
chr1	107058	107059	38	0.498
chr1	107087	107088	30	0.5079
chr1	107135	107136	32	0.3881
chr1	107185	107186	29	0.3203
chr1	107214	107215	31	0.3515
chr1	107239	107240	39	0.6525
chr1	107258	107259	31	0.3964
chr1	107282	107283	26	0.5723
chr1	107297	107298	36	0.4975
chr1	107313	107314	30	0.3797
