chr	start	end	CpG_count	mean_delta_methylation	category
chr1	106717	106914	4	0.027	non-DMR
chr1	110789	110969	2	-0.04	non-DMR
chr1	112538	112715	8	-0.019	non-DMR
chr1	114278	114452	7	0.391	good-DMR
chr1	115774	115962	4	-0.055	non-DMR
chr1	121366	121537	2	0.06	non-DMR
chr1	122527	122696	2	-0.01	non-DMR
chr1	124699	124742	4	0.082	non-DMR
chr1	126854	126919	4	0.04	non-DMR
chr1	128788	129001	2	-0.007	non-DMR
chr1	130130	130337	13	0.318	good-DMR
chr1	137798	138000	3	-0.042	non-DMR
chr1	139326	139572	12	-0.179	good-DMR
chr1	140360	140527	3	0.052	non-DMR
chr1	144444	144550	4	-0.029	non-DMR
chr1	145237	145413	3	-0.082	non-DMR
chr1	147247	147420	2	0.085	non-DMR
chr1	148084	148278	3	0.036	non-DMR
chr1	157907	158078	2	-0.058	non-DMR
chr1	159655	159722	4	0.063	non-DMR
chr1	161662	161778	4	-0.019	non-DMR
chr1	163253	163350	4	-0.091	non-DMR
chr1	164866	165037	2	0.09	non-DMR
chr1	168581	168801	2	-0.011	non-DMR
chr1	170795	170998	2	0.022	non-DMR
chr1	171648	171855	6	0.037	non-DMR
chr1	174150	174322	2	-0.095	non-DMR
chr1	176139	176249	4	0.057	non-DMR
chr1	178260	178469	11	0.202	good-DMR
chr1	179117	179327	9	0.281	good-DMR
chr1	181291	181488	2	0.014	non-DMR
chr1	182290	182486	8	0.161	good-DMR
chr1	184166	184315	11	-0.029	non-DMR
chr1	184886	184906	4	0.0	non-DMR
chr1	185833	186013	2	0.072	non-DMR
chr1	186974	187170	2	0.023	non-DMR
chr1	189872	190054	2	-0.021	non-DMR
chr1	191179	191296	4	-0.003	non-DMR
chr1	192943	193148	2	0.018	non-DMR
chr1	194770	194948	10	0.012	non-DMR
chr1	195986	196195	3	0.021	non-DMR
chr1	196867	197071	3	0.082	non-DMR
chr1	197720	197851	4	-0.024	non-DMR
chr1	199865	200045	2	0.006	non-DMR
chr1	201800	201998	11	0.315	good-DMR
chr1	203810	203846	4	-0.006	non-DMR
chr1	205260	205386	3	0.044	non-DMR
chr1	209039	209223	3	0.075	non-DMR
chr1	210970	211055	4	-0.063	non-DMR
chr1	212657	212840	2	0.051	non-DMR
chr1	217033	217083	4	-0.064	non-DMR
chr1	219101	219326	3	-0.014	non-DMR
chr1	220883	221052	3	-0.043	non-DMR
chr1	223439	223502	4	-0.068	non-DMR
chr1	224378	224566	2	-0.011	non-DMR
chr1	225317	225422	4	-0.014	non-DMR
chr1	228374	228531	3	0.037	non-DMR
chr1	229456	229652	9	-0.064	non-DMR
chr1	231722	231898	3	-0.006	non-DMR
chr1	235303	235455	3	0.04	non-DMR
chr1	236241	236295	4	-0.076	non-DMR
chr1	238196	238369	3	-0.017	non-DMR
chr1	241014	241081	4	0.089	non-DMR
chr1	247707	247838	4	-0.003	non-DMR
chr1	250433	250586	2	-0.004	non-DMR
chr1	254663	254835	2	0.078	non-DMR
chr1	257313	257500	11	0.228	good-DMR
chr1	258242	258438	3	0.023	non-DMR
chr1	259814	259993	3	0.088	non-DMR
chr1	260826	260856	4	0.057	non-DMR
chr1	264560	264669	4	0.099	non-DMR
chr1	266621	266812	16	0.205	good-DMR
chr1	269264	269358	4	-0.022	non-DMR
chr1	272144	272346	3	0.081	non-DMR
chr1	272881	273071	2	-0.015	non-DMR
chr1	278969	279033	4	-0.048	non-DMR
chr1	280058	280154	4	-0.029	non-DMR
chr1	282180	282359	11	-0.283	good-DMR
chr1	284319	284433	4	0.045	non-DMR
chr1	286435	286590	2	-0.087	non-DMR
chr1	287978	288195	3	0.031	non-DMR
chr1	288933	289103	2	-0.086	non-DMR
chr1	293323	293506	3	0.048	non-DMR
chr1	294356	294567	3	0.075	non-DMR
chr1	297486	297596	4	-0.014	non-DMR
chr1	300196	300394	2	-0.098	non-DMR
chr1	301115	301313	4	0.047	non-DMR
chr1	302406	302598	13	0.331	good-DMR
chr1	308024	308189	8	0.306	good-DMR
chr1	309522	309696	2	0.058	non-DMR
