chr1	100000	+	13	14	CG	CGC
chr1	100498	+	25	10	CG	CGC
chr1	100915	+	14	9	CG	CGC
chr1	101005	+	15	8	CG	CGC
chr1	109610	+	12	22	CG	CGC
chr1	109679	+	10	21	CG	CGC
chr1	109784	+	10	20	CG	CGC
chr1	110139	+	7	18	CG	CGC
chr1	111833	+	14	24	CG	CGC
chr1	111862	+	12	20	CG	CGC
chr1	111864	+	23	6	CG	CGC
chr1	111899	+	12	12	CG	CGC
chr1	114313	+	1	23	CG	CGC
chr1	114740	+	6	27	CG	CGC
chr1	115133	+	1	21	CG	CGC
chr1	115208	+	7	26	CG	CGC
chr1	121699	+	16	19	CG	CGC
chr1	121957	+	6	22	CG	CGC
chr1	122201	+	13	21	CG	CGC
chr1	125700	+	17	13	CG	CGC
chr1	125744	+	19	14	CG	CGC
chr1	125755	+	13	9	CG	CGC
chr1	127337	+	6	22	CG	CGC
chr1	127352	+	9	21	CG	CGC
chr1	127429	+	7	15	CG	CGC
chr1	129602	+	6	20	CG	CGC
chr1	130034	+	5	25	CG	CGC
chr1	130451	+	8	22	CG	CGC
chr1	131228	+	7	23	CG	CGC
chr1	131653	+	19	11	CG	CGC
chr1	131970	+	16	16	CG	CGC
chr1	132158	+	24	13	CG	CGC
chr1	134051	+	8	19	CG	CGC
chr1	134348	+	12	26	CG	CGC
chr1	134636	+	5	28	CG	CGC
chr1	134909	+	8	25	CG	CGC
chr1	136165	+	9	26	CG	CGC
chr1	136259	+	6	15	CG	CGC
chr1	136451	+	5	24	CG	CGC
chr1	136731	+	8	26	CG	CGC
chr1	136843	+	8	22	CG	CGC
chr1	136989	+	3	23	CG	CGC
chr1	138761	+	17	27	CG	CGC
chr1	139064	+	7	20	CG	CGC
chr1	139549	+	9	24	CG	CGC
chr1	139682	+	19	20	CG	CGC
chr1	141334	+	22	2	CG	CGC
chr1	141558	+	18	10	CG	CGC
chr1	141751	+	20	13	CG	CGC
chr1	142106	+	15	9	CG	CGC
chr1	142335	+	21	10	CG	CGC
chr1	142389	+	22	7	CG	CGC
chr1	143951	+	26	10	CG	CGC
chr1	143969	+	16	8	CG	CGC
chr1	143985	+	20	7	CG	CGC
chr1	143994	+	12	16	CG	CGC
chr1	160635	+	25	6	CG	CGC
chr1	160692	+	27	10	CG	CGC
chr1	160877	+	16	7	CG	CGC
chr1	161201	+	17	8	CG	CGC
chr1	161282	+	20	11	CG	CGC
chr1	161390	+	17	16	CG	CGC
chr1	163124	+	8	21	CG	CGC
chr1	163364	+	17	9	CG	CGC
