chr1	100000	+	23	13	CG	CGC
chr1	100498	+	9	23	CG	CGC
chr1	100915	+	14	10	CG	CGC
chr1	101005	+	16	12	CG	CGC
chr1	109610	+	12	12	CG	CGC
chr1	109679	+	11	14	CG	CGC
chr1	109784	+	11	21	CG	CGC
chr1	110139	+	12	22	CG	CGC
chr1	111833	+	9	17	CG	CGC
chr1	111862	+	14	15	CG	CGC
chr1	111864	+	19	9	CG	CGC
chr1	111899	+	19	20	CG	CGC
chr1	114313	+	11	18	CG	CGC
chr1	114740	+	9	25	CG	CGC
chr1	115133	+	2	28	CG	CGC
chr1	115208	+	6	27	CG	CGC
chr1	121699	+	12	15	CG	CGC
chr1	121774	+	9	17	CG	CGC
chr1	121957	+	6	30	CG	CGC
chr1	122201	+	15	14	CG	CGC
chr1	125700	+	15	8	CG	CGC
chr1	125703	+	20	13	CG	CGC
chr1	125744	+	18	10	CG	CGC
chr1	125755	+	12	13	CG	CGC
chr1	127337	+	4	27	CG	CGC
chr1	127352	+	11	22	CG	CGC
chr1	127429	+	7	22	CG	CGC
chr1	129602	+	4	26	CG	CGC
chr1	130034	+	8	20	CG	CGC
chr1	130451	+	6	30	CG	CGC
chr1	131228	+	17	11	CG	CGC
chr1	131653	+	17	16	CG	CGC
chr1	131970	+	9	19	CG	CGC
chr1	132158	+	12	24	CG	CGC
chr1	134051	+	7	30	CG	CGC
chr1	134348	+	16	19	CG	CGC
chr1	134636	+	13	23	CG	CGC
chr1	134909	+	8	17	CG	CGC
chr1	136165	+	11	17	CG	CGC
chr1	136259	+	3	21	CG	CGC
chr1	136451	+	4	21	CG	CGC
chr1	136731	+	6	23	CG	CGC
chr1	136843	+	4	19	CG	CGC
chr1	136989	+	8	27	CG	CGC
chr1	138761	+	10	19	CG	CGC
chr1	139064	+	9	26	CG	CGC
chr1	139549	+	6	16	CG	CGC
chr1	139682	+	8	20	CG	CGC
chr1	141334	+	32	0	CG	CGC
chr1	141558	+	35	0	CG	CGC
chr1	141751	+	28	0	CG	CGC
chr1	142106	+	22	0	CG	CGC
chr1	142335	+	29	0	CG	CGC
chr1	142389	+	42	0	CG	CGC
chr1	143951	+	15	8	CG	CGC
chr1	143969	+	20	12	CG	CGC
chr1	143985	+	19	14	CG	CGC
chr1	143994	+	13	11	CG	CGC
chr1	160635	+	33	0	CG	CGC
chr1	160692	+	26	0	CG	CGC
chr1	160877	+	25	0	CG	CGC
chr1	161201	+	29	0	CG	CGC
chr1	161282	+	30	0	CG	CGC
chr1	161390	+	26	0	CG	CGC
chr1	163124	+	9	17	CG	CGC
chr1	163364	+	10	19	CG	CGC
chr1	163469	+	9	16	CG	CGC
chr1	163864	+	12	11	CG	CGC
chr1	169714	+	16	16	CG	CGC
chr1	169877	+	16	16	CG	CGC
chr1	170241	+	16	11	CG	CGC
chr1	170313	+	19	14	CG	CGC
chr1	170735	+	29	11	CG	CGC
chr1	177572	+	10	24	CG	CGC
chr1	177575	+	10	13	CG	CGC
chr1	177612	+	7	20	CG	CGC
chr1	180237	+	15	7	CG	CGC
chr1	180614	+	13	16	CG	CGC
chr1	180877	+	10	23	CG	CGC
chr1	181075	+	15	12	CG	CGC
