chr	start	end	coverage	methylation_level
chr1	100000	100001	18	0.5416
chr1	100498	100499	27	0.6402
chr1	100915	100916	37	0.6391
chr1	101005	101006	32	0.6816
chr1	109610	109611	33	0.2926
chr1	109679	109680	25	0.3159
chr1	109784	109785	32	0.4028
chr1	110139	110140	20	0.3796
chr1	111833	111834	20	0.3721
chr1	111862	111863	40	0.423
chr1	111864	111865	31	0.7617
chr1	111899	111900	28	0.5414
chr1	114313	114314	25	0.0769
chr1	114740	114741	29	0.2183
chr1	115133	115134	26	0.066
chr1	115208	115209	22	0.2186
chr1	121699	121700	30	0.4905
chr1	121774	121775	31	0.4938
chr1	121957	121958	36	0.3184
chr1	122201	122202	24	0.3654
chr1	125700	125701	22	0.6055
chr1	125744	125745	33	0.5803
chr1	125755	125756	24	0.6163
chr1	127337	127338	38	0.2639
chr1	127352	127353	26	0.3212
chr1	127383	127384	30	0.1749
chr1	127429	127430	43	0.3205
chr1	129602	129603	29	0.2983
chr1	130034	130035	29	0.3221
chr1	130451	130452	37	0.2819
chr1	131228	131229	30	0.2704
chr1	131653	131654	29	0.5727
chr1	131970	131971	22	0.4441
chr1	132158	132159	25	0.6298
chr1	134051	134052	29	0.3191
chr1	134348	134349	20	0.3265
chr1	134636	134637	28	0.1944
chr1	134909	134910	31	0.1752
chr1	136165	136166	29	0.1241
chr1	136259	136260	38	0.3101
chr1	136451	136452	32	0.2841
chr1	136843	136844	39	0.1757
chr1	136989	136990	29	0.209
chr1	138761	138762	27	0.4281
chr1	139064	139065	24	0.2125
chr1	139549	139550	30	0.3161
chr1	139682	139683	30	0.4935
chr1	141334	141335	39	0.8083
chr1	141558	141559	33	0.6824
chr1	141751	141752	29	0.5921
chr1	142106	142107	29	0.6728
chr1	142335	142336	29	0.726
chr1	142389	142390	21	0.7554
chr1	143951	143952	20	0.7243
chr1	143985	143986	29	0.719
chr1	143994	143995	35	0.3994
chr1	160635	160636	28	0.8322
chr1	160692	160693	34	0.8412
chr1	160877	160878	31	0.7222
chr1	161201	161202	42	0.6912
chr1	161282	161283	30	0.6624
chr1	163124	163125	30	0.3325
chr1	163364	163365	32	0.7061
chr1	163469	163470	28	0.3767
chr1	163864	163865	21	0.4886
chr1	169714	169715	25	0.4984
chr1	169877	169878	25	0.7258
chr1	170241	170242	37	0.5518
chr1	170313	170314	38	0.6075
chr1	170735	170736	34	0.6028
chr1	177572	177573	33	0.3229
chr1	177575	177576	24	0.3859
chr1	177612	177613	27	0.2921
chr1	180237	180238	30	0.3277
chr1	180614	180615	32	0.5584
chr1	180877	180878	35	0.2554
chr1	181075	181076	34	0.5328
chr1	182108	182109	37	0.2844
chr1	182245	182246	35	0.1335
chr1	182705	182706	35	0.1517
chr1	183071	183072	32	0.5144
chr1	189232	189233	35	0.9842
chr1	189507	189508	29	0.9981
chr1	189793	189794	36	0.5885
chr1	189987	189988	29	0.7559
chr1	190136	190137	31	0.6911
chr1	190990	190991	30	0.4436
chr1	191110	191111	32	0.2999
chr1	191606	191607	31	0.4494
chr1	191784	191785	15	0.0962
chr1	192626	192627	32	0.5362
chr1	192821	192822	27	0.7541
chr1	192913	192914	25	0.6938
chr1	193353	193354	35	0.4183
chr1	194630	194631	27	0.2991
chr1	195105	195106	28	0.1254
chr1	195378	195379	32	0.3031
chr1	195439	195440	37	0.362
chr1	196498	196499	24	0.2666
chr1	196545	196546	33	0.0976
chr1	196588	196589	28	0.2611
chr1	196611	196612	35	0.122
chr1	198042	198043	26	0.5143
chr1	198333	198334	35	0.487
chr1	198739	198740	26	0.5114
chr1	199001	199002	31	0.5205
chr1	200983	200984	28	0.3892
chr1	201073	201074	36	0.3323
chr1	201132	201133	31	0.2126
chr1	201313	201314	28	0.2915
chr1	203040	203041	31	0.5048
chr1	203462	203463	32	0.3437
chr1	203823	203824	29	0.3272
chr1	203940	203941	40	0.3499
chr1	210683	210684	30	0.4006
chr1	210860	210861	39	0.3978
chr1	210968	210969	20	0.2496
chr1	211031	211032	31	0.2123
chr1	211457	211458	30	0.3559
chr1	211554	211555	26	0.1816
chr1	212381	212382	29	0.5045
chr1	212682	212683	29	0.3511
chr1	212834	212835	23	0.2736
chr1	212946	212947	28	0.4842
chr1	214060	214061	33	0.727
chr1	214475	214476	29	0.8326
chr1	214846	214847	11	0.6677
chr1	215070	215071	32	0.6418
chr1	216962	216963	22	0.7062
chr1	216998	216999	32	0.7596
chr1	217018	217019	28	0.4851
chr1	217051	217052	27	0.5755
chr1	217145	217146	26	0.6739
chr1	217233	217234	29	0.4975
chr1	217271	217272	41	0.588
chr1	217321	217322	33	0.4716
chr1	217330	217331	26	0.5281
chr1	217344	217345	29	0.5865
chr1	217354	217355	26	0.6011
chr1	217404	217405	35	0.593
chr1	217407	217408	29	0.5119
chr1	217432	217433	33	0.3842
chr1	217469	217470	32	0.453
chr1	217507	217508	24	0.7164
chr1	217563	217564	25	0.4023
chr1	217600	217601	28	0.6236
chr1	217610	217611	35	0.5009
chr1	217651	217652	37	0.5804
chr1	217664	217665	29	0.5476
chr1	217685	217686	28	0.4483
chr1	217712	217713	26	0.7002
chr1	217759	217760	35	0.5421
chr1	217839	217840	27	0.7583
chr1	217874	217875	31	0.3384
chr1	217930	217931	24	0.5994
chr1	217968	217969	37	0.6729
chr1	217974	217975	34	0.6134
chr1	218006	218007	36	0.6032
chr1	218018	218019	16	0.5117
chr1	218020	218021	36	0.679
chr1	218853	218854	25	0.7163
chr1	219080	219081	32	0.7683
chr1	219395	219396	23	0.4758
chr1	219590	219591	26	0.6645
chr1	219748	219749	41	0.552
chr1	222887	222888	27	0.7502
chr1	223359	223360	23	0.7979
chr1	223851	223852	31	0.6033
chr1	223908	223909	29	0.6136
chr1	223968	223969	21	0.6559
chr1	224018	224019	35	0.7243
chr1	225711	225712	28	0.3372
chr1	225749	225750	42	0.2135
chr1	225777	225778	30	0.3031
chr1	225818	225819	29	0.3149
chr1	228221	228222	38	0.2987
chr1	228599	228600	25	0.3907
chr1	228803	228804	26	0.3779
chr1	229100	229101	27	0.5752
chr1	229181	229182	34	0.3872
chr1	230325	230326	34	0.671
chr1	230455	230456	26	0.7827
chr1	230730	230731	33	0.7669
chr1	230992	230993	28	0.6106
chr1	231289	231290	38	0.8192
chr1	231368	231369	31	0.7838
chr1	233126	233127	34	0.5672
chr1	233242	233243	40	0.5153
chr1	233681	233682	24	0.3678
chr1	233920	233921	29	0.5477
chr1	234002	234003	22	0.5588
chr1	245156	245157	33	0.5075
chr1	245398	245399	41	0.1144
chr1	245489	245490	18	0.3326
chr1	245888	245889	31	0.2856
chr1	246022	246023	33	0.3266
chr1	248705	248706	35	0.2935
chr1	248896	248897	22	0.2373
chr1	249042	249043	26	0.1473
chr1	249540	249541	27	0.2963
chr1	251676	251677	27	0.3468
chr1	251720	251721	26	0.3563
chr1	251748	251749	33	0.4701
chr1	251789	251790	31	0.3559
chr1	254918	254919	23	0.9247
chr1	255363	255364	25	0.6555
chr1	255757	255758	33	0.8932
chr1	255817	255818	25	0.8389
chr1	262383	262384	31	0.6308
chr1	262462	262463	29	0.7505
chr1	262799	262800	34	0.725
chr1	263060	263061	25	0.5789
chr1	264968	264969	21	0.8028
chr1	265451	265452	40	0.8241
chr1	265690	265691	30	0.7937
chr1	265751	265752	31	0.7804
chr1	265809	265810	24	0.8048
chr1	271530	271531	36	0.7271
chr1	271969	271970	34	0.821
chr1	272182	272183	30	0.8236
chr1	272284	272285	34	0.8368
chr1	272357	272358	17	0.8729
