chr	start	end	coverage	methylation_level
chr1	100000	100001	28	0.4734
chr1	100498	100499	24	0.6876
chr1	100915	100916	33	0.6467
chr1	101005	101006	38	0.6096
chr1	109610	109611	27	0.3113
chr1	109679	109680	29	0.3042
chr1	109784	109785	30	0.4149
chr1	110139	110140	25	0.3258
chr1	111833	111834	29	0.4213
chr1	111862	111863	39	0.3919
chr1	111864	111865	35	0.8184
chr1	111899	111900	34	0.4775
chr1	114313	114314	27	0.1076
chr1	114740	114741	33	0.2045
chr1	115133	115134	40	0.0196
chr1	115208	115209	28	0.2627
chr1	121699	121700	24	0.4832
chr1	121774	121775	29	0.4172
chr1	121957	121958	32	0.2371
chr1	122201	122202	34	0.3334
chr1	125700	125701	36	0.5354
chr1	125703	125704	29	0.5268
chr1	125744	125745	27	0.5575
chr1	125755	125756	25	0.6376
chr1	127337	127338	27	0.1761
chr1	127352	127353	26	0.3129
chr1	127383	127384	31	0.1378
chr1	127429	127430	26	0.3698
chr1	129602	129603	32	0.2403
chr1	130034	130035	32	0.2472
chr1	130451	130452	28	0.3031
chr1	131228	131229	30	0.3094
chr1	131653	131654	22	0.6099
chr1	131970	131971	26	0.4316
chr1	132158	132159	25	0.6929
chr1	134051	134052	26	0.4159
chr1	134348	134349	26	0.34
chr1	134636	134637	27	0.2272
chr1	134909	134910	27	0.2128
chr1	136165	136166	30	0.1129
chr1	136259	136260	27	0.3109
chr1	136451	136452	27	0.2552
chr1	136731	136732	30	0.2371
chr1	136843	136844	34	0.2415
chr1	136989	136990	25	0.1187
chr1	138761	138762	32	0.4218
chr1	139549	139550	31	0.3013
chr1	139682	139683	25	0.4876
chr1	141334	141335	38	0.8843
chr1	141558	141559	37	0.6749
chr1	141751	141752	26	0.6417
chr1	142106	142107	36	0.6711
chr1	142389	142390	36	0.7634
chr1	143951	143952	34	0.7224
chr1	143969	143970	26	0.6986
chr1	143985	143986	36	0.6963
chr1	143994	143995	26	0.3949
chr1	160635	160636	31	0.8895
chr1	160692	160693	36	0.7962
chr1	160877	160878	31	0.6873
chr1	161201	161202	31	0.7353
chr1	161282	161283	25	0.7136
chr1	161390	161391	30	0.5409
chr1	163124	163125	26	0.3535
chr1	163364	163365	24	0.7037
chr1	163469	163470	31	0.3544
chr1	163864	163865	32	0.5288
chr1	169714	169715	21	0.4787
chr1	169877	169878	20	0.6944
chr1	170241	170242	31	0.5701
chr1	170313	170314	32	0.5482
chr1	170735	170736	30	0.5867
chr1	177572	177573	25	0.4173
chr1	177575	177576	35	0.2822
chr1	177606	177607	32	0.6025
chr1	177612	177613	25	0.2503
chr1	180237	180238	38	0.3551
chr1	180614	180615	26	0.6386
chr1	180877	180878	29	0.2396
chr1	181075	181076	23	0.476
chr1	182108	182109	26	0.2596
chr1	182245	182246	35	0.0979
chr1	182705	182706	28	0.2478
chr1	183071	183072	35	0.4827
chr1	189232	189233	26	0.1511
chr1	189507	189508	40	0.7721
chr1	189793	189794	28	0.9694
chr1	189987	189988	24	0.1405
chr1	190990	190991	37	0.4282
chr1	191110	191111	31	0.3059
chr1	191606	191607	32	0.4286
chr1	191784	191785	22	0.1142
chr1	192626	192627	29	0.4497
chr1	192913	192914	26	0.6426
chr1	193353	193354	36	0.4253
chr1	194630	194631	21	0.3677
chr1	195105	195106	25	0.0407
chr1	195378	195379	23	0.2609
chr1	195439	195440	22	0.3241
chr1	196498	196499	27	0.3075
chr1	196545	196546	40	0.0869
chr1	196588	196589	24	0.2755
chr1	196611	196612	17	0.1108
chr1	198042	198043	26	0.5202
chr1	198333	198334	30	0.4664
