chr	start	end	coverage	methylation_level
chr1	100000	100001	36	0.6724
chr1	100498	100499	27	0.3136
chr1	100915	100916	24	0.6867
chr1	101005	101006	33	0.5641
chr1	109610	109611	29	0.4381
chr1	109679	109680	33	0.4786
chr1	109784	109785	33	0.3382
chr1	110139	110140	26	0.4282
chr1	111833	111834	27	0.4101
chr1	111862	111863	32	0.4762
chr1	111864	111865	30	0.7005
chr1	111899	111900	28	0.5321
chr1	114313	114314	30	0.3775
chr1	114740	114741	26	0.3333
chr1	115133	115134	27	0.0859
chr1	115208	115209	26	0.2021
chr1	121699	121700	21	0.4018
chr1	121774	121775	35	0.3351
chr1	121957	121958	26	0.1366
chr1	122201	122202	26	0.6011
chr1	125700	125701	30	0.6762
chr1	125703	125704	25	0.712
chr1	125744	125745	40	0.6208
chr1	125755	125756	28	0.4824
chr1	127337	127338	40	0.1504
chr1	127352	127353	37	0.2575
chr1	127429	127430	28	0.2608
chr1	129602	129603	26	0.1313
chr1	130034	130035	37	0.3316
chr1	130451	130452	29	0.2567
chr1	131228	131229	29	0.5471
chr1	131653	131654	44	0.537
chr1	131970	131971	41	0.3912
chr1	132158	132159	28	0.3921
chr1	134051	134052	26	0.2798
chr1	134348	134349	29	0.4771
chr1	134636	134637	23	0.3213
chr1	134909	134910	35	0.2737
chr1	136165	136166	29	0.4249
chr1	136259	136260	26	0.1945
chr1	136451	136452	28	0.2292
chr1	136731	136732	27	0.2749
chr1	136989	136990	33	0.239
chr1	138761	138762	22	0.2607
chr1	139064	139065	24	0.2565
chr1	139549	139550	25	0.2985
chr1	139682	139683	33	0.3464
chr1	141334	141335	31	1.0
chr1	141558	141559	33	1.0
chr1	141751	141752	35	1.0
chr1	142106	142107	37	1.0
chr1	142335	142336	25	1.0
chr1	142389	142390	40	1.0
chr1	143951	143952	34	0.6256
chr1	143969	143970	25	0.5721
chr1	143985	143986	35	0.6622
chr1	143994	143995	30	0.5491
chr1	160635	160636	26	1.0
chr1	160692	160693	32	1.0
chr1	160877	160878	32	1.0
chr1	161201	161202	30	0.8181
chr1	161282	161283	25	1.0
chr1	163124	163125	30	0.3481
chr1	163364	163365	29	0.3626
chr1	163469	163470	29	0.4547
chr1	163864	163865	27	0.594
chr1	169714	169715	37	0.5143
chr1	169877	169878	33	0.5763
chr1	170241	170242	30	0.5824
chr1	170313	170314	28	0.5474
chr1	170735	170736	28	0.7732
chr1	177572	177573	27	0.2959
chr1	177575	177576	21	0.4666
chr1	177606	177607	34	0.3259
chr1	177612	177613	26	0.2593
chr1	180237	180238	32	0.7046
chr1	180614	180615	22	0.4251
chr1	180877	180878	32	0.2929
chr1	181075	181076	33	0.5291
chr1	182108	182109	31	0.137
chr1	182245	182246	22	0.2725
chr1	182705	182706	31	0.2594
chr1	183071	183072	28	0.4542
chr1	189232	189233	36	1.0
chr1	189507	189508	30	0.0
chr1	189793	189794	24	0.0
chr1	189987	189988	25	1.0
chr1	190136	190137	20	0.0
chr1	190990	190991	30	0.2246
chr1	191110	191111	33	0.257
chr1	191606	191607	16	0.3435
chr1	191784	191785	33	0.5009
chr1	192626	192627	35	0.2539
chr1	192821	192822	32	0.6567
chr1	192913	192914	33	0.7025
chr1	193353	193354	32	0.5796
chr1	194630	194631	33	0.2558
chr1	195105	195106	30	0.111
chr1	195378	195379	37	0.2031
chr1	195439	195440	29	0.318
chr1	196498	196499	28	0.3138
chr1	196545	196546	29	0.16
chr1	196588	196589	35	0.2153
chr1	196611	196612	39	0.2168
