chr	start	end	coverage	methylation_level
chr1	100000	100001	33	0.4941
chr1	100498	100499	34	0.632
chr1	100915	100916	31	0.62
chr1	101005	101006	29	0.6672
chr1	109610	109611	26	0.2564
chr1	109679	109680	31	0.3291
chr1	109784	109785	29	0.3514
chr1	110139	110140	33	0.2732
chr1	111833	111834	26	0.4138
chr1	111862	111863	35	0.407
chr1	111864	111865	39	0.8178
chr1	111899	111900	30	0.4575
chr1	114313	114314	35	0.0406
chr1	114740	114741	26	0.2343
chr1	115133	115134	26	0.0425
chr1	115208	115209	28	0.2402
chr1	121699	121700	34	0.4891
chr1	121774	121775	31	0.395
chr1	121957	121958	31	0.2933
chr1	122201	122202	24	0.3503
chr1	125700	125701	28	0.5736
chr1	125744	125745	20	0.5945
chr1	125755	125756	28	0.6396
chr1	127337	127338	31	0.2422
chr1	127352	127353	21	0.2689
chr1	127383	127384	31	0.2095
chr1	127429	127430	24	0.3458
chr1	129602	129603	37	0.243
chr1	130034	130035	28	0.1985
chr1	130451	130452	33	0.3437
chr1	131228	131229	30	0.3735
chr1	131653	131654	28	0.6672
chr1	131970	131971	36	0.4126
chr1	132158	132159	20	0.6292
chr1	134051	134052	34	0.3064
chr1	134348	134349	27	0.3244
chr1	134636	134637	33	0.2285
chr1	134909	134910	31	0.2057
chr1	136165	136166	28	0.1631
chr1	136259	136260	36	0.3211
chr1	136451	136452	25	0.2746
chr1	136731	136732	37	0.2505
chr1	136843	136844	22	0.2256
chr1	136989	136990	29	0.1589
chr1	138761	138762	32	0.4681
chr1	139064	139065	33	0.2324
chr1	139549	139550	34	0.2415
chr1	139682	139683	24	0.4671
chr1	141334	141335	22	0.8762
chr1	141558	141559	31	0.6859
chr1	141751	141752	31	0.6494
chr1	142106	142107	38	0.6244
chr1	142389	142390	37	0.7708
chr1	143951	143952	27	0.7649
chr1	143985	143986	31	0.6758
chr1	143994	143995	28	0.4772
chr1	160635	160636	42	0.8582
chr1	160692	160693	26	0.7902
chr1	160877	160878	39	0.6913
chr1	161201	161202	30	0.6296
chr1	161282	161283	30	0.7252
chr1	161390	161391	29	0.5017
chr1	163124	163125	26	0.3445
chr1	163364	163365	33	0.6931
chr1	163469	163470	28	0.3708
chr1	163864	163865	28	0.568
chr1	169714	169715	30	0.465
chr1	169877	169878	29	0.6762
chr1	170241	170242	28	0.5196
chr1	170313	170314	41	0.5686
chr1	170735	170736	30	0.5844
chr1	177572	177573	32	0.3358
chr1	177575	177576	31	0.3079
chr1	177606	177607	27	0.6563
chr1	177612	177613	32	0.2676
chr1	180237	180238	30	0.3992
chr1	180614	180615	24	0.5825
chr1	180877	180878	26	0.2636
chr1	181075	181076	33	0.4969
chr1	182108	182109	33	0.2366
chr1	182245	182246	30	0.0906
chr1	182705	182706	26	0.14
chr1	189232	189233	31	1.0
chr1	189507	189508	38	0.0001
chr1	189793	189794	38	0.8201
chr1	189987	189988	29	0.9609
chr1	190136	190137	24	0.9741
chr1	190990	190991	21	0.3898
chr1	191110	191111	30	0.3584
chr1	191606	191607	30	0.4245
chr1	191784	191785	30	0.1105
chr1	192626	192627	35	0.5076
chr1	192821	192822	26	0.6808
chr1	192913	192914	29	0.7053
chr1	193353	193354	30	0.4217
chr1	194630	194631	23	0.3862
chr1	195105	195106	29	0.1313
chr1	195378	195379	30	0.2193
chr1	195439	195440	34	0.3498
chr1	196498	196499	27	0.2285
chr1	196545	196546	23	0.1182
chr1	196588	196589	33	0.2884
chr1	196611	196612	32	0.0942
chr1	198042	198043	24	0.4577
chr1	198333	198334	33	0.4637
chr1	198739	198740	40	0.5198
chr1	199001	199002	32	0.4874
chr1	200983	200984	18	0.3493
chr1	201073	201074	35	0.3105
chr1	201132	201133	36	0.2268
chr1	201313	201314	17	0.34
chr1	203040	203041	25	0.5378
chr1	203462	203463	35	0.3123
chr1	203823	203824	35	0.3625
chr1	203940	203941	37	0.4007
chr1	210683	210684	29	0.3389
chr1	210860	210861	25	0.3579
chr1	210968	210969	22	0.2964
chr1	211031	211032	23	0.251
chr1	211457	211458	27	0.352
chr1	211554	211555	35	0.2269
chr1	211635	211636	36	0.3855
chr1	212381	212382	36	0.509
chr1	212682	212683	29	0.324
chr1	212834	212835	28	0.2819
chr1	212946	212947	30	0.4573
chr1	214060	214061	29	0.7748
chr1	214475	214476	34	0.7346
chr1	214846	214847	34	0.6984
chr1	215070	215071	30	0.5971
chr1	216962	216963	40	0.7091
chr1	216998	216999	27	0.7001
