chr	start	end	coverage	methylation_level
chr1	100000	100001	33	0.5924
chr1	100498	100499	27	0.2901
chr1	100915	100916	36	0.6999
chr1	101005	101006	26	0.5963
chr1	109610	109611	25	0.4714
chr1	109679	109680	38	0.4439
chr1	109784	109785	37	0.3045
chr1	110139	110140	31	0.4116
chr1	111833	111834	35	0.3795
chr1	111862	111863	36	0.5109
chr1	111864	111865	27	0.7222
chr1	111899	111900	39	0.4959
chr1	114313	114314	45	0.2979
chr1	114740	114741	35	0.2973
chr1	115133	115134	21	0.135
chr1	115208	115209	36	0.2102
chr1	121699	121700	40	0.4781
chr1	121774	121775	33	0.3159
chr1	121957	121958	27	0.1321
chr1	122201	122202	30	0.5534
chr1	125700	125701	26	0.615
chr1	125744	125745	29	0.6448
chr1	125755	125756	30	0.4736
chr1	127337	127338	32	0.1478
chr1	127352	127353	28	0.3339
chr1	127383	127384	33	0.1027
chr1	127429	127430	24	0.2289
chr1	129602	129603	36	0.1403
chr1	130034	130035	31	0.3002
chr1	130451	130452	33	0.2048
chr1	131228	131229	34	0.5491
chr1	131653	131654	28	0.5449
chr1	131970	131971	38	0.452
chr1	132158	132159	18	0.3799
chr1	134051	134052	35	0.2318
chr1	134348	134349	33	0.4225
chr1	134636	134637	29	0.379
chr1	134909	134910	26	0.35
chr1	136165	136166	31	0.3629
chr1	136259	136260	26	0.1579
chr1	136451	136452	32	0.183
chr1	136731	136732	34	0.2574
chr1	136843	136844	29	0.2877
chr1	136989	136990	31	0.2529
chr1	138761	138762	33	0.3778
chr1	139064	139065	28	0.2508
chr1	139549	139550	33	0.2665
chr1	139682	139683	25	0.3375
chr1	141334	141335	34	1.0
chr1	141558	141559	31	1.0
chr1	141751	141752	30	1.0
chr1	142106	142107	39	1.0
chr1	142335	142336	26	1.0
chr1	142389	142390	25	1.0
chr1	143951	143952	39	0.64
chr1	143985	143986	23	0.6364
chr1	143994	143995	34	0.5567
chr1	160635	160636	27	1.0
chr1	160692	160693	25	1.0
chr1	160877	160878	30	1.0
chr1	161201	161202	22	1.0
chr1	161282	161283	25	1.0
chr1	161390	161391	30	1.0
chr1	163124	163125	30	0.4114
chr1	163364	163365	24	0.3662
chr1	163469	163470	26	0.432
chr1	163864	163865	26	0.597
chr1	169714	169715	31	0.4536
chr1	169877	169878	27	0.5631
chr1	170241	170242	33	0.6015
chr1	170313	170314	30	0.6027
chr1	170735	170736	31	0.7387
chr1	177572	177573	26	0.2868
chr1	177575	177576	32	0.4182
chr1	177612	177613	34	0.2592
chr1	180237	180238	31	0.6964
chr1	180614	180615	34	0.4801
chr1	180877	180878	35	0.3362
chr1	181075	181076	28	0.4897
chr1	182108	182109	29	0.2138
chr1	182245	182246	28	0.2595
chr1	182705	182706	34	0.2402
chr1	183071	183072	26	0.425
chr1	189232	189233	20	1.0
chr1	189507	189508	21	1.0
chr1	189793	189794	20	1.0
chr1	189987	189988	36	0.0
chr1	190136	190137	36	0.0
chr1	190990	190991	38	0.2887
chr1	191110	191111	28	0.274
chr1	191606	191607	24	0.3356
chr1	191784	191785	30	0.4955
chr1	192626	192627	27	0.3255
chr1	192913	192914	31	0.734
chr1	193353	193354	26	0.5312
chr1	194630	194631	24	0.173
chr1	195105	195106	30	0.0981
chr1	195378	195379	37	0.2222
chr1	195439	195440	41	0.347
chr1	196498	196499	36	0.2587
chr1	196545	196546	34	0.1802
chr1	196588	196589	39	0.1327
chr1	196611	196612	24	0.2567
chr1	198042	198043	28	0.5768
chr1	198739	198740	38	0.5232
chr1	199001	199002	35	0.5466
chr1	200983	200984	34	0.3717
chr1	201073	201074	23	0.5751
chr1	201132	201133	32	0.2921
chr1	201313	201314	38	0.4658
chr1	203040	203041	40	0.4897
chr1	203462	203463	33	0.3073
chr1	203823	203824	39	0.379
chr1	203940	203941	28	0.4676
chr1	210683	210684	27	0.4908
chr1	210860	210861	29	0.5898
chr1	210968	210969	33	0.4516
chr1	211031	211032	33	0.6944
chr1	211457	211458	34	0.5837
chr1	211554	211555	37	0.7249
chr1	211635	211636	30	0.5503
chr1	212381	212382	22	0.4523
chr1	212682	212683	37	0.3529
chr1	212834	212835	29	0.3121
chr1	212946	212947	18	0.2948
chr1	214060	214061	26	0.591
chr1	214475	214476	38	0.7527
chr1	214752	214753	24	0.7519
chr1	214846	214847	33	0.666
chr1	215070	215071	29	0.6308
chr1	216962	216963	27	0.9404
chr1	216998	216999	29	0.8397
chr1	217018	217019	24	0.871
chr1	217039	217040	25	0.7321
chr1	217098	217099	36	0.9989
chr1	217145	217146	25	0.8896
chr1	217233	217234	30	0.7353
chr1	217271	217272	17	0.7282
chr1	217321	217322	21	0.7259
chr1	217330	217331	26	0.988
chr1	217344	217345	35	0.8547
chr1	217354	217355	36	0.9148
chr1	217371	217372	25	0.7708
chr1	217404	217405	27	0.926
chr1	217407	217408	38	0.9824
chr1	217432	217433	19	0.9014
chr1	217469	217470	29	0.78
chr1	217507	217508	32	0.705
chr1	217532	217533	34	0.9419
chr1	217563	217564	35	0.9946
chr1	217600	217601	37	0.9185
chr1	217610	217611	38	0.8913
chr1	217651	217652	29	0.8763
chr1	217658	217659	26	0.7843
chr1	217664	217665	28	0.8288
chr1	217685	217686	36	0.7735
chr1	217712	217713	28	0.8714
chr1	217759	217760	28	0.932
chr1	217807	217808	27	0.8406
chr1	217839	217840	32	0.8729
chr1	217874	217875	23	0.8728
chr1	217930	217931	31	0.7161
chr1	217968	217969	25	0.8782
chr1	217974	217975	23	0.8958
chr1	218006	218007	21	0.7138
chr1	218018	218019	30	0.7223
chr1	218020	218021	29	0.9191
chr1	219080	219081	28	0.6452
chr1	219395	219396	30	0.7389
chr1	219590	219591	29	0.5706
chr1	219748	219749	21	0.5605
chr1	222887	222888	35	0.318
chr1	223359	223360	37	0.5746
chr1	223851	223852	32	0.3539
chr1	223908	223909	20	0.4094
chr1	223968	223969	25	0.3674
chr1	225749	225750	22	0.2003
chr1	225777	225778	23	0.326
chr1	225818	225819	36	0.2075
chr1	228221	228222	29	0.1535
chr1	228599	228600	31	0.266
chr1	228803	228804	32	0.1494
chr1	229100	229101	34	0.0814
chr1	229181	229182	30	0.1434
chr1	230325	230326	31	0.7334
chr1	230455	230456	30	0.7682
chr1	230730	230731	24	0.7843
chr1	230992	230993	33	0.5936
chr1	231289	231290	37	0.7551
chr1	231368	231369	19	0.5976
chr1	233126	233127	23	0.5329
chr1	233242	233243	33	0.3371
chr1	233681	233682	28	0.4972
chr1	233920	233921	31	0.4265
chr1	234002	234003	28	0.5619
chr1	245156	245157	41	0.0549
chr1	245398	245399	26	0.1508
chr1	245489	245490	25	0.0489
chr1	245888	245889	34	0.1002
chr1	246022	246023	28	0.0
chr1	248705	248706	20	0.4312
chr1	248896	248897	27	0.2471
chr1	249042	249043	26	0.2568
chr1	249540	249541	29	0.2946
chr1	251676	251677	30	0.4525
chr1	251720	251721	34	0.3593
chr1	251748	251749	37	0.3828
chr1	251789	251790	36	0.3794
chr1	254918	254919	36	0.875
chr1	255363	255364	27	0.8334
chr1	255757	255758	35	0.7431
chr1	255817	255818	34	0.8454
chr1	262383	262384	18	0.8455
chr1	262462	262463	23	0.6829
chr1	262799	262800	40	0.8297
chr1	263060	263061	42	0.6492
chr1	265690	265691	30	0.9892
chr1	265751	265752	34	1.0
chr1	265809	265810	20	1.0
chr1	271530	271531	36	0.6523
chr1	271969	271970	21	0.5681
chr1	272182	272183	30	0.5034
chr1	272284	272285	32	0.6229
chr1	272357	272358	22	0.468
