chr	start	end	coverage	methylation_level
chr1	100000	100001	31	0.6635
chr1	100498	100499	33	0.3476
chr1	100915	100916	37	0.7302
chr1	101005	101006	33	0.6655
chr1	109610	109611	33	0.467
chr1	109679	109680	30	0.4147
chr1	109784	109785	26	0.3605
chr1	110139	110140	23	0.3829
chr1	111833	111834	24	0.3321
chr1	111862	111863	21	0.4559
chr1	111864	111865	26	0.7001
chr1	111899	111900	41	0.5114
chr1	114313	114314	35	0.3825
chr1	114740	114741	25	0.3092
chr1	115133	115134	36	0.1156
chr1	115208	115209	38	0.1222
chr1	121699	121700	24	0.4339
chr1	121774	121775	39	0.299
chr1	121957	121958	36	0.174
chr1	122201	122202	18	0.5604
chr1	125700	125701	26	0.6031
chr1	125744	125745	32	0.584
chr1	125755	125756	32	0.5303
chr1	127337	127338	28	0.1563
chr1	127352	127353	28	0.3292
chr1	127383	127384	24	0.122
chr1	127429	127430	30	0.2459
chr1	129602	129603	30	0.1084
chr1	130034	130035	26	0.2854
chr1	130451	130452	32	0.2784
chr1	131228	131229	21	0.5499
chr1	131653	131654	39	0.5485
chr1	131970	131971	29	0.4385
chr1	132158	132159	35	0.3611
chr1	134051	134052	27	0.2166
chr1	134348	134349	35	0.3795
chr1	134636	134637	29	0.3555
chr1	134909	134910	33	0.3562
chr1	136165	136166	31	0.4034
chr1	136259	136260	31	0.1727
chr1	136451	136452	27	0.2603
chr1	136731	136732	23	0.2044
chr1	136843	136844	30	0.2023
chr1	136989	136990	23	0.2411
chr1	138761	138762	22	0.3202
chr1	139549	139550	34	0.2421
chr1	139682	139683	37	0.3871
chr1	141334	141335	29	1.0
chr1	141558	141559	28	1.0
chr1	141751	141752	27	1.0
chr1	142106	142107	30	1.0
chr1	142335	142336	33	1.0
chr1	142389	142390	25	1.0
chr1	143951	143952	29	0.7205
chr1	143969	143970	33	0.5748
chr1	143985	143986	34	0.6605
chr1	143994	143995	26	0.5812
chr1	160635	160636	32	1.0
chr1	160692	160693	36	1.0
chr1	160877	160878	30	1.0
chr1	161201	161202	24	1.0
chr1	161282	161283	20	1.0
chr1	161390	161391	33	1.0
chr1	163124	163125	30	0.3976
chr1	163364	163365	33	0.3359
chr1	163469	163470	23	0.4196
chr1	163864	163865	22	0.5956
chr1	169714	169715	23	0.5497
chr1	169877	169878	33	0.5933
chr1	170241	170242	23	0.6236
chr1	170313	170314	35	0.5787
chr1	170735	170736	33	0.7245
chr1	177572	177573	28	0.3331
chr1	177575	177576	31	0.4887
chr1	177612	177613	39	0.2191
chr1	180237	180238	23	0.6018
chr1	180614	180615	36	0.4287
chr1	180877	180878	28	0.3954
chr1	181075	181076	28	0.5686
chr1	182108	182109	31	0.1949
chr1	182245	182246	27	0.3039
chr1	182705	182706	31	0.2382
chr1	183071	183072	31	0.3636
chr1	189232	189233	28	1.0
chr1	189507	189508	33	0.0
chr1	189793	189794	29	0.0
chr1	189987	189988	31	1.0
chr1	190136	190137	30	1.0
chr1	190990	190991	29	0.2207
chr1	191110	191111	26	0.2613
chr1	191606	191607	31	0.3112
chr1	191784	191785	29	0.4651
chr1	192626	192627	28	0.3784
chr1	192821	192822	24	0.6481
chr1	192913	192914	27	0.676
chr1	193353	193354	28	0.54
chr1	194630	194631	28	0.199
chr1	195105	195106	30	0.054
chr1	195378	195379	26	0.2117
chr1	195439	195440	32	0.3059
chr1	196498	196499	21	0.2964
chr1	196545	196546	38	0.1821
chr1	196588	196589	29	0.2194
chr1	196611	196612	32	0.2462
chr1	198042	198043	31	0.5732
chr1	198333	198334	34	0.5051
chr1	198739	198740	34	0.5234
chr1	199001	199002	33	0.5618
chr1	200983	200984	22	0.3929
chr1	201073	201074	35	0.5059
chr1	201132	201133	25	0.2791
chr1	201313	201314	35	0.3612
chr1	203040	203041	22	0.5357
chr1	203462	203463	27	0.3316
chr1	203823	203824	40	0.3676
chr1	203940	203941	36	0.4723
chr1	210683	210684	29	0.4586
chr1	210860	210861	29	0.5827
chr1	210968	210969	35	0.4448
chr1	211031	211032	33	0.6498
chr1	211457	211458	27	0.597
chr1	211554	211555	30	0.6779
chr1	211635	211636	32	0.5197
chr1	212381	212382	29	0.4165
chr1	212682	212683	31	0.3692
chr1	212834	212835	32	0.3153
chr1	212946	212947	30	0.267
chr1	214060	214061	34	0.6371
chr1	214475	214476	29	0.8153
chr1	214846	214847	31	0.6231
chr1	215070	215071	29	0.6028
chr1	216962	216963	30	0.9348
chr1	216998	216999	23	0.9337
chr1	217018	217019	25	0.8578
chr1	217039	217040	30	0.7903
chr1	217051	217052	27	0.997
chr1	217098	217099	34	0.9553
chr1	217145	217146	26	0.8268
chr1	217191	217192	24	0.8318
chr1	217246	217247	37	0.9142
chr1	217271	217272	33	0.7981
chr1	217321	217322	19	0.6881
chr1	217330	217331	29	0.9915
chr1	217344	217345	21	0.8126
chr1	217354	217355	27	0.949
chr1	217371	217372	28	0.7896
chr1	217404	217405	31	0.9199
chr1	217407	217408	29	0.9413
chr1	217432	217433	26	0.8251
chr1	217469	217470	22	0.8702
chr1	217507	217508	38	0.6997
chr1	217532	217533	30	0.8755
chr1	217563	217564	21	0.9151
chr1	217600	217601	29	0.9093
chr1	217610	217611	28	0.8759
chr1	217651	217652	32	0.8161
chr1	217658	217659	32	0.8373
chr1	217664	217665	22	0.8725
chr1	217685	217686	33	0.7898
chr1	217712	217713	31	0.8507
chr1	217759	217760	25	0.8917
chr1	217839	217840	37	0.9049
chr1	217874	217875	19	0.8898
chr1	217902	217903	24	0.8945
chr1	217930	217931	20	0.8161
chr1	217974	217975	29	0.8915
chr1	217984	217985	30	0.8946
chr1	218006	218007	31	0.6941
chr1	218018	218019	33	0.7387
chr1	218020	218021	34	0.8642
chr1	219080	219081	24	0.6359
chr1	219395	219396	34	0.7239
chr1	219590	219591	32	0.5694
chr1	219748	219749	33	0.5694
chr1	222887	222888	29	0.3151
chr1	223359	223360	25	0.6316
chr1	223851	223852	38	0.3092
chr1	223908	223909	28	0.3472
chr1	223968	223969	24	0.376
chr1	224018	224019	24	0.4217
chr1	225711	225712	17	0.2978
chr1	225749	225750	27	0.1712
chr1	225777	225778	27	0.3429
chr1	225818	225819	30	0.2715
chr1	228221	228222	31	0.132
chr1	228599	228600	29	0.2068
chr1	228803	228804	23	0.1222
chr1	229100	229101	22	0.0825
chr1	229181	229182	22	0.1
chr1	230325	230326	14	0.7069
chr1	230455	230456	25	0.7799
chr1	230992	230993	26	0.6106
chr1	231289	231290	30	0.8082
chr1	231368	231369	21	0.5733
chr1	233126	233127	27	0.5437
chr1	233242	233243	32	0.3378
chr1	233681	233682	35	0.516
chr1	233920	233921	26	0.4366
chr1	234002	234003	28	0.6159
chr1	245156	245157	29	0.041
chr1	245398	245399	35	0.0806
chr1	245489	245490	28	0.0607
chr1	245888	245889	24	0.0974
chr1	246022	246023	32	0.1024
chr1	248705	248706	31	0.4122
chr1	248896	248897	30	0.2829
chr1	249042	249043	29	0.3405
chr1	249540	249541	27	0.2454
chr1	251676	251677	25	0.398
chr1	251720	251721	37	0.2573
chr1	251748	251749	33	0.4147
chr1	251789	251790	29	0.3894
chr1	254918	254919	31	0.8489
chr1	255363	255364	32	0.8729
chr1	255757	255758	24	0.7274
chr1	255817	255818	34	0.8481
chr1	262383	262384	23	0.879
chr1	262462	262463	35	0.6888
chr1	262799	262800	30	0.8317
chr1	263060	263061	35	0.6747
chr1	264968	264969	37	0.9977
chr1	265451	265452	38	1.0
chr1	265690	265691	35	1.0
chr1	265751	265752	29	1.0
chr1	265809	265810	31	1.0
chr1	271530	271531	37	0.5918
chr1	271969	271970	23	0.5851
chr1	272182	272183	45	0.5256
chr1	272284	272285	25	0.6603
chr1	272357	272358	30	0.501
