chr	start	end	coverage	methylation_level
chr1	100000	100001	33	0.6004
chr1	100498	100499	29	0.3048
chr1	100915	100916	41	0.693
chr1	101005	101006	35	0.6421
chr1	109610	109611	32	0.5073
chr1	109679	109680	20	0.3819
chr1	109784	109785	37	0.4026
chr1	110139	110140	24	0.4426
chr1	111833	111834	23	0.4418
chr1	111862	111863	28	0.4729
chr1	111864	111865	31	0.6682
chr1	111899	111900	36	0.5213
chr1	114313	114314	30	0.3887
chr1	114740	114741	32	0.2793
chr1	115133	115134	33	0.1778
chr1	115208	115209	30	0.1451
chr1	121699	121700	32	0.4936
chr1	121774	121775	28	0.3658
chr1	121957	121958	31	0.1865
chr1	122201	122202	27	0.5674
chr1	125700	125701	35	0.601
chr1	125703	125704	44	0.6248
chr1	125744	125745	35	0.5989
chr1	125755	125756	35	0.4617
chr1	127337	127338	30	0.1348
chr1	127352	127353	38	0.242
chr1	127383	127384	27	0.1447
chr1	127429	127430	29	0.232
chr1	129602	129603	39	0.1329
chr1	130034	130035	31	0.2622
chr1	130451	130452	24	0.2159
chr1	131228	131229	23	0.5594
chr1	131653	131654	27	0.5222
chr1	131970	131971	19	0.4432
chr1	132158	132159	28	0.3751
chr1	134051	134052	27	0.2383
chr1	134348	134349	28	0.4363
chr1	134636	134637	30	0.3136
chr1	134909	134910	24	0.318
chr1	136165	136166	34	0.3476
chr1	136259	136260	28	0.1467
chr1	136451	136452	29	0.1737
chr1	136731	136732	32	0.1942
chr1	136843	136844	30	0.2747
chr1	136989	136990	32	0.2508
chr1	138761	138762	22	0.2752
chr1	139064	139065	25	0.2433
chr1	139549	139550	22	0.2044
chr1	139682	139683	32	0.3635
chr1	141334	141335	32	1.0
chr1	141558	141559	34	1.0
chr1	141751	141752	42	1.0
chr1	142106	142107	26	1.0
chr1	142335	142336	19	1.0
chr1	142389	142390	29	1.0
chr1	143951	143952	34	0.7073
chr1	143969	143970	33	0.6281
chr1	143985	143986	30	0.5991
chr1	143994	143995	24	0.6417
chr1	160635	160636	29	1.0
chr1	160692	160693	24	1.0
chr1	160877	160878	21	1.0
chr1	161201	161202	28	1.0
chr1	161282	161283	36	1.0
chr1	161390	161391	28	1.0
chr1	163124	163125	33	0.291
chr1	163364	163365	30	0.4041
chr1	163469	163470	31	0.4369
chr1	163864	163865	27	0.5975
chr1	169714	169715	25	0.5192
chr1	169877	169878	34	0.5022
chr1	170241	170242	27	0.6376
chr1	170313	170314	31	0.5802
chr1	170735	170736	28	0.7065
chr1	177572	177573	29	0.3164
chr1	177575	177576	32	0.4243
chr1	177606	177607	33	0.434
chr1	177612	177613	28	0.2074
chr1	180237	180238	32	0.6229
chr1	180614	180615	37	0.3984
chr1	180877	180878	31	0.3401
chr1	181075	181076	36	0.533
chr1	182108	182109	34	0.1102
chr1	182245	182246	29	0.2593
chr1	182705	182706	31	0.2927
chr1	183071	183072	30	0.4991
chr1	189232	189233	34	1.0
chr1	189507	189508	26	0.0
chr1	189793	189794	26	1.0
chr1	189987	189988	23	1.0
chr1	190136	190137	20	1.0
chr1	190990	190991	33	0.2376
chr1	191110	191111	31	0.2826
chr1	191606	191607	24	0.3568
chr1	191784	191785	33	0.5025
chr1	192626	192627	25	0.3319
chr1	192913	192914	20	0.6754
chr1	193353	193354	32	0.5253
chr1	194630	194631	27	0.2013
chr1	195105	195106	27	0.1008
chr1	195378	195379	28	0.2247
chr1	195439	195440	32	0.3861
chr1	196498	196499	33	0.3047
chr1	196545	196546	29	0.151
chr1	196588	196589	32	0.1716
chr1	196611	196612	35	0.2522
chr1	198042	198043	26	0.5973
chr1	198333	198334	29	0.5206
chr1	198739	198740	18	0.5434
chr1	199001	199002	33	0.5287
chr1	200983	200984	31	0.4082
chr1	201073	201074	22	0.5934
chr1	201132	201133	26	0.2918
chr1	201313	201314	31	0.3873
chr1	203040	203041	24	0.4942
chr1	203462	203463	25	0.2794
chr1	203823	203824	23	0.3185
chr1	203940	203941	34	0.4606
chr1	210683	210684	26	0.5328
chr1	210860	210861	25	0.5351
chr1	210968	210969	33	0.514
chr1	211031	211032	26	0.7397
chr1	211554	211555	28	0.7609
chr1	212381	212382	35	0.4276
chr1	212682	212683	22	0.3298
chr1	212834	212835	33	0.3515
chr1	212946	212947	28	0.3609
chr1	214060	214061	25	0.589
chr1	214475	214476	41	0.7732
chr1	214752	214753	31	0.7336
chr1	214846	214847	27	0.643
chr1	215070	215071	20	0.5557
chr1	216962	216963	27	0.9536
chr1	216998	216999	27	0.93
chr1	217018	217019	25	0.8799
chr1	217039	217040	18	0.7615
chr1	217051	217052	25	0.994
chr1	217145	217146	35	0.8414
chr1	217191	217192	27	0.8118
chr1	217233	217234	31	0.757
chr1	217246	217247	18	0.8581
chr1	217271	217272	29	0.7974
chr1	217321	217322	27	0.681
chr1	217330	217331	24	0.888
chr1	217344	217345	29	0.8225
chr1	217354	217355	29	0.9411
chr1	217404	217405	36	0.9533
chr1	217407	217408	29	0.9315
chr1	217432	217433	36	0.8464
chr1	217469	217470	31	0.8835
chr1	217507	217508	34	0.7101
chr1	217532	217533	34	0.9096
chr1	217563	217564	30	0.9703
chr1	217600	217601	35	0.8508
chr1	217610	217611	26	0.9088
chr1	217651	217652	30	0.9018
chr1	217658	217659	27	0.8732
chr1	217664	217665	25	0.8207
chr1	217685	217686	31	0.7806
chr1	217712	217713	37	0.7728
chr1	217759	217760	34	0.8846
chr1	217807	217808	30	0.87
chr1	217839	217840	34	0.8863
chr1	217874	217875	28	0.8793
chr1	217930	217931	30	0.791
chr1	217974	217975	28	0.9113
chr1	217984	217985	36	0.8702
chr1	218006	218007	23	0.7091
chr1	218018	218019	30	0.6828
chr1	218020	218021	25	0.9058
chr1	218853	218854	31	0.6535
chr1	219080	219081	26	0.6122
chr1	219395	219396	29	0.7294
chr1	219590	219591	32	0.6697
chr1	219748	219749	39	0.4678
chr1	222887	222888	28	0.3162
chr1	223359	223360	21	0.4342
chr1	223851	223852	37	0.344
chr1	223908	223909	23	0.3926
chr1	223968	223969	35	0.383
chr1	224018	224019	36	0.3977
chr1	225711	225712	34	0.2734
chr1	225749	225750	28	0.1828
chr1	225777	225778	30	0.3236
chr1	225818	225819	19	0.2067
chr1	228221	228222	36	0.1042
chr1	228599	228600	28	0.2051
chr1	228803	228804	29	0.0942
chr1	229100	229101	27	0.0987
chr1	229181	229182	37	0.1132
chr1	230325	230326	20	0.7079
chr1	230455	230456	30	0.7265
chr1	230730	230731	36	0.8277
chr1	230992	230993	33	0.5498
chr1	231289	231290	24	0.7666
chr1	231368	231369	29	0.5783
chr1	233126	233127	27	0.5585
chr1	233242	233243	24	0.3224
chr1	233681	233682	28	0.5159
chr1	233920	233921	33	0.427
chr1	234002	234003	23	0.5332
chr1	245156	245157	26	0.0424
chr1	245398	245399	27	0.0366
chr1	245489	245490	33	0.0545
chr1	245888	245889	33	0.0532
chr1	246022	246023	22	0.1315
chr1	248705	248706	31	0.4385
chr1	248896	248897	33	0.2629
chr1	249042	249043	29	0.2924
chr1	249540	249541	41	0.2985
chr1	251676	251677	31	0.4337
chr1	251720	251721	26	0.3058
chr1	251748	251749	35	0.4457
chr1	251789	251790	34	0.3144
chr1	254918	254919	31	0.86
chr1	255363	255364	27	0.8541
chr1	255757	255758	31	0.7261
chr1	255817	255818	30	0.8103
chr1	262383	262384	26	0.84
chr1	262462	262463	30	0.6385
chr1	262799	262800	27	0.8558
chr1	264968	264969	33	0.9999
chr1	265690	265691	25	1.0
chr1	265751	265752	32	1.0
chr1	265809	265810	27	1.0
chr1	271530	271531	30	0.5942
chr1	271969	271970	24	0.5553
chr1	272182	272183	20	0.5365
chr1	272284	272285	32	0.6208
chr1	272357	272358	39	0.4629
