chr	start	end	coverage	methylation_level
chr1	100028	100029	23	0.1299
chr1	100078	100079	25	0.2041
chr1	100096	100097	31	0.1248
chr1	100134	100135	29	0.1913
chr1	100163	100164	28	0.1262
chr1	100198	100199	41	0.2693
chr1	100213	100214	32	0.3549
chr1	100263	100264	31	0.359
chr1	100295	100296	27	0.2679
chr1	100312	100313	38	0.1424
chr1	100362	100363	30	0.2283
chr1	100394	100395	36	0.0675
chr1	100414	100415	31	0.207
chr1	100434	100435	34	0.1143
chr1	100464	100465	26	0.1367
chr1	100564	100565	22	0.2071
chr1	100648	100649	36	0.11
chr1	100748	100749	29	0.1177
chr1	100798	100799	36	0.2203
chr1	100898	100899	22	0.1023
chr1	100970	100971	33	0.2647
chr1	100983	100984	27	1.0
chr1	101004	101005	34	1.0
chr1	101053	101054	25	0.3577
chr1	101080	101081	25	1.0
chr1	101095	101096	32	0.6425
chr1	101122	101123	25	1.0
chr1	101140	101141	38	0.8119
chr1	101158	101159	25	0.5327
chr1	101186	101187	31	0.9864
chr1	101209	101210	31	0.9915
chr1	101230	101231	31	0.8064
chr1	101259	101260	26	0.4864
chr1	101292	101293	26	0.1796
chr1	101342	101343	30	0.392
chr1	101368	101369	25	0.211
chr1	101385	101386	32	0.6959
chr1	101412	101413	30	0.871
chr1	101427	101428	26	0.3991
chr1	101435	101436	32	0.4455
chr1	101535	101536	34	1.0
chr1	101635	101636	25	0.8167
chr1	101735	101736	26	0.7483
chr1	101785	101786	34	1.0
chr1	101885	101886	32	0.7853
chr1	101905	101906	32	0.964
chr1	101927	101928	22	0.6351
chr1	101945	101946	32	0.8728
chr1	101995	101996	30	0.7986
chr1	102010	102011	33	0.8832
chr1	102040	102041	32	0.779
chr1	102086	102087	30	0.8021
chr1	102118	102119	29	0.7272
chr1	102146	102147	26	0.8842
chr1	102163	102164	34	0.9085
chr1	102195	102196	32	0.8364
chr1	102210	102211	33	0.8361
chr1	102246	102247	31	0.8505
chr1	102296	102297	26	0.6973
chr1	102329	102330	35	0.7491
chr1	102354	102355	22	0.9624
chr1	102381	102382	26	0.845
chr1	102419	102420	31	0.8208
