chr	start	end	CpG_count	mean_delta_methylation	category
chr1	109799	109886	4	0.04	non-DMR
chr1	112128	113144	42	0.297	good-DMR
chr1	115101	115823	4	-0.043	non-DMR
chr1	117916	118010	4	-0.005	non-DMR
chr1	120502	120583	4	-0.014	non-DMR
chr1	123341	124440	7	0.241	good-DMR
chr1	125533	125660	4	0.098	non-DMR
chr1	128160	129092	5	-0.033	non-DMR
chr1	135653	136308	4	-0.076	non-DMR
chr1	137517	137612	4	-0.048	non-DMR
chr1	143812	144924	51	0.254	good-DMR
chr1	148536	149293	4	0.06	non-DMR
chr1	150351	150462	4	-0.05	non-DMR
chr1	151923	151949	4	0.073	non-DMR
chr1	154757	155678	4	0.005	non-DMR
chr1	157952	158047	4	-0.01	non-DMR
chr1	165179	165248	4	0.001	non-DMR
chr1	170978	171080	4	0.096	non-DMR
chr1	180312	180402	4	0.054	non-DMR
chr1	189963	190982	6	0.285	good-DMR
chr1	191547	192371	30	0.218	good-DMR
chr1	193981	195014	40	-0.225	good-DMR
chr1	199027	199075	4	0.013	non-DMR
chr1	201518	202706	52	-0.239	good-DMR
chr1	204226	205001	4	-0.027	non-DMR
chr1	215661	216689	44	0.24	good-DMR
chr1	217535	217569	4	0.0	non-DMR
chr1	220337	220847	4	0.097	non-DMR
chr1	222011	222758	4	-0.056	non-DMR
chr1	228866	228944	4	-0.091	non-DMR
chr1	231689	232737	40	-0.274	good-DMR
chr1	236020	236091	4	0.008	non-DMR
chr1	241125	242155	36	-0.208	good-DMR
chr1	244082	245270	6	-0.042	non-DMR
chr1	248928	249897	5	-0.003	non-DMR
chr1	255411	256371	46	0.235	good-DMR
chr1	259897	260954	42	-0.353	good-DMR
chr1	261860	262903	7	0.245	good-DMR
chr1	263789	263837	4	0.042	non-DMR
chr1	266236	266968	4	-0.026	non-DMR
chr1	268391	268458	4	0.028	non-DMR
chr1	274983	276000	5	0.011	non-DMR
chr1	282899	283942	4	0.043	non-DMR
chr1	288782	289781	7	0.213	good-DMR
chr1	293630	294778	6	-0.049	non-DMR
chr1	305765	306557	4	0.087	non-DMR
chr1	309982	310059	4	-0.09	non-DMR
chr1	312298	313194	4	0.086	non-DMR
chr1	316363	317351	4	0.06	non-DMR
chr1	320993	321060	4	-0.024	non-DMR
chr1	322617	323553	4	-0.027	non-DMR
chr1	325312	326231	3	-0.031	non-DMR
chr1	327471	328390	41	0.259	good-DMR
chr1	329519	330180	4	0.093	non-DMR
chr1	330892	331947	5	0.349	good-DMR
chr1	332771	332850	4	0.033	non-DMR
chr1	334496	334569	4	-0.028	non-DMR
chr1	342159	343056	4	0.04	non-DMR
chr1	344239	345241	4	0.078	non-DMR
chr1	346892	347771	4	-0.029	non-DMR
chr1	351039	351128	4	0.027	non-DMR
chr1	355864	356845	6	0.03	non-DMR
chr1	357740	358503	36	0.269	good-DMR
chr1	364360	365247	6	-0.158	notable-DMR
chr1	366758	367575	4	0.051	non-DMR
chr1	372359	373405	4	0.01	non-DMR
chr1	380938	381687	4	0.099	non-DMR
chr1	382983	383885	39	-0.26	good-DMR
chr1	389265	389319	4	0.054	non-DMR
chr1	391068	391687	4	0.091	non-DMR
chr1	393946	394874	4	0.024	non-DMR
chr1	396612	397536	5	0.193	good-DMR
chr1	400355	400435	4	0.03	non-DMR
chr1	402755	403207	4	0.054	non-DMR
chr1	407836	408928	6	0.189	good-DMR
chr1	409900	410025	4	0.02	non-DMR
chr1	414599	415425	4	0.082	non-DMR
chr1	419115	419151	4	0.045	non-DMR
chr1	427799	428977	7	0.282	good-DMR
chr1	429872	430973	47	0.289	good-DMR
chr1	432312	433090	4	-0.001	non-DMR
chr1	434315	434995	4	0.055	non-DMR
chr1	442540	442654	4	0.068	non-DMR
chr1	444686	445572	6	0.192	good-DMR
chr1	450768	451575	5	-0.016	non-DMR
chr1	461135	461226	4	0.094	non-DMR
chr1	462697	463672	40	0.254	good-DMR
chr1	464300	465232	5	0.001	non-DMR
chr1	466129	467099	6	0.258	good-DMR
chr1	467774	467898	4	-0.052	non-DMR
chr1	478602	478704	4	-0.086	non-DMR
chr1	486248	487241	4	-0.027	non-DMR
chr1	493988	494741	4	0.098	non-DMR
chr1	504699	505740	5	-0.016	non-DMR
chr1	506661	507493	4	-0.066	non-DMR
chr1	510070	510986	4	-0.012	non-DMR
chr1	513015	513971	36	0.279	good-DMR
chr1	514476	514563	4	0.02	non-DMR
chr1	524130	525081	7	-0.044	non-DMR
chr1	534385	535346	8	0.266	good-DMR
chr1	536098	536149	4	0.026	non-DMR
chr1	538555	538623	4	0.025	non-DMR
chr1	540627	541568	4	-0.051	non-DMR
chr1	551261	552162	6	-0.049	non-DMR
chr1	553280	554273	6	0.356	good-DMR
chr1	557838	558912	7	-0.064	non-DMR
chr1	560063	560119	4	-0.037	non-DMR
chr1	561658	562643	6	-0.25	notable-DMR
chr1	563970	564862	4	0.012	non-DMR
chr1	566681	566764	4	0.088	non-DMR
chr1	568895	569888	41	0.252	notable-DMR
chr1	570738	570826	4	-0.024	non-DMR
chr1	573426	574459	6	-0.017	non-DMR
chr1	575153	575233	4	0.073	non-DMR
