chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100086	4	-0.011	non-DMR
chr1	101579	102483	4	-0.013	non-DMR
chr1	105966	107021	7	0.249	good-DMR
chr1	108551	108637	4	-0.065	non-DMR
chr1	120265	121372	5	-0.176	good-DMR
chr1	124871	124916	4	-0.09	non-DMR
chr1	129693	130391	4	-0.043	non-DMR
chr1	138379	139375	7	0.001	non-DMR
chr1	141962	142666	4	0.019	non-DMR
chr1	144418	145047	4	0.09	non-DMR
chr1	146984	147899	4	0.053	non-DMR
chr1	149842	149892	4	-0.014	non-DMR
chr1	155424	156509	6	-0.122	good-DMR
chr1	158249	159172	4	0.003	non-DMR
chr1	160918	160982	4	0.024	non-DMR
chr1	163346	163812	4	0.02	non-DMR
chr1	165013	166069	7	0.247	good-DMR
chr1	168025	169019	5	0.032	non-DMR
chr1	170094	170175	4	0.1	non-DMR
chr1	172796	172870	4	-0.028	non-DMR
chr1	175446	176500	6	0.314	good-DMR
chr1	180857	181734	5	0.015	non-DMR
chr1	186026	186842	4	0.014	non-DMR
chr1	192370	192420	4	-0.056	non-DMR
chr1	202354	202464	4	-0.048	non-DMR
chr1	206906	206991	4	0.012	non-DMR
chr1	213553	213588	4	0.018	non-DMR
chr1	216537	217614	4	-0.012	non-DMR
chr1	220807	221600	5	0.042	non-DMR
chr1	225908	226633	4	-0.008	non-DMR
chr1	228088	228171	4	-0.042	non-DMR
chr1	229766	230297	4	0.08	non-DMR
chr1	240567	241620	6	0.408	good-DMR
chr1	243421	244522	4	-0.087	non-DMR
chr1	247639	247731	4	-0.029	non-DMR
chr1	253854	254886	6	0.433	good-DMR
chr1	257987	258841	4	-0.036	non-DMR
chr1	261422	262313	4	0.062	non-DMR
chr1	264555	265408	39	-0.272	notable-DMR
chr1	266155	266859	4	-0.035	non-DMR
chr1	275264	276243	39	-0.329	notable-DMR
chr1	278170	279007	5	-0.134	good-DMR
chr1	279735	279787	4	0.02	non-DMR
chr1	290883	291865	4	0.02	non-DMR
chr1	292499	293438	7	0.236	good-DMR
chr1	300452	301498	4	-0.022	non-DMR
chr1	302623	303718	4	0.046	non-DMR
chr1	317788	318812	43	-0.251	good-DMR
chr1	319372	319473	4	-0.032	non-DMR
chr1	323971	325027	5	0.203	good-DMR
chr1	326408	326528	4	0.06	non-DMR
chr1	328019	328101	4	0.08	non-DMR
chr1	332718	333888	6	0.466	notable-DMR
chr1	335294	335370	4	-0.001	non-DMR
chr1	336841	337821	4	-0.069	non-DMR
chr1	338548	338646	4	0.068	non-DMR
chr1	341183	341272	4	0.032	non-DMR
chr1	344158	345188	41	0.287	good-DMR
chr1	346802	347729	40	0.221	good-DMR
chr1	348827	348879	4	-0.03	non-DMR
chr1	350909	351741	4	0.02	non-DMR
chr1	355966	356764	4	-0.068	non-DMR
chr1	357697	357758	4	0.084	non-DMR
chr1	360502	361506	6	0.316	good-DMR
chr1	362423	363512	6	-0.036	non-DMR
chr1	368075	369097	5	0.003	non-DMR
chr1	370084	371014	4	-0.039	non-DMR
chr1	377598	377697	4	-0.02	non-DMR
chr1	381064	381175	4	-0.032	non-DMR
chr1	383643	383704	4	0.058	non-DMR
chr1	387958	389016	8	-0.008	non-DMR
chr1	390489	391409	4	0.015	non-DMR
chr1	392566	393618	5	0.38	good-DMR
chr1	395106	395186	4	0.01	non-DMR
chr1	399845	399865	4	-0.098	non-DMR
chr1	404235	404313	4	-0.053	non-DMR
chr1	406416	406914	4	0.066	non-DMR
chr1	409293	410053	4	0.059	non-DMR
chr1	414225	415270	46	0.352	good-DMR
chr1	418039	418838	4	0.058	non-DMR
chr1	421965	422062	4	-0.048	non-DMR
chr1	428837	429839	44	-0.213	good-DMR
chr1	433666	433736	4	0.001	non-DMR
chr1	436113	436185	4	-0.025	non-DMR
chr1	440935	441985	43	0.305	good-DMR
chr1	443825	444630	4	-0.015	non-DMR
chr1	448530	448625	4	-0.033	non-DMR
chr1	454214	454323	4	-0.094	non-DMR
chr1	456346	456411	4	0.001	non-DMR
chr1	458784	459805	5	0.004	non-DMR
chr1	462636	463590	7	0.248	good-DMR
chr1	465151	466174	6	0.005	non-DMR
chr1	467601	468344	4	-0.041	non-DMR
chr1	472367	473254	5	-0.045	non-DMR
chr1	476535	476618	4	-0.024	non-DMR
chr1	478167	479148	6	-0.068	non-DMR
chr1	479992	480927	4	-0.051	non-DMR
chr1	481587	482233	4	-0.026	non-DMR
chr1	491059	492018	36	0.315	good-DMR
chr1	492996	493957	4	0.014	non-DMR
chr1	498788	498858	4	0.068	non-DMR
chr1	510763	510869	4	-0.041	non-DMR
chr1	519402	520262	4	0.018	non-DMR
chr1	521744	522890	6	0.083	non-DMR
chr1	523959	524015	4	0.006	non-DMR
