chr	start	end	coverage	methylation_level
chr1	100011	100012	34	0.9614
chr1	100019	100020	33	1.0
chr1	100030	100031	28	0.9867
chr1	100045	100046	32	0.9866
chr1	100052	100053	27	0.9598
chr1	100059	100060	21	0.9242
chr1	100074	100075	31	1.0
chr1	100085	100086	23	0.9103
chr1	100091	100092	29	0.8919
chr1	100101	100102	30	0.9865
chr1	100107	100108	24	0.9065
chr1	100113	100114	25	0.9316
chr1	100115	100116	37	0.9394
chr1	100130	100131	37	0.9345
chr1	100145	100146	28	0.9519
chr1	100168	100169	25	0.7925
chr1	100186	100187	31	0.962
chr1	100260	100261	26	0.8226
chr1	100264	100265	30	0.8685
chr1	100273	100274	36	0.7921
chr1	100278	100279	27	0.8978
chr1	100283	100284	23	0.8883
chr1	100290	100291	22	0.75
chr1	100296	100297	34	1.0
chr1	100307	100308	29	0.8271
chr1	100313	100314	26	0.9594
chr1	100318	100319	30	0.9909
chr1	100327	100328	31	0.9051
chr1	100331	100332	37	0.9355
chr1	100335	100336	25	0.8648
chr1	100343	100344	27	0.8394
chr1	100347	100348	31	0.968
chr1	100358	100359	24	0.8455
chr1	100362	100363	37	0.9589
chr1	100365	100366	17	0.9894
chr1	100372	100373	33	0.9858
chr1	100378	100379	35	0.9645
chr1	100416	100417	31	0.8599
chr1	100449	100450	31	0.9346
chr1	100467	100468	32	0.7577
chr1	100471	100472	30	0.9672
chr1	100499	100500	30	0.9864
chr1	100539	100540	28	0.9401
chr1	100713	100714	25	0.9481
chr1	100759	100760	31	0.851
chr1	100765	100766	17	0.8443
chr1	100809	100810	31	0.9414
chr1	100833	100834	37	0.8928
chr1	100873	100874	36	0.8299
chr1	100899	100900	28	0.9369
chr1	100936	100937	35	0.1983
chr1	100951	100952	17	0.1506
chr1	100966	100967	40	0.1872
chr1	100969	100970	20	0.3073
chr1	100976	100977	29	0.3131
chr1	100979	100980	17	0.1521
chr1	100985	100986	26	0.3186
chr1	100988	100989	30	0.1965
chr1	100998	100999	29	0.1067
chr1	101007	101008	21	0.127
chr1	101014	101015	35	0.2745
chr1	101020	101021	28	0.3893
chr1	101029	101030	32	0.3605
chr1	101034	101035	30	0.2009
chr1	101039	101040	29	0.1704
chr1	101044	101045	34	0.1112
chr1	101046	101047	31	0.1991
chr1	101068	101069	27	0.2343
