chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100086	4	-0.011	non-DMR
chr1	101579	102483	4	-0.013	non-DMR
chr1	111281	111343	4	0.021	non-DMR
chr1	113884	114643	4	-0.01	non-DMR
chr1	116373	117371	7	0.048	non-DMR
chr1	118405	119332	4	0.08	non-DMR
chr1	126560	127450	6	0.247	good-DMR
chr1	129189	130042	4	-0.081	non-DMR
chr1	131333	132274	6	0.047	non-DMR
chr1	138138	138982	4	0.09	non-DMR
chr1	140214	141088	5	0.072	non-DMR
chr1	142429	143060	4	0.037	non-DMR
chr1	145581	146680	5	-0.007	non-DMR
chr1	150761	151523	4	0.027	non-DMR
chr1	153390	154437	5	0.096	non-DMR
chr1	155629	155757	4	0.027	non-DMR
chr1	157594	157664	4	-0.054	non-DMR
chr1	163990	165017	45	0.293	good-DMR
chr1	166464	166559	4	-0.099	non-DMR
chr1	174394	175346	6	0.162	notable-DMR
chr1	179229	180215	6	0.347	notable-DMR
chr1	182756	182827	4	0.002	non-DMR
chr1	184572	185402	4	-0.047	non-DMR
chr1	186172	187020	4	-0.081	non-DMR
chr1	194296	195433	5	0.015	non-DMR
chr1	197295	197854	4	-0.057	non-DMR
chr1	201960	202838	4	0.099	non-DMR
chr1	203784	204841	5	0.218	good-DMR
chr1	206797	207274	4	-0.073	non-DMR
chr1	211602	211700	4	-0.04	non-DMR
chr1	213871	215108	6	-0.024	non-DMR
chr1	219475	220619	5	-0.043	non-DMR
chr1	222314	222365	4	-0.076	non-DMR
chr1	225003	225556	4	-0.02	non-DMR
chr1	227759	227853	4	-0.087	non-DMR
chr1	230204	231102	4	0.086	non-DMR
chr1	242087	242139	4	-0.066	non-DMR
chr1	246575	247600	33	0.245	good-DMR
chr1	252773	252887	4	-0.028	non-DMR
chr1	255637	256537	4	-0.053	non-DMR
chr1	261969	262843	37	-0.207	good-DMR
chr1	269477	270299	4	0.068	non-DMR
chr1	274994	275955	6	0.264	good-DMR
chr1	276619	277542	4	-0.008	non-DMR
chr1	278673	278781	4	0.072	non-DMR
chr1	281239	282194	6	0.071	non-DMR
chr1	284066	285064	5	-0.369	good-DMR
chr1	285605	285679	4	-0.023	non-DMR
chr1	287777	288646	4	0.082	non-DMR
chr1	290109	291200	7	0.223	notable-DMR
chr1	296172	297006	4	0.045	non-DMR
chr1	298852	299504	4	0.011	non-DMR
chr1	301716	302844	7	0.185	notable-DMR
chr1	304735	305828	45	0.215	good-DMR
chr1	308459	309155	4	0.073	non-DMR
chr1	310784	310840	4	-0.011	non-DMR
chr1	313483	314407	5	0.029	non-DMR
chr1	315624	316484	4	0.032	non-DMR
chr1	317398	318219	4	-0.082	non-DMR
chr1	319878	320784	5	0.192	good-DMR
chr1	324426	325398	5	-0.087	non-DMR
chr1	325950	327041	6	0.015	non-DMR
chr1	327756	328560	5	-0.026	non-DMR
chr1	331029	331565	4	-0.096	non-DMR
chr1	332988	333058	4	-0.016	non-DMR
chr1	337265	337356	4	-0.005	non-DMR
chr1	339869	340456	4	-0.018	non-DMR
chr1	341430	341721	4	0.041	non-DMR
chr1	343151	343265	4	0.043	non-DMR
chr1	344855	345738	4	0.038	non-DMR
chr1	351384	352502	7	0.21	good-DMR
chr1	355768	356919	5	0.288	good-DMR
chr1	358735	359711	5	0.234	notable-DMR
chr1	360612	361633	5	-0.035	non-DMR
chr1	365163	366143	7	-0.001	non-DMR
chr1	366662	367510	6	-0.024	non-DMR
chr1	368232	368288	4	0.089	non-DMR
chr1	370162	371174	7	-0.302	good-DMR
chr1	371997	372961	5	0.39	good-DMR
chr1	376650	377662	4	-0.01	non-DMR
chr1	384334	385175	4	-0.073	non-DMR
chr1	386688	387489	4	-0.1	non-DMR
chr1	392017	392858	4	-0.01	non-DMR
chr1	394404	394482	4	0.002	non-DMR
chr1	396625	397622	4	-0.024	non-DMR
chr1	398510	399479	4	0.028	non-DMR
chr1	403254	403885	4	-0.061	non-DMR
chr1	409149	410019	6	0.198	good-DMR
chr1	411662	412764	6	-0.277	good-DMR
chr1	414675	415840	6	-0.068	non-DMR
chr1	419733	420453	4	-0.095	non-DMR
chr1	422773	423661	6	-0.045	non-DMR
chr1	424635	425556	4	-0.051	non-DMR
chr1	430140	431117	3	-0.06	non-DMR
chr1	432232	433151	4	-0.044	non-DMR
chr1	434629	435419	4	-0.067	non-DMR
chr1	443362	444333	5	-0.02	non-DMR
chr1	447889	448458	4	0.014	non-DMR
chr1	457649	458644	4	0.066	non-DMR
chr1	459783	460919	9	0.217	good-DMR
chr1	462783	463842	4	-0.042	non-DMR
chr1	464634	465630	4	0.033	non-DMR
chr1	467237	468508	8	0.167	good-DMR
chr1	471740	472732	5	0.007	non-DMR
chr1	476306	477507	8	0.043	non-DMR
