chr	start	end	coverage	methylation_level
chr1	100022	100023	30	0.8643
chr1	100063	100064	27	0.9004
chr1	100110	100111	35	0.6571
chr1	100149	100150	28	0.7322
chr1	100191	100192	20	0.6831
chr1	100217	100218	32	0.9227
chr1	100237	100238	34	0.8231
chr1	100278	100279	32	0.8567
chr1	100293	100294	33	0.9463
chr1	100336	100337	23	0.7093
chr1	100375	100376	33	0.7949
chr1	100397	100398	27	0.8446
chr1	100430	100431	32	0.8448
chr1	100451	100452	25	0.8838
chr1	100470	100471	29	0.7346
chr1	100518	100519	28	0.7492
chr1	100551	100552	33	0.9632
chr1	100601	100602	25	0.8572
chr1	100651	100652	26	0.8322
chr1	100657	100658	32	0.8558
chr1	100757	100758	24	0.9367
chr1	100857	100858	26	0.7632
chr1	100907	100908	30	0.7737
chr1	100957	100958	31	0.6937
chr1	101049	101050	26	0.8561
chr1	101149	101150	31	0.8271
chr1	101249	101250	26	0.6977
chr1	101325	101326	24	1.0
chr1	101333	101334	38	0.4927
chr1	101348	101349	20	0.6858
chr1	101370	101371	36	0.6621
chr1	101393	101394	28	0.5857
chr1	101419	101420	30	0.6153
chr1	101469	101470	24	0.5713
chr1	101493	101494	27	0.7817
chr1	101542	101543	19	0.8457
chr1	101586	101587	30	0.7361
chr1	101608	101609	26	0.799
chr1	101639	101640	20	0.8243
chr1	101668	101669	30	0.8345
chr1	101690	101691	28	0.7433
chr1	101720	101721	30	0.753
chr1	101735	101736	28	0.656
chr1	101760	101761	28	0.4443
chr1	101860	101861	37	0.6526
chr1	101960	101961	37	0.5144
chr1	102060	102061	31	0.5046
chr1	102110	102111	25	0.6762
chr1	102220	102221	28	0.4432
chr1	102266	102267	27	0.503
chr1	102286	102287	28	0.6047
chr1	102304	102305	25	0.5181
chr1	102478	102479	36	0.5744
chr1	102483	102484	28	0.6417
chr1	102517	102518	33	0.5659
chr1	102547	102548	22	0.5745
chr1	102589	102590	16	0.7234
chr1	102639	102640	31	0.8007
chr1	102659	102660	29	0.813
chr1	102674	102675	33	0.7248
chr1	102723	102724	28	0.7708
chr1	102772	102773	29	0.7283
chr1	102822	102823	33	0.5104
chr1	102858	102859	29	0.5883
chr1	102889	102890	31	0.4987
