chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100049	4	-0.011	non-DMR
chr1	101579	101679	4	-0.013	non-DMR
chr1	106713	106824	4	0.1	non-DMR
chr1	109433	109528	4	0.043	non-DMR
chr1	113754	113821	4	0.001	non-DMR
chr1	115459	115549	4	-0.064	non-DMR
chr1	125299	125401	4	-0.021	non-DMR
chr1	133057	133120	4	-0.008	non-DMR
chr1	134664	134772	4	-0.025	non-DMR
chr1	140148	140235	4	0.019	non-DMR
chr1	144115	144200	4	0.077	non-DMR
chr1	148171	148239	4	-0.075	non-DMR
chr1	150929	151014	4	0.033	non-DMR
chr1	154983	155105	4	-0.056	non-DMR
chr1	156509	156600	4	-0.001	non-DMR
chr1	184652	184729	4	-0.01	non-DMR
chr1	186232	186350	4	0.072	non-DMR
chr1	224145	224222	4	0.025	non-DMR
chr1	228511	228563	4	-0.021	non-DMR
chr1	245534	246373	31	0.332	good-DMR
chr1	248338	248414	4	0.003	non-DMR
chr1	255702	256671	38	0.279	good-DMR
chr1	259735	259844	4	0.084	non-DMR
chr1	265109	265198	4	-0.006	non-DMR
chr1	269998	270084	4	0.058	non-DMR
chr1	272331	272388	4	0.006	non-DMR
chr1	277699	277788	4	0.079	non-DMR
chr1	279731	279780	4	-0.052	non-DMR
chr1	286964	287020	4	-0.08	non-DMR
chr1	288953	289069	4	0.013	non-DMR
chr1	295790	295886	4	-0.012	non-DMR
chr1	301413	302614	49	0.302	good-DMR
chr1	306581	306677	4	-0.02	non-DMR
chr1	309569	310443	37	0.255	good-DMR
chr1	318312	319214	37	0.333	good-DMR
chr1	323857	323921	4	-0.085	non-DMR
chr1	325747	325827	4	-0.085	non-DMR
chr1	328743	329817	40	-0.264	good-DMR
chr1	331665	332577	35	0.113	inconsistent-DMR
chr1	335245	335330	4	-0.05	non-DMR
chr1	336799	336864	4	0.045	non-DMR
chr1	338817	339775	38	-0.186	good-DMR
chr1	348252	348336	4	-0.042	non-DMR
chr1	355136	355264	4	0.056	non-DMR
chr1	362826	362896	4	0.068	non-DMR
chr1	365449	365528	4	0.008	non-DMR
chr1	367152	368170	39	0.254	good-DMR
chr1	370129	370154	4	0.011	non-DMR
chr1	375156	376179	41	-0.299	good-DMR
chr1	377027	377106	4	-0.03	non-DMR
chr1	378904	378968	4	0.064	non-DMR
chr1	380845	380952	4	0.049	non-DMR
chr1	386378	386460	4	-0.029	non-DMR
chr1	393119	393216	4	-0.073	non-DMR
chr1	395444	396340	41	-0.297	good-DMR
chr1	397105	397186	4	-0.015	non-DMR
chr1	409428	410394	36	0.321	good-DMR
chr1	413713	413745	4	0.071	non-DMR
chr1	416666	416766	4	0.065	non-DMR
chr1	421440	422257	39	0.235	good-DMR
chr1	423023	423079	4	-0.02	non-DMR
chr1	431301	431401	4	0.038	non-DMR
chr1	435921	436000	4	0.014	non-DMR
chr1	438540	438606	4	0.023	non-DMR
chr1	440029	440104	4	0.039	non-DMR
chr1	442598	443504	40	0.262	good-DMR
