chr	start	end	coverage	methylation_level
chr1	100036	100037	33	0.0374
chr1	100064	100065	31	0.1746
chr1	100114	100115	29	0.1773
chr1	100130	100131	30	0.0
chr1	100174	100175	33	0.0608
chr1	100189	100190	27	0.2904
chr1	100216	100217	29	0.1821
chr1	100243	100244	28	0.2179
chr1	100293	100294	28	0.1972
chr1	100323	100324	31	0.205
chr1	100345	100346	31	0.2174
chr1	100395	100396	25	0.2449
chr1	100445	100446	26	0.2527
chr1	100466	100467	30	0.018
chr1	100508	100509	35	0.1693
chr1	100532	100533	24	0.1871
chr1	100533	100534	24	0.1578
chr1	100633	100634	33	0.1722
chr1	100683	100684	27	0.1792
chr1	100783	100784	32	0.0634
chr1	100836	100837	25	0.2269
chr1	100891	100892	21	0.0649
chr1	100967	100968	28	0.1626
chr1	101017	101018	37	0.0
chr1	101019	101020	26	0.0298
chr1	101107	101108	33	0.0682
chr1	101154	101155	37	0.0373
chr1	101174	101175	27	0.0215
chr1	101197	101198	31	0.0632
chr1	101244	101245	27	0.0471
chr1	101264	101265	38	0.0
chr1	101314	101315	30	0.0387
chr1	101348	101349	30	0.0852
chr1	101388	101389	26	0.1187
chr1	101404	101405	26	0.0053
chr1	101440	101441	35	0.0902
chr1	101469	101470	18	0.0551
chr1	101489	101490	39	0.0846
chr1	101515	101516	30	0.2101
chr1	101554	101555	32	0.0575
chr1	101569	101570	22	0.0
chr1	101590	101591	28	0.0
chr1	101620	101621	32	0.09
chr1	101720	101721	34	0.0762
chr1	101792	101793	38	0.0
chr1	101892	101893	33	0.106
chr1	101942	101943	35	0.0066
chr1	102042	102043	27	0.1695
chr1	102050	102051	30	0.0389
chr1	102058	102059	22	0.1036
chr1	102075	102076	20	0.7426
chr1	102101	102102	26	0.8609
chr1	102121	102122	33	0.8831
chr1	102165	102166	30	0.8864
chr1	102201	102202	29	0.7566
chr1	102230	102231	27	0.9794
chr1	102260	102261	37	0.8425
chr1	102275	102276	33	0.9437
chr1	102303	102304	38	0.9615
chr1	102349	102350	41	0.8555
chr1	102379	102380	26	0.8878
chr1	102412	102413	29	0.8834
chr1	102427	102428	38	0.8116
chr1	102470	102471	34	0.7315
chr1	102490	102491	22	0.8529
chr1	102514	102515	34	0.7318
chr1	102542	102543	33	0.7098
chr1	102577	102578	30	0.8066
chr1	102598	102599	16	0.8302
chr1	102628	102629	32	0.8665
chr1	102641	102642	22	0.7577
chr1	102715	102716	22	0.8192
chr1	102815	102816	25	0.7698
chr1	102915	102916	20	0.9184
chr1	103015	103016	32	0.9549
chr1	103115	103116	33	0.843
chr1	103139	103140	25	0.7268
chr1	103213	103214	28	0.8832
chr1	103225	103226	34	0.1026
chr1	103253	103254	36	0.2451
chr1	103268	103269	34	0.2953
chr1	103318	103319	29	0.0918
chr1	103337	103338	34	0.1544
chr1	103379	103380	27	0.1629
chr1	103396	103397	26	0.2581
chr1	103416	103417	23	0.2374
chr1	103466	103467	20	0.2104
chr1	103499	103500	28	0.2002
chr1	103541	103542	35	0.1772
chr1	103557	103558	31	0.2715
chr1	103572	103573	28	0.2371
chr1	103597	103598	30	0.2779
chr1	103617	103618	28	0.1709
chr1	103649	103650	16	0.2874
chr1	103692	103693	29	0.135
chr1	103728	103729	24	0.1391
chr1	103773	103774	20	0.1012
chr1	103873	103874	28	0.1309
chr1	103973	103974	32	0.1357
chr1	104073	104074	32	0.1567
chr1	104173	104174	22	0.2909
chr1	104273	104274	25	0.1039
chr1	104365	104366	25	0.226
chr1	104410	104411	36	0.7418
chr1	104441	104442	22	0.8518
chr1	104463	104464	29	0.8436
chr1	104501	104502	34	0.7091
chr1	104551	104552	22	0.7076
chr1	104583	104584	18	0.784
chr1	104618	104619	31	0.9172
chr1	104664	104665	34	0.9167
chr1	104689	104690	27	0.9056
chr1	104716	104717	36	0.8279
chr1	104766	104767	30	0.8683
chr1	104787	104788	22	0.7921
chr1	104837	104838	19	0.8632
chr1	104874	104875	24	0.8209
chr1	104945	104946	32	0.6875
chr1	105045	105046	29	0.861
chr1	105122	105123	30	0.8147
chr1	105222	105223	25	0.7311
chr1	105322	105323	34	0.8682
chr1	105378	105379	37	0.7854
chr1	105387	105388	27	0.7068
chr1	105437	105438	27	0.8341
chr1	105452	105453	25	0.8359
chr1	105469	105470	31	0.6552
chr1	105501	105502	23	0.8855
chr1	105551	105552	23	0.9258
chr1	105574	105575	32	0.7546
chr1	105589	105590	34	0.6953
chr1	105608	105609	24	0.9482
chr1	105658	105659	22	0.8312
chr1	105683	105684	24	0.9566
chr1	105705	105706	39	0.7398
chr1	105752	105753	30	0.9933
chr1	105802	105803	32	0.8853
chr1	105819	105820	28	0.7928
chr1	105846	105847	33	0.7761
chr1	105861	105862	31	0.9264
chr1	105881	105882	32	0.7438
chr1	105931	105932	28	0.8527
chr1	105959	105960	24	0.8932
chr1	106059	106060	28	0.7134
chr1	106159	106160	21	0.7122
chr1	106223	106224	31	0.6354
chr1	106273	106274	37	0.7545
chr1	106373	106374	33	0.955
chr1	106473	106474	29	0.8258
chr1	106549	106550	29	0.7114
chr1	106607	106608	26	0.8769
chr1	106641	106642	28	0.8823
chr1	106717	106718	25	0.8334
chr1	106747	106748	22	0.9468
chr1	106873	106874	31	0.7235
chr1	106906	106907	32	0.8398
chr1	106939	106940	33	0.9785
chr1	106988	106989	28	1.0
chr1	107018	107019	36	0.7867
chr1	107052	107053	19	0.7943
chr1	107079	107080	34	0.9178
chr1	107111	107112	24	0.8572
chr1	107135	107136	35	0.9179
chr1	107185	107186	24	0.7704
chr1	107214	107215	27	0.8858
chr1	107241	107242	39	0.8497
chr1	107257	107258	26	0.8974
chr1	107290	107291	27	0.7954
chr1	107312	107313	20	0.6917
chr1	107345	107346	34	0.8351
chr1	107360	107361	27	0.846
chr1	107375	107376	29	0.8361
chr1	107422	107423	26	0.8233
chr1	107437	107438	23	0.783
chr1	107443	107444	27	0.972
chr1	107543	107544	25	0.9064
chr1	107643	107644	33	0.8071
chr1	107743	107744	30	0.9215
chr1	107843	107844	26	0.9266
chr1	107893	107894	36	0.9497
chr1	107907	107908	36	0.8563
chr1	107925	107926	34	0.9605
chr1	107966	107967	27	0.254
chr1	108007	108008	35	0.29
chr1	108032	108033	32	0.2788
chr1	108065	108066	27	0.0895
chr1	108115	108116	29	0.2258
chr1	108135	108136	30	0.2932
chr1	108180	108181	28	0.1651
chr1	108217	108218	29	0.0204
chr1	108236	108237	33	0.0428
chr1	108265	108266	25	0.2267
chr1	108315	108316	35	0.0427
chr1	108334	108335	26	0.2638
chr1	108376	108377	30	0.204
chr1	108412	108413	36	0.2607
chr1	108462	108463	36	0.1653
chr1	108562	108563	32	0.0626
chr1	108634	108635	32	0.2656
chr1	108734	108735	28	0.1814
chr1	108834	108835	32	0.2849
chr1	108884	108885	19	0.1007
chr1	108910	108911	23	0.0334
chr1	108924	108925	28	0.7713
chr1	108969	108970	22	0.7708
chr1	109014	109015	35	0.8187
chr1	109064	109065	22	0.8461
chr1	109108	109109	36	0.7487
chr1	109136	109137	33	0.8905
chr1	109151	109152	32	0.623
chr1	109201	109202	34	0.8473
chr1	109216	109217	34	0.7211
chr1	109253	109254	28	0.802
chr1	109303	109304	28	0.8742
chr1	109320	109321	28	0.6929
chr1	109339	109340	22	0.7607
chr1	109370	109371	19	0.743
chr1	109385	109386	31	0.6128
chr1	109400	109401	27	0.8002
chr1	109429	109430	30	0.9154
chr1	109439	109440	37	0.7343
chr1	109539	109540	27	0.7932
chr1	109603	109604	29	0.8033
chr1	109679	109680	23	0.806
chr1	109730	109731	34	0.8718
chr1	109830	109831	28	0.8567
chr1	109909	109910	37	1.0
chr1	109937	109938	39	0.8314
chr1	109968	109969	26	0.0353
chr1	109986	109987	27	0.0
chr1	110031	110032	26	0.0422
chr1	110081	110082	29	0.0083
chr1	110096	110097	34	0.1687
chr1	110146	110147	21	0.0
chr1	110194	110195	26	0.0257
chr1	110270	110271	29	0.1064
chr1	110295	110296	30	0.0087
chr1	110345	110346	29	0.0
chr1	110385	110386	18	0.0
chr1	110410	110411	35	0.1056
chr1	110510	110511	26	0.0
chr1	110560	110561	34	0.0
chr1	110610	110611	22	0.087
chr1	110708	110709	30	0.0973
chr1	110791	110792	35	0.1808
chr1	110851	110852	28	0.0149
chr1	110905	110906	33	0.1895
chr1	110925	110926	34	0.2658
chr1	110960	110961	27	0.1246
chr1	110998	110999	44	0.2209
chr1	111039	111040	19	0.308
chr1	111085	111086	26	0.2053
chr1	111106	111107	24	0.1443
chr1	111156	111157	42	0.3692
chr1	111171	111172	26	0.17
chr1	111211	111212	39	0.1552
chr1	111228	111229	25	0.317
chr1	111278	111279	28	0.0767
chr1	111328	111329	30	0.2175
chr1	111372	111373	33	0.0751
chr1	111405	111406	35	0.1685
chr1	111455	111456	30	0.2509
chr1	111495	111496	24	0.2945
chr1	111514	111515	34	0.1474
chr1	111614	111615	23	0.1522
chr1	111714	111715	31	0.3334
chr1	111778	111779	34	0.2048
chr1	111878	111879	25	0.3347
chr1	111978	111979	32	0.34
chr1	112078	112079	27	0.0898
chr1	112116	112117	27	0.2314
chr1	112141	112142	21	0.7889
chr1	112173	112174	24	0.829
chr1	112205	112206	28	0.6826
chr1	112255	112256	26	0.9204
chr1	112305	112306	26	0.7716
chr1	112323	112324	32	0.9295
chr1	112364	112365	35	0.7465
chr1	112400	112401	29	0.8379
chr1	112425	112426	31	0.8676
chr1	112446	112447	31	0.8465
chr1	112473	112474	29	0.7527
chr1	112493	112494	18	0.7229
chr1	112511	112512	26	0.689
chr1	112537	112538	24	0.9481
chr1	112587	112588	29	0.9398
chr1	112633	112634	38	0.8785
chr1	112645	112646	40	0.6867
chr1	112695	112696	31	0.7171
chr1	112774	112775	26	0.8354
chr1	112833	112834	23	0.8576
chr1	112883	112884	28	0.8676
chr1	112956	112957	20	0.9004
chr1	113036	113037	31	0.8018
chr1	113105	113106	38	0.7605
chr1	113139	113140	40	0.9013
chr1	113141	113142	26	0.7961
chr1	113151	113152	31	0.7556
chr1	113182	113183	14	0.8055
chr1	113198	113199	34	0.8498
chr1	113248	113249	29	0.7868
chr1	113263	113264	26	0.8148
chr1	113292	113293	31	0.8535
chr1	113317	113318	29	0.7424
chr1	113332	113333	17	0.9286
chr1	113370	113371	43	0.7151
chr1	113403	113404	34	0.7535
chr1	113447	113448	27	0.8324
chr1	113462	113463	30	0.9878
chr1	113506	113507	21	0.8202
chr1	113527	113528	34	0.6642
chr1	113566	113567	25	1.0
chr1	113644	113645	29	0.751
chr1	113744	113745	34	0.7573
chr1	113844	113845	29	0.9678
chr1	113944	113945	38	0.889
chr1	114010	114011	26	0.9687
chr1	114012	114013	32	0.9251
chr1	114032	114033	32	0.82
chr1	114082	114083	36	0.9028
chr1	114268	114269	27	0.8171
chr1	114308	114309	28	0.8219
chr1	114386	114387	42	0.9146
chr1	114411	114412	22	0.5398
chr1	114434	114435	39	0.4423
chr1	114449	114450	33	0.5687
chr1	114465	114466	35	0.6014
chr1	114502	114503	27	0.5279
chr1	114523	114524	32	0.6274
chr1	114538	114539	26	0.5475
chr1	114559	114560	29	0.53
chr1	114591	114592	24	0.5531
chr1	114613	114614	32	0.5111
chr1	114652	114653	26	0.5223
chr1	114669	114670	32	0.6052
chr1	114689	114690	22	0.5576
chr1	114713	114714	17	0.5747
chr1	114741	114742	31	0.6534
chr1	114783	114784	26	0.712
chr1	114814	114815	16	0.6692
chr1	114830	114831	22	0.7606
chr1	114930	114931	30	0.5622
chr1	114986	114987	25	0.6147
chr1	115086	115087	31	0.648
chr1	115136	115137	32	0.6487
chr1	115206	115207	31	0.6072
chr1	115268	115269	23	0.4212
chr1	115284	115285	25	0.7227
chr1	115302	115303	34	0.8055
chr1	115317	115318	35	0.9756
chr1	115343	115344	26	0.7978
chr1	115361	115362	36	0.9661
chr1	115390	115391	29	0.995
chr1	115405	115406	17	0.8741
chr1	115440	115441	31	0.9924
chr1	115455	115456	26	0.7382
chr1	115489	115490	30	0.9299
chr1	115514	115515	23	0.8199
chr1	115533	115534	26	0.7875
chr1	115565	115566	28	0.7545
chr1	115588	115589	28	0.8918
chr1	115618	115619	38	0.799
chr1	115645	115646	37	0.9495
chr1	115663	115664	20	0.8434
chr1	115713	115714	28	0.806
chr1	115746	115747	32	0.7583
chr1	115769	115770	36	0.8366
chr1	115864	115865	29	0.8466
chr1	115964	115965	24	0.872
chr1	116064	116065	28	0.9211
chr1	116164	116165	30	0.7065
chr1	116225	116226	29	0.8391
chr1	116311	116312	28	0.6468
chr1	116351	116352	27	0.8429
chr1	116369	116370	26	0.7486
chr1	116416	116417	32	0.4196
chr1	116438	116439	34	0.724
chr1	116488	116489	26	0.8413
chr1	116517	116518	30	0.7307
chr1	116560	116561	28	0.5443
chr1	116604	116605	32	0.5735
chr1	116621	116622	27	0.5512
chr1	116646	116647	28	0.6527
chr1	116664	116665	33	0.8245
chr1	116696	116697	34	0.6333
chr1	116711	116712	28	0.753
chr1	116745	116746	24	0.7763
chr1	116767	116768	34	0.8348
chr1	116811	116812	32	0.4849
chr1	116832	116833	27	0.5703
chr1	116855	116856	28	0.6214
chr1	116955	116956	24	0.5246
chr1	117055	117056	30	0.7341
chr1	117105	117106	28	0.6613
chr1	117155	117156	22	0.9155
chr1	117255	117256	24	0.7074
chr1	117305	117306	31	0.4477
chr1	117395	117396	25	0.7836
chr1	117447	117448	32	0.6782
chr1	117472	117473	36	0.734
chr1	117516	117517	38	0.8529
chr1	117563	117564	26	0.7907
chr1	117590	117591	30	0.8111
chr1	117622	117623	32	0.8043
chr1	117649	117650	29	0.814
chr1	117664	117665	25	0.7257
chr1	117679	117680	35	0.8494
chr1	117705	117706	38	0.6266
chr1	117744	117745	30	0.7421
chr1	117774	117775	32	0.8238
chr1	117793	117794	35	0.7498
chr1	117826	117827	17	0.6827
chr1	117858	117859	27	0.8212
chr1	117873	117874	37	0.6804
chr1	117898	117899	37	0.8279
chr1	117914	117915	33	0.817
chr1	117964	117965	33	0.6273
chr1	118014	118015	32	0.7211
chr1	118114	118115	23	0.8335
chr1	118186	118187	37	0.7136
chr1	118286	118287	35	0.8051
chr1	118334	118335	35	0.7894
chr1	118372	118373	27	0.724
chr1	118393	118394	15	0.6837
chr1	118435	118436	26	0.7424
chr1	118452	118453	32	0.8965
chr1	118473	118474	28	0.7377
chr1	118503	118504	33	0.507
chr1	118553	118554	33	0.6888
chr1	118585	118586	35	0.888
chr1	118611	118612	26	0.7004
chr1	118661	118662	34	0.7633
chr1	118681	118682	28	0.6659
chr1	118696	118697	28	0.7429
chr1	118730	118731	26	0.8146
chr1	118780	118781	33	0.6893
chr1	118830	118831	27	0.6456
chr1	118845	118846	28	0.8067
chr1	118885	118886	31	0.7694
chr1	118902	118903	31	0.7761
chr1	118917	118918	32	0.8424
chr1	118933	118934	23	0.7818
chr1	118983	118984	30	0.7143
chr1	119008	119009	37	0.6051
chr1	119074	119075	25	0.7197
chr1	119158	119159	29	0.7864
chr1	119208	119209	30	0.7436
chr1	119308	119309	32	0.6244
chr1	119408	119409	26	0.7974
chr1	119508	119509	29	0.5776
chr1	119598	119599	35	0.8011
chr1	119660	119661	36	0.7609
chr1	119678	119679	35	0.6623
chr1	119695	119696	28	0.9017
chr1	119738	119739	34	0.942
chr1	119780	119781	33	0.9722
chr1	119830	119831	33	0.9283
chr1	119880	119881	26	0.7267
