chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102658	40	0.244	good-DMR
chr1	105758	106696	5	-0.011	non-DMR
chr1	107549	107637	4	0.092	non-DMR
chr1	116091	116645	4	0.06	non-DMR
chr1	118936	119528	4	0.035	non-DMR
chr1	120810	120888	4	0.082	non-DMR
chr1	122606	122691	4	-0.019	non-DMR
chr1	126811	126903	4	0.089	non-DMR
chr1	129258	130182	7	0.067	non-DMR
chr1	130859	130949	4	0.015	non-DMR
chr1	135665	136459	4	-0.026	non-DMR
chr1	139666	140529	5	-0.194	good-DMR
chr1	142473	143128	4	-0.027	non-DMR
chr1	145860	146608	4	0.006	non-DMR
chr1	148410	149311	4	0.005	non-DMR
chr1	150674	151659	6	-0.161	inconsistent-DMR
chr1	155589	156372	4	0.061	non-DMR
chr1	157403	158653	5	0.264	good-DMR
chr1	161731	162809	47	0.199	notable-DMR
chr1	163748	163834	4	0.051	non-DMR
chr1	166422	167000	4	-0.063	non-DMR
chr1	169056	170126	6	0.154	good-DMR
chr1	171393	172403	4	-0.062	non-DMR
chr1	174006	175048	6	0.261	good-DMR
chr1	176835	176957	4	-0.024	non-DMR
chr1	180912	181846	4	0.014	non-DMR
chr1	182928	183852	5	0.007	non-DMR
chr1	188370	188425	4	-0.035	non-DMR
chr1	192161	193237	4	-0.045	non-DMR
chr1	195638	196587	4	-0.026	non-DMR
chr1	200439	200465	4	-0.046	non-DMR
chr1	203281	204195	4	-0.063	non-DMR
chr1	205767	205828	4	-0.004	non-DMR
chr1	210462	211537	4	0.018	non-DMR
chr1	213063	213151	4	0.015	non-DMR
chr1	214948	215033	4	-0.001	non-DMR
chr1	222485	223103	4	0.075	non-DMR
chr1	224544	224633	4	0.01	non-DMR
chr1	227181	228056	4	-0.064	non-DMR
chr1	231511	231621	4	-0.032	non-DMR
chr1	239278	240201	4	0.047	non-DMR
chr1	243891	244970	46	0.198	good-DMR
chr1	246584	246669	4	0.075	non-DMR
chr1	248562	249150	4	0.001	non-DMR
chr1	251314	252191	4	0.06	non-DMR
chr1	256217	256270	4	-0.054	non-DMR
chr1	258724	259746	4	-0.008	non-DMR
chr1	263064	263983	5	0.097	non-DMR
chr1	266562	267278	4	-0.054	non-DMR
chr1	282418	282504	4	-0.024	non-DMR
chr1	285277	285375	4	0.023	non-DMR
chr1	287579	288512	4	-0.06	non-DMR
chr1	289804	290565	4	-0.086	non-DMR
chr1	291458	292163	4	0.05	non-DMR
chr1	300990	301090	4	0.09	non-DMR
chr1	303630	303687	4	0.091	non-DMR
chr1	306413	306482	4	-0.069	non-DMR
chr1	313981	314837	5	0.203	good-DMR
chr1	316201	316275	4	0.014	non-DMR
chr1	318681	319637	4	0.038	non-DMR
chr1	322813	323770	6	0.019	non-DMR
chr1	331282	331952	4	-0.023	non-DMR
chr1	333977	334753	4	-0.092	non-DMR
chr1	335993	336876	5	0.02	non-DMR
chr1	338363	338463	4	0.011	non-DMR
chr1	341069	342000	4	0.032	non-DMR
chr1	343078	343942	4	0.026	non-DMR
chr1	344483	344548	4	0.09	non-DMR
chr1	351320	351392	4	0.058	non-DMR
chr1	353794	354470	4	0.042	non-DMR
chr1	361693	362566	4	0.039	non-DMR
chr1	364714	365712	4	-0.048	non-DMR
chr1	367298	367772	4	-0.035	non-DMR
chr1	371711	372699	4	-0.014	non-DMR
chr1	375732	375818	4	0.025	non-DMR
chr1	380907	381563	4	0.015	non-DMR
chr1	383428	383527	4	0.073	non-DMR
chr1	385729	385768	4	-0.031	non-DMR
chr1	389719	389781	4	0.062	non-DMR
chr1	399907	399996	4	0.093	non-DMR
chr1	404969	405836	4	0.042	non-DMR
chr1	407635	407693	4	-0.071	non-DMR
chr1	414849	414966	4	-0.054	non-DMR
chr1	417302	418497	7	-0.03	non-DMR
chr1	421972	422726	4	0.074	non-DMR
chr1	424451	425408	5	0.019	non-DMR
chr1	426870	426963	4	0.017	non-DMR
chr1	428790	429738	5	0.027	non-DMR
chr1	433985	434369	4	-0.012	non-DMR
chr1	436163	437155	4	0.036	non-DMR
chr1	440740	441838	6	-0.028	non-DMR
chr1	446002	447061	6	0.251	sub-DMR
chr1	450394	451371	5	0.233	good-DMR
chr1	457523	457575	4	0.077	non-DMR
chr1	462590	462694	4	0.072	non-DMR
chr1	464153	464958	4	0.001	non-DMR
chr1	466098	466146	4	0.017	non-DMR
chr1	468370	468396	4	0.03	non-DMR
chr1	473960	474042	4	0.025	non-DMR
chr1	476729	477772	6	0.237	good-DMR
chr1	480737	481854	5	0.0	non-DMR
chr1	484769	485601	4	0.009	non-DMR
chr1	487007	488091	7	0.144	good-DMR
chr1	488762	488839	4	-0.036	non-DMR
chr1	490997	491018	4	0.027	non-DMR
chr1	497326	498314	6	0.292	good-DMR
chr1	501980	503050	41	-0.216	good-DMR
chr1	503613	504041	4	0.05	non-DMR
chr1	508905	508966	4	-0.09	non-DMR
chr1	515294	516081	4	-0.023	non-DMR
chr1	519910	519995	4	-0.065	non-DMR
chr1	522770	523391	4	-0.015	non-DMR
