chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100710	100809	4	0.031	non-DMR
chr1	102151	102181	4	0.001	non-DMR
chr1	104013	104072	2	-0.038	non-DMR
chr1	107592	107635	4	-0.073	non-DMR
chr1	111094	111175	2	0.005	non-DMR
chr1	112143	112208	2	0.005	non-DMR
chr1	113727	113798	2	0.079	non-DMR
chr1	116232	116313	4	0.009	non-DMR
chr1	117528	117595	4	0.06	non-DMR
chr1	119207	119242	4	-0.02	non-DMR
chr1	120199	120269	2	0.045	non-DMR
chr1	122026	122096	2	0.007	non-DMR
chr1	124774	124884	4	0.048	non-DMR
chr1	126406	126496	4	-0.059	non-DMR
chr1	128474	128544	4	-0.073	non-DMR
chr1	129498	129557	4	-0.054	non-DMR
chr1	132740	132842	8	0.296	good-DMR
chr1	134247	134351	4	0.079	non-DMR
chr1	135423	135458	4	0.003	non-DMR
chr1	139099	139158	2	0.04	non-DMR
chr1	140518	140581	2	-0.039	non-DMR
chr1	142089	142178	4	0.02	non-DMR
chr1	143118	143169	2	0.005	non-DMR
chr1	144485	144554	2	-0.078	non-DMR
chr1	146866	146925	2	0.07	non-DMR
chr1	149978	150072	7	0.055	non-DMR
chr1	151509	151584	2	-0.03	non-DMR
chr1	152430	152522	5	0.05	non-DMR
chr1	153459	153548	2	0.083	non-DMR
chr1	155277	155356	2	-0.037	non-DMR
chr1	156446	156521	4	-0.092	non-DMR
chr1	157988	158058	4	0.099	non-DMR
chr1	159536	159638	4	-0.009	non-DMR
chr1	161077	161171	6	0.009	non-DMR
chr1	163106	163187	2	0.079	non-DMR
chr1	164550	164655	10	0.246	good-DMR
chr1	166151	166242	4	-0.052	non-DMR
chr1	167715	167787	2	0.095	non-DMR
chr1	168933	169026	2	-0.065	non-DMR
chr1	170097	170208	5	-0.015	non-DMR
chr1	173137	173233	6	-0.06	non-DMR
chr1	174161	174215	4	-0.015	non-DMR
chr1	176811	176885	2	-0.003	non-DMR
chr1	182275	182328	2	0.002	non-DMR
chr1	186178	186289	2	-0.082	non-DMR
chr1	188060	188136	4	-0.042	non-DMR
chr1	188940	188958	4	-0.012	non-DMR
chr1	190571	190653	4	-0.02	non-DMR
chr1	191935	192047	9	0.022	non-DMR
chr1	195627	195693	2	0.073	non-DMR
chr1	197466	197558	2	0.022	non-DMR
chr1	198396	198486	4	-0.09	non-DMR
chr1	199390	199483	4	-0.041	non-DMR
chr1	200610	200701	4	0.022	non-DMR
chr1	201223	201324	3	-0.089	non-DMR
chr1	206215	206282	2	-0.1	non-DMR
chr1	207810	207887	4	-0.029	non-DMR
chr1	211719	211790	4	0.082	non-DMR
chr1	212817	212879	4	0.009	non-DMR
chr1	214217	214288	2	0.065	non-DMR
chr1	215275	215363	2	-0.043	non-DMR
chr1	216014	216050	4	0.024	non-DMR
chr1	216798	216860	2	-0.097	non-DMR
chr1	217640	217726	4	0.067	non-DMR
chr1	218876	218973	4	-0.017	non-DMR
chr1	221560	221655	2	-0.089	non-DMR
chr1	224630	224729	2	0.031	non-DMR
chr1	225596	225666	2	-0.064	non-DMR
chr1	226254	226358	5	0.264	good-DMR
chr1	227007	227104	4	-0.026	non-DMR
chr1	227875	227928	2	0.037	non-DMR
chr1	231728	231758	4	-0.062	non-DMR
chr1	233140	233201	2	-0.094	non-DMR
chr1	236677	236763	2	-0.073	non-DMR
chr1	238259	238359	2	-0.018	non-DMR
chr1	240085	240193	4	-0.069	non-DMR
chr1	241699	241765	4	0.023	non-DMR
chr1	243728	243798	2	-0.013	non-DMR
chr1	244579	244670	2	-0.044	non-DMR
chr1	245518	245579	4	-0.039	non-DMR
chr1	247156	247239	2	-0.094	non-DMR
chr1	248362	248457	4	-0.052	non-DMR
chr1	250032	250120	2	-0.005	non-DMR
chr1	253756	253852	4	-0.022	non-DMR
chr1	255819	255901	2	0.022	non-DMR
chr1	257657	257727	2	-0.01	non-DMR
chr1	260489	260565	4	0.082	non-DMR
chr1	262523	262590	4	-0.091	non-DMR
chr1	263221	263320	2	-0.044	non-DMR
chr1	264205	264278	2	0.03	non-DMR
chr1	266255	266358	2	-0.034	non-DMR
chr1	268318	268407	4	-0.024	non-DMR
chr1	271147	271223	4	0.042	non-DMR
chr1	271775	271872	2	0.02	non-DMR
chr1	272389	272472	2	0.01	non-DMR
chr1	274389	274449	2	-0.006	non-DMR
