chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102578	5	0.12	good-DMR
chr1	103221	104095	4	0.001	non-DMR
chr1	107586	108637	4	-0.021	non-DMR
chr1	110504	111175	4	-0.041	non-DMR
chr1	114019	114964	4	0.034	non-DMR
chr1	122456	123409	6	0.051	non-DMR
chr1	124602	125521	6	0.025	non-DMR
chr1	126447	127443	7	0.278	inconsistent-DMR
chr1	128154	128810	4	0.023	non-DMR
chr1	132075	132182	4	-0.062	non-DMR
chr1	136195	137118	33	0.303	good-DMR
chr1	138492	138942	4	-0.001	non-DMR
chr1	142992	143719	4	-0.028	non-DMR
chr1	144656	145630	43	-0.182	good-DMR
chr1	147265	147355	4	-0.04	non-DMR
chr1	149213	150211	42	0.109	inconsistent-DMR
chr1	150802	151638	8	0.276	good-DMR
chr1	152754	153598	33	0.382	good-DMR
chr1	155406	155433	4	0.088	non-DMR
chr1	157345	157383	4	-0.08	non-DMR
chr1	159125	159220	4	-0.084	non-DMR
chr1	161774	162763	5	0.222	notable-DMR
chr1	164286	165041	4	0.053	non-DMR
chr1	166886	166949	4	0.09	non-DMR
chr1	169755	170726	7	-0.268	good-DMR
chr1	175115	176218	6	0.387	good-DMR
chr1	184435	185196	4	-0.053	non-DMR
chr1	188649	188741	4	-0.054	non-DMR
chr1	191441	191482	4	0.036	non-DMR
chr1	197671	198758	7	0.345	good-DMR
chr1	199905	200774	4	0.08	non-DMR
chr1	203819	204856	5	-0.038	non-DMR
chr1	207896	207966	4	0.049	non-DMR
chr1	209471	210435	4	0.038	non-DMR
chr1	213474	214483	5	-0.039	non-DMR
chr1	218650	218734	4	0.083	non-DMR
chr1	221347	221424	4	0.007	non-DMR
chr1	224110	225017	4	0.001	non-DMR
chr1	226835	227431	4	-0.037	non-DMR
chr1	229256	229293	4	0.054	non-DMR
chr1	231323	231399	4	0.049	non-DMR
chr1	233947	234954	34	0.265	good-DMR
chr1	242116	243136	6	0.286	good-DMR
chr1	249058	250188	4	-0.056	non-DMR
chr1	252911	253814	6	0.311	good-DMR
chr1	259547	259593	4	0.006	non-DMR
chr1	261047	261127	4	0.044	non-DMR
chr1	263820	265002	46	0.295	good-DMR
chr1	265868	266701	3	0.006	non-DMR
chr1	267977	268034	4	-0.024	non-DMR
chr1	269540	269615	4	-0.071	non-DMR
chr1	274221	274354	4	-0.039	non-DMR
chr1	278473	279408	5	0.316	good-DMR
chr1	281018	281867	4	0.003	non-DMR
chr1	282721	282790	4	-0.015	non-DMR
chr1	284622	285625	35	0.243	good-DMR
chr1	288720	289857	7	0.005	non-DMR
chr1	291388	292394	4	-0.04	non-DMR
chr1	293133	293236	4	-0.025	non-DMR
chr1	294697	295486	4	-0.002	non-DMR
chr1	299123	299749	4	-0.006	non-DMR
chr1	304425	305306	5	0.38	good-DMR
chr1	306877	306950	4	-0.093	non-DMR
chr1	318303	319490	8	0.026	non-DMR
chr1	323991	324105	4	-0.057	non-DMR
chr1	326278	326364	4	-0.076	non-DMR
chr1	329109	330095	5	0.077	non-DMR
chr1	330710	330731	4	-0.013	non-DMR
chr1	333072	333932	5	0.054	non-DMR
chr1	335768	336639	5	0.318	good-DMR
chr1	340738	341651	5	-0.243	good-DMR
chr1	342283	343256	7	-0.026	non-DMR
chr1	345123	345205	4	-0.015	non-DMR
chr1	347008	348031	5	0.056	non-DMR
chr1	352092	352957	4	0.004	non-DMR
chr1	353610	353710	4	-0.062	non-DMR
chr1	356000	357179	7	0.291	good-DMR
chr1	360717	361845	7	0.406	good-DMR
chr1	363221	364222	6	0.472	good-DMR
chr1	366772	367600	4	0.086	non-DMR
chr1	368350	369189	4	0.03	non-DMR
chr1	371180	372263	7	0.288	good-DMR
chr1	373404	374282	4	-0.075	non-DMR
chr1	375160	376032	4	0.004	non-DMR
chr1	379534	380321	4	-0.024	non-DMR
chr1	383463	384334	4	-0.066	non-DMR
chr1	385303	385361	4	-0.012	non-DMR
chr1	390578	390651	4	0.01	non-DMR
chr1	399064	399810	4	0.016	non-DMR
chr1	401435	402087	5	0.237	sub-DMR
chr1	403313	404220	4	-0.006	non-DMR
chr1	408103	408173	4	0.0	non-DMR
chr1	412199	413007	4	-0.019	non-DMR
chr1	414669	415421	4	-0.079	non-DMR
chr1	416908	417708	4	-0.065	non-DMR
chr1	418929	419867	4	-0.022	non-DMR
chr1	423382	424170	4	-0.094	non-DMR
chr1	425272	425344	4	-0.053	non-DMR
chr1	431145	431205	4	-0.026	non-DMR
chr1	433746	434481	4	0.018	non-DMR
chr1	435694	436717	41	0.178	inconsistent-DMR
chr1	438045	438939	4	-0.069	non-DMR
chr1	442995	443054	4	-0.042	non-DMR
chr1	448045	448097	4	0.015	non-DMR
chr1	456033	456910	6	0.311	good-DMR
chr1	464553	464675	4	0.025	non-DMR
chr1	467543	467975	4	0.045	non-DMR
chr1	469425	470306	5	0.056	non-DMR
chr1	472676	473315	4	0.023	non-DMR
chr1	477418	478369	44	0.335	good-DMR
chr1	480350	481320	5	-0.213	good-DMR
chr1	486154	486238	4	-0.089	non-DMR
chr1	490386	490470	4	-0.06	non-DMR
chr1	495843	496856	4	0.094	non-DMR
chr1	497573	498412	4	0.042	non-DMR
chr1	502694	503118	4	0.058	non-DMR
chr1	511551	512051	4	-0.076	non-DMR
chr1	513990	514797	4	0.05	non-DMR
chr1	516284	517232	42	-0.354	good-DMR
chr1	518421	518478	4	-0.002	non-DMR
chr1	521300	522380	7	0.296	good-DMR
chr1	524363	524443	4	-0.033	non-DMR
chr1	526926	527876	6	-0.334	good-DMR
chr1	528774	529199	4	-0.067	non-DMR
chr1	533159	533252	4	0.052	non-DMR
chr1	543281	544304	4	0.08	non-DMR
chr1	549229	549298	4	0.05	non-DMR
chr1	551534	552196	4	0.069	non-DMR
chr1	555917	556213	4	0.052	non-DMR
chr1	558740	559407	4	-0.056	non-DMR
chr1	561191	561291	4	-0.015	non-DMR
chr1	565692	566573	4	-0.011	non-DMR
chr1	571275	572288	5	-0.209	notable-DMR
chr1	578110	579134	38	0.295	good-DMR
chr1	583108	584233	9	-0.008	non-DMR
chr1	585864	587022	5	0.188	good-DMR
chr1	589518	590599	6	0.387	good-DMR
chr1	591876	592910	4	0.039	non-DMR
chr1	593878	594538	4	0.005	non-DMR
chr1	595641	596461	5	-0.021	non-DMR
chr1	597234	597285	4	0.051	non-DMR
