chr	start	end	coverage	methylation_level
chr1	100005	100006	36	0.7832	good-DMR
chr1	100046	100047	33	0.7684	good-DMR
chr1	100096	100097	26	0.9116	good-DMR
chr1	100123	100124	19	0.8885	good-DMR
chr1	100150	100151	28	0.9052	good-DMR
chr1	100200	100201	33	0.9439	good-DMR
chr1	100244	100245	27	0.8692	good-DMR
chr1	100268	100269	32	0.9326	good-DMR
chr1	100307	100308	35	0.7681	good-DMR
chr1	100331	100332	26	0.993	good-DMR
chr1	100355	100356	19	0.9555	good-DMR
chr1	100389	100390	28	0.7778	good-DMR
chr1	100404	100405	26	0.8626	good-DMR
chr1	100419	100420	36	0.8705	good-DMR
chr1	100442	100443	32	0.8914	good-DMR
chr1	100460	100461	22	0.8168	good-DMR
chr1	100495	100496	28	0.9359	good-DMR
chr1	100514	100515	30	0.8032	good-DMR
chr1	100529	100530	32	0.8567	good-DMR
chr1	100629	100630	41	0.9383	good-DMR
chr1	100716	100717	27	0.91	good-DMR
chr1	100816	100817	36	1.0	good-DMR
chr1	100866	100867	29	0.8988	good-DMR
chr1	100938	100939	22	0.8842	good-DMR
chr1	101038	101039	29	0.8912	good-DMR
chr1	101074	101075	35	0.8095	flank-DMR
chr1	101182	101183	20	0.9071	flank-DMR
chr1	101194	101195	32	0.9485	flank-DMR
chr1	101250	101251	33	0.9208	flank-DMR
chr1	101344	101345	33	0.8904	flank-DMR
chr1	101380	101381	29	0.8399	flank-DMR
chr1	101386	101387	23	0.0	good-DMR
chr1	101425	101426	31	0.1724	good-DMR
chr1	101464	101465	38	0.2161	good-DMR
chr1	101481	101482	35	0.1171	good-DMR
chr1	101529	101530	29	0.3332	good-DMR
chr1	101544	101545	33	0.1732	good-DMR
chr1	101594	101595	37	0.204	good-DMR
chr1	101610	101611	26	0.1378	good-DMR
chr1	101637	101638	32	0.091	good-DMR
chr1	101687	101688	27	0.0474	good-DMR
chr1	101719	101720	29	0.1776	good-DMR
chr1	101764	101765	32	0.0735	good-DMR
chr1	101805	101806	33	0.0	good-DMR
chr1	101808	101809	35	0.143	good-DMR
chr1	101908	101909	28	0.009	good-DMR
chr1	101984	101985	23	0.197	good-DMR
chr1	102084	102085	27	0.1273	good-DMR
chr1	102134	102135	29	0.0999	good-DMR
chr1	102188	102189	30	0.1979	flank-DMR
chr1	102314	102315	34	0.1233	flank-DMR
chr1	102356	102357	22	0.0786	flank-DMR
chr1	102456	102457	37	0.2065	flank-DMR
chr1	102472	102473	28	0.0855	flank-DMR
chr1	102478	102479	28	0.2038	flank-DMR
chr1	102498	102499	31	0.2625	flank-DMR
chr1	102504	102505	35	0.1119	flank-DMR
chr1	102620	102621	28	0.2002	flank-DMR
chr1	102636	102637	39	0.1988	non-DMR
chr1	102684	102685	31	0.1049	non-DMR
chr1	102715	102716	32	0.2478	non-DMR
chr1	102749	102750	33	0.2791	non-DMR
chr1	102799	102800	29	0.2405	non-DMR
chr1	102838	102839	21	0.1579	non-DMR
chr1	102877	102878	30	0.0986	non-DMR
chr1	102927	102928	29	0.1932	non-DMR
chr1	102952	102953	28	0.1676	non-DMR
chr1	102972	102973	31	0.3392	non-DMR
chr1	102990	102991	26	0.104	non-DMR
chr1	103005	103006	28	0.2432	non-DMR
chr1	103055	103056	29	0.16	non-DMR
chr1	103072	103073	26	0.3445	non-DMR
chr1	103099	103100	36	0.387	non-DMR
chr1	103103	103104	25	0.3494	non-DMR
chr1	103203	103204	38	0.3997	non-DMR
chr1	103303	103304	28	0.2319	non-DMR
chr1	103403	103404	36	0.2856	non-DMR
chr1	103473	103474	27	0.31	non-DMR
chr1	103563	103564	28	0.1026	non-DMR
chr1	103597	103598	29	0.2532	flank-DMR
chr1	103612	103613	31	0.7491	non-DMR
chr1	103638	103639	30	0.898	non-DMR
chr1	103653	103654	30	0.726	non-DMR
chr1	103690	103691	31	0.7671	non-DMR
chr1	103723	103724	32	0.8851	non-DMR
chr1	103757	103758	28	0.8405	non-DMR
chr1	103804	103805	31	0.8545	non-DMR
chr1	103854	103855	31	0.8204	non-DMR
chr1	103879	103880	26	0.7445	non-DMR
chr1	103917	103918	31	0.6755	non-DMR
chr1	103952	103953	35	0.7376	non-DMR
chr1	103988	103989	26	0.6781	non-DMR
chr1	104025	104026	29	0.8607	non-DMR
chr1	104075	104076	30	0.7048	non-DMR
chr1	104151	104152	19	0.7656	non-DMR
chr1	104201	104202	28	0.9417	non-DMR
chr1	104267	104268	26	0.8559	non-DMR
chr1	104367	104368	20	0.9146	non-DMR
chr1	104467	104468	28	0.745	non-DMR
chr1	104541	104542	30	0.871	flank-DMR
chr1	104563	104564	28	0.7721	flank-DMR
chr1	104607	104608	21	0.5719	non-DMR
chr1	104629	104630	35	0.6829	non-DMR
chr1	104659	104660	29	0.6537	non-DMR
chr1	104688	104689	27	0.7125	non-DMR
chr1	104703	104704	32	0.5171	non-DMR
chr1	104722	104723	27	0.7561	non-DMR
chr1	104745	104746	31	0.7054	non-DMR
chr1	104760	104761	37	0.6257	non-DMR
chr1	104791	104792	22	0.6426	non-DMR
chr1	104817	104818	30	0.7223	non-DMR
chr1	104832	104833	30	0.6829	non-DMR
chr1	104869	104870	35	0.6311	non-DMR
chr1	104912	104913	21	0.5705	non-DMR
chr1	104946	104947	32	0.633	non-DMR
chr1	104972	104973	32	0.5789	non-DMR
chr1	105012	105013	22	0.6549	non-DMR
chr1	105054	105055	25	0.6165	non-DMR
chr1	105089	105090	35	0.8002	non-DMR
chr1	105109	105110	34	0.5223	non-DMR
chr1	105143	105144	37	0.7636	non-DMR
chr1	105158	105159	26	0.613	non-DMR
chr1	105228	105229	41	0.7275	non-DMR
chr1	105328	105329	26	0.7433	non-DMR
chr1	105401	105402	34	0.6701	non-DMR
chr1	105501	105502	29	0.6501	non-DMR
chr1	105568	105569	33	0.7432	non-DMR
chr1	105668	105669	24	0.6707	non-DMR
chr1	105676	105677	30	0.7329	flank-DMR
chr1	105762	105763	23	0.5924	flank-DMR
chr1	105768	105769	31	0.7011	good-DMR
chr1	105810	105811	32	0.7463	good-DMR
chr1	105839	105840	33	0.6291	good-DMR
chr1	105883	105884	35	0.6641	good-DMR
chr1	105924	105925	40	0.6677	good-DMR
chr1	105951	105952	34	0.773	good-DMR
chr1	105966	105967	34	0.6948	good-DMR
chr1	105989	105990	37	0.807	good-DMR
chr1	106039	106040	28	0.6135	good-DMR
chr1	106075	106076	25	0.6357	good-DMR
chr1	106097	106098	21	0.5626	good-DMR
chr1	106131	106132	30	0.6374	good-DMR
chr1	106173	106174	25	0.6633	good-DMR
chr1	106195	106196	30	0.8305	good-DMR
chr1	106235	106236	33	0.6738	good-DMR
chr1	106335	106336	36	0.7361	good-DMR
chr1	106387	106388	28	0.7124	good-DMR
chr1	106487	106488	31	0.7537	good-DMR
chr1	106565	106566	35	0.8334	good-DMR
chr1	106655	106656	27	0.6534	good-DMR
chr1	106679	106680	26	0.5902	flank-DMR
chr1	106735	106736	29	0.6013	flank-DMR
chr1	106787	106788	33	0.8284	flank-DMR
chr1	106915	106916	29	0.7488	flank-DMR
chr1	106975	106976	31	0.7697	flank-DMR
chr1	106977	106978	37	0.6797	flank-DMR
chr1	106987	106988	22	0.624	flank-DMR
chr1	107013	107014	24	0.6806	flank-DMR
chr1	107061	107062	27	0.5841	flank-DMR
chr1	107149	107150	35	0.7065	flank-DMR
chr1	107168	107169	37	0.6633	non-DMR
chr1	107190	107191	26	0.8546	non-DMR
chr1	107231	107232	38	0.791	non-DMR
chr1	107281	107282	31	0.7065	non-DMR
chr1	107301	107302	32	0.7765	non-DMR
chr1	107335	107336	26	0.7156	non-DMR
chr1	107385	107386	25	0.8567	non-DMR
chr1	107400	107401	30	0.9107	non-DMR
chr1	107445	107446	27	0.875	non-DMR
chr1	107462	107463	36	0.8693	non-DMR
chr1	107495	107496	32	0.7733	non-DMR
chr1	107545	107546	27	0.6028	non-DMR
chr1	107560	107561	25	0.8121	non-DMR
chr1	107604	107605	29	0.7452	non-DMR
chr1	107654	107655	29	0.7417	non-DMR
chr1	107677	107678	31	1.0	non-DMR
chr1	107717	107718	28	0.7749	non-DMR
chr1	107767	107768	34	0.6714	non-DMR
chr1	107773	107774	36	0.71	non-DMR
chr1	107873	107874	27	0.8624	non-DMR
chr1	107973	107974	30	0.5584	non-DMR
chr1	108073	108074	36	0.8557	non-DMR
chr1	108173	108174	35	0.7357	non-DMR
chr1	108228	108229	26	0.6483	non-DMR
chr1	108328	108329	35	0.8497	non-DMR
