1	100000	+	CG	19	33
1	100498	+	CG	7	27
1	100915	+	CG	25	36
1	101005	+	CG	15	26
1	109610	+	CG	11	25
1	109679	+	CG	16	38
1	109784	+	CG	11	37
1	110139	+	CG	12	31
1	111833	+	CG	13	35
1	111862	+	CG	18	36
1	111864	+	CG	19	27
1	111899	+	CG	19	39
1	114313	+	CG	13	45
1	114740	+	CG	10	35
1	115133	+	CG	2	21
1	115208	+	CG	7	36
1	121699	+	CG	19	40
1	121774	+	CG	10	33
1	121957	+	CG	3	27
1	122201	+	CG	16	30
1	125700	+	CG	15	26
1	125744	+	CG	18	29
1	125755	+	CG	14	30
1	127337	+	CG	4	32
1	127352	+	CG	9	28
1	127383	+	CG	3	33
1	127429	+	CG	5	24
1	129602	+	CG	5	36
1	130034	+	CG	9	31
1	130451	+	CG	6	33
1	131228	+	CG	18	34
1	131653	+	CG	15	28
1	131970	+	CG	17	38
1	132158	+	CG	6	18
1	134051	+	CG	8	35
1	134348	+	CG	13	33
1	134636	+	CG	10	29
1	134909	+	CG	9	26
1	136165	+	CG	11	31
1	136259	+	CG	4	26
1	136451	+	CG	5	32
1	136731	+	CG	8	34
1	136843	+	CG	8	29
1	136989	+	CG	7	31
1	138761	+	CG	12	33
1	139064	+	CG	7	28
1	139549	+	CG	8	33
1	139682	+	CG	8	25
1	141334	+	CG	34	34
1	141558	+	CG	31	31
1	141751	+	CG	30	30
1	142106	+	CG	39	39
1	142335	+	CG	26	26
1	142389	+	CG	25	25
1	143951	+	CG	24	39
1	143985	+	CG	14	23
1	143994	+	CG	18	34
1	160635	+	CG	27	27
1	160692	+	CG	25	25
1	160877	+	CG	30	30
1	161201	+	CG	22	22
1	161282	+	CG	25	25
1	161390	+	CG	30	30
1	163124	+	CG	12	30
1	163364	+	CG	8	24
1	163469	+	CG	11	26
1	163864	+	CG	15	26
1	169714	+	CG	14	31
1	169877	+	CG	15	27
1	170241	+	CG	19	33
1	170313	+	CG	18	30
1	170735	+	CG	22	31
1	177572	+	CG	7	26
1	177575	+	CG	13	32
1	177612	+	CG	8	34
1	180237	+	CG	21	31
1	180614	+	CG	16	34
1	180877	+	CG	11	35
1	181075	+	CG	13	28
1	182108	+	CG	6	29
1	182245	+	CG	7	28
