1	100000	+	CG	11	27
1	100498	+	CG	25	40
1	100915	+	CG	19	31
1	101005	+	CG	16	27
1	109610	+	CG	11	34
1	109679	+	CG	8	29
1	109784	+	CG	7	25
1	110139	+	CG	9	25
1	111833	+	CG	10	29
1	111862	+	CG	14	34
1	111864	+	CG	19	26
1	111899	+	CG	13	27
1	114313	+	CG	2	24
1	114740	+	CG	6	34
1	115133	+	CG	0	30
1	115208	+	CG	6	25
1	121699	+	CG	11	25
1	121774	+	CG	7	18
1	121957	+	CG	7	26
1	122201	+	CG	10	28
1	125700	+	CG	14	29
1	125703	+	CG	13	26
1	125744	+	CG	19	33
1	125755	+	CG	15	24
1	127337	+	CG	5	26
1	127352	+	CG	11	37
1	127383	+	CG	9	42
1	127429	+	CG	8	24
1	129602	+	CG	5	24
1	130034	+	CG	5	26
1	130451	+	CG	10	28
1	131228	+	CG	10	27
1	131653	+	CG	14	23
1	131970	+	CG	13	27
1	132158	+	CG	21	36
1	134051	+	CG	11	36
1	134348	+	CG	10	32
1	134636	+	CG	4	22
1	134909	+	CG	6	34
1	136165	+	CG	6	41
1	136259	+	CG	11	35
1	136451	+	CG	5	22
1	136731	+	CG	11	39
1	136989	+	CG	5	33
1	138761	+	CG	10	26
1	139549	+	CG	8	26
1	139682	+	CG	11	24
1	141334	+	CG	28	30
1	141558	+	CG	22	34
1	141751	+	CG	14	25
1	142106	+	CG	19	29
1	142335	+	CG	22	29
1	142389	+	CG	18	27
1	143951	+	CG	22	31
1	143969	+	CG	15	20
1	143985	+	CG	25	35
1	143994	+	CG	13	31
1	160635	+	CG	32	39
1	160692	+	CG	25	33
1	161201	+	CG	19	28
1	161282	+	CG	16	26
1	161390	+	CG	16	31
1	163124	+	CG	7	26
1	163364	+	CG	23	33
1	163469	+	CG	14	36
1	163864	+	CG	16	31
1	169714	+	CG	11	25
1	169877	+	CG	18	26
1	170241	+	CG	15	32
1	170313	+	CG	15	27
1	170735	+	CG	15	28
1	177572	+	CG	10	27
1	177575	+	CG	13	40
1	177612	+	CG	6	30
1	180237	+	CG	13	34
1	180614	+	CG	15	25
1	180877	+	CG	6	21
1	181075	+	CG	14	27
1	182108	+	CG	7	29
1	182245	+	CG	2	15
1	182705	+	CG	7	32
1	189232	+	CG	0	26
1	189507	+	CG	27	28
1	189793	+	CG	26	27
1	189987	+	CG	20	25
1	190136	+	CG	16	18
1	190990	+	CG	10	24
1	191110	+	CG	8	24
1	191606	+	CG	12	30
1	191784	+	CG	3	33
1	192626	+	CG	15	28
1	192821	+	CG	20	27
1	192913	+	CG	20	29
1	193353	+	CG	15	34
1	194630	+	CG	11	35
1	195105	+	CG	1	29
1	195378	+	CG	10	37
1	195439	+	CG	9	32
1	196498	+	CG	8	41
1	196545	+	CG	3	31
1	196588	+	CG	8	36
1	196611	+	CG	3	30
1	198042	+	CG	14	30
1	198333	+	CG	10	19
1	198739	+	CG	12	22
1	199001	+	CG	17	30
1	200983	+	CG	7	21
1	201073	+	CG	9	25
1	201132	+	CG	3	19
1	201313	+	CG	9	27
1	203040	+	CG	12	25
1	203462	+	CG	14	37
1	203823	+	CG	10	29
1	203940	+	CG	9	28
1	210683	+	CG	17	40
1	210860	+	CG	11	29
1	210968	+	CG	10	35
1	211031	+	CG	8	33
1	211457	+	CG	7	25
1	211554	+	CG	3	23
1	211635	+	CG	12	31
1	212381	+	CG	16	28
1	212682	+	CG	6	26
1	212834	+	CG	9	27
1	212946	+	CG	14	30
1	214060	+	CG	17	24
1	214475	+	CG	25	31
1	214752	+	CG	20	34
1	214846	+	CG	12	17
1	215070	+	CG	10	19
1	216962	+	CG	23	31
1	216998	+	CG	21	28
1	217018	+	CG	12	23
1	217039	+	CG	14	21
1	217051	+	CG	23	38
1	217098	+	CG	21	33
1	217145	+	CG	17	25
1	217191	+	CG	12	23
1	217233	+	CG	16	31
1	217246	+	CG	12	28
1	217271	+	CG	20	33
1	217305	+	CG	10	24
1	217321	+	CG	17	31
1	217330	+	CG	16	33
1	217344	+	CG	19	32
1	217354	+	CG	14	24
1	217371	+	CG	22	31
1	217404	+	CG	16	32
1	217407	+	CG	14	30
1	217432	+	CG	11	29
1	217469	+	CG	22	44
1	217507	+	CG	22	36
1	217532	+	CG	10	28
1	217563	+	CG	13	36
1	217600	+	CG	21	31
1	217610	+	CG	13	27
1	217651	+	CG	20	36
1	217658	+	CG	17	30
1	217664	+	CG	18	35
1	217712	+	CG	19	28
1	217759	+	CG	18	33
1	217839	+	CG	30	41
1	217874	+	CG	8	25
1	217930	+	CG	21	35
1	217974	+	CG	19	30
1	218006	+	CG	26	44
1	218018	+	CG	12	31
1	218020	+	CG	18	29
1	218853	+	CG	15	24
1	219080	+	CG	21	28
1	219395	+	CG	12	24
1	219590	+	CG	17	28
1	219748	+	CG	15	28
1	222887	+	CG	20	28
1	223359	+	CG	22	30
1	223851	+	CG	15	25
1	223908	+	CG	14	26
1	223968	+	CG	17	26
1	224018	+	CG	23	32
1	225711	+	CG	8	31
1	225749	+	CG	5	36
1	225777	+	CG	9	33
1	225818	+	CG	10	27
1	228221	+	CG	7	22
1	228599	+	CG	9	30
1	228803	+	CG	9	26
1	229100	+	CG	16	29
1	229181	+	CG	11	29
1	230325	+	CG	17	24
1	230455	+	CG	22	28
1	230730	+	CG	27	33
1	230992	+	CG	15	28
1	231289	+	CG	28	33
1	231368	+	CG	21	27
1	233126	+	CG	13	22
1	233242	+	CG	16	31
1	233681	+	CG	9	28
1	233920	+	CG	15	31
1	234002	+	CG	21	41
1	245156	+	CG	14	28
1	245398	+	CG	4	32
1	245489	+	CG	7	23
1	245888	+	CG	5	24
1	246022	+	CG	8	33
1	248705	+	CG	5	24
1	248896	+	CG	7	27
1	249042	+	CG	5	31
1	249540	+	CG	6	35
1	251676	+	CG	6	19
1	251720	+	CG	15	38
1	251748	+	CG	16	32
1	251789	+	CG	10	29
1	254918	+	CG	20	22
1	255363	+	CG	17	25
1	255757	+	CG	25	27
1	255817	+	CG	26	31
1	262383	+	CG	13	23
1	262462	+	CG	19	28
1	262799	+	CG	20	27
1	263060	+	CG	12	23
1	264968	+	CG	19	25
1	265451	+	CG	21	27
1	265690	+	CG	28	35
1	265751	+	CG	22	29
1	265809	+	CG	27	32
1	271530	+	CG	32	43
1	271969	+	CG	20	24
1	272182	+	CG	19	25
1	272284	+	CG	21	27
1	272357	+	CG	27	32
