chr1	100005	100006	27	0.5772	good-DMR
chr1	100046	100047	25	0.461	good-DMR
chr1	100096	100097	22	0.6724	good-DMR
chr1	100123	100124	30	0.4629	good-DMR
chr1	100150	100151	29	0.6241	good-DMR
chr1	100200	100201	32	0.6792	good-DMR
chr1	100244	100245	34	0.593	good-DMR
chr1	100268	100269	26	0.692	good-DMR
chr1	100307	100308	27	0.5006	good-DMR
chr1	100331	100332	41	0.6555	good-DMR
chr1	100355	100356	26	0.5244	good-DMR
chr1	100389	100390	34	0.4626	good-DMR
chr1	100404	100405	30	0.7044	good-DMR
chr1	100419	100420	25	0.617	good-DMR
chr1	100442	100443	37	0.4972	good-DMR
chr1	100460	100461	25	0.5938	good-DMR
chr1	100495	100496	29	0.6256	good-DMR
chr1	100514	100515	24	0.4363	good-DMR
chr1	100529	100530	26	0.5515	good-DMR
chr1	100629	100630	31	0.7475	good-DMR
chr1	100716	100717	35	0.6037	good-DMR
chr1	100816	100817	25	0.7138	good-DMR
chr1	100866	100867	41	0.6297	good-DMR
chr1	100938	100939	27	0.6301	good-DMR
chr1	101038	101039	28	0.6566	good-DMR
chr1	101074	101075	36	0.9095	flank-DMR
chr1	101182	101183	20	0.9951	flank-DMR
chr1	101194	101195	30	0.9494	flank-DMR
chr1	101250	101251	28	0.7731	flank-DMR
chr1	101344	101345	27	0.9227	flank-DMR
chr1	101380	101381	28	0.7883	flank-DMR
chr1	101386	101387	29	0.3308	good-DMR
chr1	101425	101426	24	0.261	good-DMR
chr1	101464	101465	37	0.4017	good-DMR
chr1	101481	101482	25	0.2553	good-DMR
chr1	101529	101530	26	0.4358	good-DMR
chr1	101544	101545	38	0.5515	good-DMR
chr1	101594	101595	26	0.4836	good-DMR
chr1	101610	101611	34	0.2868	good-DMR
chr1	101637	101638	17	0.4695	good-DMR
chr1	101687	101688	23	0.2827	good-DMR
chr1	101719	101720	35	0.453	good-DMR
chr1	101764	101765	36	0.3382	good-DMR
chr1	101805	101806	32	0.4127	good-DMR
chr1	101808	101809	33	0.4841	good-DMR
chr1	101908	101909	30	0.3119	good-DMR
chr1	101984	101985	26	0.415	good-DMR
chr1	102084	102085	21	0.3301	good-DMR
chr1	102134	102135	25	0.2268	good-DMR
