chr1	100005	100006	31	0.7881	good-DMR
chr1	100046	100047	31	0.7307	good-DMR
chr1	100096	100097	31	0.9259	good-DMR
chr1	100123	100124	17	0.7549	good-DMR
chr1	100150	100151	29	0.8622	good-DMR
chr1	100200	100201	31	0.8911	good-DMR
chr1	100244	100245	37	0.8746	good-DMR
chr1	100268	100269	28	0.809	good-DMR
chr1	100307	100308	23	0.8188	good-DMR
chr1	100331	100332	35	1.0	good-DMR
chr1	100355	100356	25	0.8618	good-DMR
chr1	100389	100390	31	0.8804	good-DMR
chr1	100404	100405	30	0.9426	good-DMR
chr1	100419	100420	30	0.8897	good-DMR
chr1	100442	100443	35	0.8953	good-DMR
chr1	100460	100461	24	0.8455	good-DMR
chr1	100495	100496	37	0.9569	good-DMR
chr1	100514	100515	27	0.7369	good-DMR
chr1	100529	100530	21	0.9262	good-DMR
chr1	100629	100630	34	0.9111	good-DMR
chr1	100716	100717	31	0.7085	good-DMR
chr1	100816	100817	27	1.0	good-DMR
chr1	100866	100867	34	0.8665	good-DMR
chr1	100938	100939	29	0.8848	good-DMR
chr1	101038	101039	28	0.8758	good-DMR
chr1	101074	101075	29	0.9202	flank-DMR
chr1	101182	101183	35	0.8169	flank-DMR
chr1	101194	101195	29	0.8962	flank-DMR
chr1	101250	101251	24	0.8714	flank-DMR
chr1	101344	101345	33	0.8825	flank-DMR
chr1	101380	101381	40	0.838	flank-DMR
chr1	101386	101387	29	0.0561	good-DMR
chr1	101425	101426	33	0.1226	good-DMR
chr1	101464	101465	33	0.235	good-DMR
chr1	101481	101482	30	0.0191	good-DMR
chr1	101529	101530	34	0.3063	good-DMR
chr1	101544	101545	34	0.1072	good-DMR
chr1	101594	101595	40	0.128	good-DMR
chr1	101610	101611	35	0.066	good-DMR
chr1	101637	101638	33	0.0253	good-DMR
chr1	101687	101688	26	0.1767	good-DMR
chr1	101719	101720	29	0.1299	good-DMR
chr1	101764	101765	34	0.1168	good-DMR
chr1	101805	101806	30	0.1502	good-DMR
chr1	101808	101809	42	0.2271	good-DMR
chr1	101908	101909	31	0.1175	good-DMR
chr1	101984	101985	35	0.1984	good-DMR
chr1	102084	102085	33	0.0528	good-DMR
chr1	102134	102135	38	0.0187	good-DMR
chr1	102188	102189	31	0.2243	flank-DMR
chr1	102314	102315	29	0.1644	flank-DMR
chr1	102356	102357	31	0.1211	flank-DMR
chr1	102456	102457	38	0.1867	flank-DMR
chr1	102472	102473	28	0.1512	flank-DMR
chr1	102478	102479	35	0.0386	flank-DMR
chr1	102498	102499	32	0.2761	flank-DMR
chr1	102504	102505	28	0.1688	flank-DMR
chr1	102620	102621	29	0.2163	flank-DMR
chr1	102636	102637	30	0.2708	non-DMR
chr1	102684	102685	34	0.1063	non-DMR
chr1	102715	102716	27	0.2107	non-DMR
chr1	102749	102750	30	0.2297	non-DMR
chr1	102799	102800	30	0.2126	non-DMR
chr1	102838	102839	33	0.156	non-DMR
chr1	102877	102878	23	0.0825	non-DMR
chr1	102927	102928	30	0.1683	non-DMR
chr1	102952	102953	33	0.1907	non-DMR
chr1	102972	102973	30	0.295	non-DMR
chr1	102990	102991	20	0.0215	non-DMR
chr1	103005	103006	32	0.2563	non-DMR
chr1	103055	103056	32	0.1337	non-DMR
chr1	103072	103073	35	0.368	non-DMR
chr1	103099	103100	26	0.3579	non-DMR
chr1	103103	103104	27	0.3415	non-DMR
chr1	103203	103204	38	0.3438	non-DMR
chr1	103303	103304	31	0.2209	non-DMR
chr1	103403	103404	34	0.3071	non-DMR
chr1	103473	103474	30	0.3271	non-DMR
chr1	103563	103564	36	0.2238	non-DMR
chr1	103597	103598	26	0.1652	flank-DMR
chr1	103612	103613	37	0.7803	non-DMR
chr1	103638	103639	31	0.9367	non-DMR
chr1	103653	103654	24	0.8068	non-DMR
chr1	103690	103691	27	0.6874	non-DMR
chr1	103723	103724	30	0.762	non-DMR
chr1	103757	103758	26	0.8706	non-DMR
chr1	103804	103805	34	0.8989	non-DMR
chr1	103854	103855	31	0.8553	non-DMR
chr1	103879	103880	36	0.725	non-DMR
chr1	103917	103918	31	0.7923	non-DMR
chr1	103952	103953	26	0.7869	non-DMR
chr1	103988	103989	22	0.8365	non-DMR
chr1	104025	104026	28	0.8709	non-DMR
chr1	104075	104076	20	0.7003	non-DMR
chr1	104151	104152	24	0.7546	non-DMR
chr1	104201	104202	29	0.9579	non-DMR
chr1	104267	104268	31	0.7874	non-DMR
chr1	104367	104368	24	0.805	non-DMR
chr1	104467	104468	38	0.6652	non-DMR
chr1	104541	104542	38	0.8018	flank-DMR
chr1	104563	104564	30	0.8805	flank-DMR
chr1	104607	104608	25	0.6519	non-DMR
chr1	104629	104630	32	0.6735	non-DMR
chr1	104659	104660	32	0.6993	non-DMR
chr1	104688	104689	31	0.7245	non-DMR
chr1	104703	104704	32	0.555	non-DMR
chr1	104722	104723	32	0.7768	non-DMR
chr1	104745	104746	33	0.6662	non-DMR
chr1	104760	104761	29	0.7125	non-DMR
chr1	104817	104818	27	0.6993	non-DMR
chr1	104832	104833	32	0.6786	non-DMR
chr1	104869	104870	31	0.6085	non-DMR
chr1	104912	104913	36	0.5043	non-DMR
chr1	104946	104947	24	0.517	non-DMR
chr1	104972	104973	25	0.6418	non-DMR
chr1	105012	105013	27	0.5964	non-DMR
chr1	105054	105055	35	0.6976	non-DMR
chr1	105089	105090	30	0.7711	non-DMR
chr1	105109	105110	29	0.5469	non-DMR
chr1	105143	105144	33	0.6818	non-DMR
chr1	105158	105159	25	0.7119	non-DMR
chr1	105228	105229	39	0.7292	non-DMR
chr1	105328	105329	30	0.7214	non-DMR
chr1	105401	105402	32	0.6368	non-DMR
chr1	105501	105502	29	0.5522	non-DMR
chr1	105568	105569	30	0.7592	non-DMR
chr1	105668	105669	33	0.5896	non-DMR
chr1	105676	105677	24	0.6684	flank-DMR
chr1	105762	105763	29	0.6246	flank-DMR
chr1	105768	105769	21	0.7311	good-DMR
chr1	105810	105811	32	0.7924	good-DMR
chr1	105839	105840	27	0.6596	good-DMR
chr1	105883	105884	20	0.6683	good-DMR
chr1	105924	105925	25	0.5985	good-DMR
chr1	105951	105952	25	0.941	good-DMR
chr1	105966	105967	26	0.6831	good-DMR
chr1	105989	105990	29	0.7595	good-DMR
chr1	106039	106040	24	0.6366	good-DMR
chr1	106075	106076	29	0.6671	good-DMR
chr1	106097	106098	27	0.5756	good-DMR
chr1	106131	106132	25	0.5743	good-DMR
chr1	106173	106174	23	0.7744	good-DMR
chr1	106195	106196	27	0.7332	good-DMR
chr1	106235	106236	28	0.6801	good-DMR
chr1	106335	106336	33	0.7131	good-DMR
chr1	106387	106388	20	0.719	good-DMR
chr1	106487	106488	32	0.7249	good-DMR
chr1	106565	106566	38	0.8954	good-DMR
chr1	106655	106656	29	0.7532	good-DMR
chr1	106679	106680	38	0.655	flank-DMR
chr1	106735	106736	30	0.6676	flank-DMR
chr1	106787	106788	41	0.7622	flank-DMR
chr1	106915	106916	29	0.7564	flank-DMR
chr1	106975	106976	28	0.6234	flank-DMR
chr1	106977	106978	25	0.6595	flank-DMR
chr1	106987	106988	34	0.7168	flank-DMR
chr1	107013	107014	31	0.6654	flank-DMR
chr1	107061	107062	30	0.707	flank-DMR
chr1	107149	107150	26	0.6939	flank-DMR
chr1	107168	107169	34	0.6856	non-DMR
chr1	107190	107191	21	0.8557	non-DMR
chr1	107231	107232	32	0.7437	non-DMR
chr1	107281	107282	38	0.6328	non-DMR
chr1	107301	107302	23	0.7429	non-DMR
chr1	107335	107336	28	0.8043	non-DMR
chr1	107385	107386	30	0.8464	non-DMR
chr1	107400	107401	23	0.8833	non-DMR
chr1	107445	107446	24	0.8203	non-DMR
chr1	107462	107463	27	0.7872	non-DMR
chr1	107495	107496	26	0.8214	non-DMR
chr1	107545	107546	28	0.7476	non-DMR
chr1	107560	107561	32	0.8966	non-DMR
chr1	107604	107605	27	0.7562	non-DMR
chr1	107654	107655	21	0.9226	non-DMR
chr1	107677	107678	33	0.8652	non-DMR
chr1	107717	107718	28	0.7556	non-DMR
chr1	107767	107768	39	0.7449	non-DMR
chr1	107773	107774	27	0.7271	non-DMR
chr1	107873	107874	35	0.9199	non-DMR
chr1	107973	107974	33	0.6528	non-DMR
chr1	108073	108074	28	0.9193	non-DMR
chr1	108173	108174	38	0.687	non-DMR
chr1	108228	108229	34	0.7848	non-DMR
chr1	108328	108329	23	0.815	non-DMR
chr1	108408	108409	35	0.8687	flank-DMR
chr1	108416	108417	35	0.7393	flank-DMR
chr1	108431	108432	23	0.7902	non-DMR
chr1	108468	108469	31	0.8694	non-DMR
chr1	108500	108501	30	0.689	non-DMR
chr1	108534	108535	24	0.7124	non-DMR
chr1	108584	108585	31	0.8499	non-DMR
chr1	108622	108623	22	0.8195	non-DMR
chr1	108672	108673	28	0.7548	non-DMR
chr1	108696	108697	34	0.7016	non-DMR
chr1	108711	108712	28	0.879	non-DMR
chr1	108732	108733	38	0.6441	non-DMR
chr1	108755	108756	30	0.8769	non-DMR
chr1	108805	108806	31	0.8574	non-DMR
chr1	108848	108849	34	0.7564	non-DMR
chr1	108870	108871	34	0.8514	non-DMR
chr1	108915	108916	31	0.7712	non-DMR
chr1	108943	108944	25	0.7421	non-DMR
chr1	108993	108994	32	0.6925	non-DMR
chr1	108995	108996	29	0.8519	non-DMR
chr1	109045	109046	25	0.6529	non-DMR
chr1	109134	109135	31	0.8315	non-DMR
chr1	109216	109217	29	0.7034	non-DMR
chr1	109266	109267	29	0.9356	non-DMR
chr1	109366	109367	27	0.6176	non-DMR
chr1	109466	109467	34	0.7992	non-DMR
chr1	109517	109518	31	0.8201	non-DMR
chr1	109599	109600	24	0.6721	flank-DMR
chr1	109601	109602	32	0.874	flank-DMR
chr1	109613	109614	29	0.9444	non-DMR
chr1	109636	109637	41	0.8358	non-DMR
chr1	109668	109669	26	0.8505	non-DMR
chr1	109697	109698	26	0.7338	non-DMR
chr1	109747	109748	37	0.8818	non-DMR
chr1	109773	109774	26	0.858	non-DMR
chr1	109805	109806	18	0.7604	non-DMR
chr1	109820	109821	26	0.9293	non-DMR
chr1	109855	109856	36	0.7753	non-DMR
chr1	109875	109876	22	0.9446	non-DMR
chr1	109890	109891	31	0.8665	non-DMR
chr1	109940	109941	40	1.0	non-DMR
chr1	109969	109970	36	0.9015	non-DMR
chr1	109984	109985	27	0.7444	non-DMR
chr1	110004	110005	34	0.9516	non-DMR
chr1	110034	110035	28	0.8596	non-DMR
chr1	110065	110066	34	0.9008	non-DMR
chr1	110088	110089	28	0.8953	non-DMR
chr1	110103	110104	21	0.9333	non-DMR
chr1	110126	110127	24	0.9941	non-DMR
chr1	110127	110128	40	0.8121	non-DMR
chr1	110227	110228	23	0.751	non-DMR
chr1	110296	110297	28	0.848	non-DMR
chr1	110396	110397	31	0.8662	non-DMR
chr1	110446	110447	30	0.7189	non-DMR
chr1	110508	110509	34	0.9299	non-DMR
chr1	110608	110609	24	0.808	non-DMR
chr1	110666	110667	27	0.7449	flank-DMR
chr1	110716	110717	25	0.848	non-DMR
chr1	110741	110742	24	0.7753	non-DMR
chr1	110768	110769	29	0.9236	non-DMR
chr1	110788	110789	23	0.8898	non-DMR
chr1	110810	110811	32	0.8064	non-DMR
chr1	110860	110861	27	0.8156	non-DMR
chr1	110908	110909	28	0.7414	non-DMR
chr1	110923	110924	27	0.8378	non-DMR
chr1	110973	110974	34	0.9436	non-DMR
chr1	111023	111024	16	0.7319	non-DMR
chr1	111049	111050	32	0.7686	non-DMR
chr1	111084	111085	29	0.8598	non-DMR
chr1	111114	111115	29	0.7937	non-DMR
chr1	111164	111165	31	0.7279	non-DMR
chr1	111184	111185	29	0.7525	non-DMR
chr1	111216	111217	30	0.7711	non-DMR
chr1	111240	111241	26	0.8684	non-DMR
chr1	111255	111256	30	0.8269	non-DMR
chr1	111305	111306	24	0.7271	non-DMR
chr1	111318	111319	30	0.7395	non-DMR
chr1	111418	111419	29	0.7727	non-DMR
chr1	111468	111469	31	0.9497	non-DMR
chr1	111547	111548	24	0.8639	non-DMR
chr1	111647	111648	30	0.7938	non-DMR
chr1	111708	111709	34	1.0	non-DMR
chr1	111808	111809	30	0.964	non-DMR
chr1	111893	111894	23	0.8231	non-DMR
chr1	111931	111932	30	0.7063	flank-DMR
chr1	111971	111972	30	0.9502	flank-DMR
chr1	111995	111996	39	0.022	non-DMR
chr1	112029	112030	34	0.0602	non-DMR
chr1	112067	112068	29	0.0974	non-DMR
chr1	112103	112104	34	0.0	non-DMR
chr1	112128	112129	38	0.0	non-DMR
