chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102578	5	0.216	good-DMR
chr1	106926	107988	38	0.34	good-DMR
chr1	108918	110009	4	0.076	non-DMR
chr1	113007	113945	4	0.019	non-DMR
chr1	115054	115992	5	-0.045	non-DMR
chr1	128045	128164	4	0.039	non-DMR
chr1	129474	129521	4	-0.06	non-DMR
chr1	131388	131989	4	-0.051	non-DMR
chr1	135868	136948	6	0.355	inconsistent-DMR
chr1	138684	139658	4	-0.045	non-DMR
chr1	143834	143942	4	0.099	non-DMR
chr1	145881	146927	46	-0.482	good-DMR
chr1	151793	152838	6	0.002	non-DMR
chr1	154833	155613	5	0.31	good-DMR
chr1	157318	158286	4	-0.013	non-DMR
chr1	160000	160967	39	0.334	good-DMR
chr1	161876	162858	6	-0.249	inconsistent-DMR
chr1	163643	164555	41	0.415	good-DMR
chr1	165327	166381	8	-0.379	good-DMR
chr1	168009	169069	43	0.434	good-DMR
chr1	170694	170764	4	0.023	non-DMR
chr1	174584	175411	38	0.214	good-DMR
chr1	176008	176874	5	0.247	good-DMR
chr1	180099	181073	5	-0.482	notable-DMR
chr1	185908	186948	5	0.289	good-DMR
chr1	188336	188387	4	0.009	non-DMR
chr1	191146	192083	42	0.253	good-DMR
chr1	192687	193507	4	-0.049	non-DMR
chr1	197941	198943	5	-0.09	non-DMR
chr1	199901	199955	4	-0.031	non-DMR
chr1	202022	202810	4	-0.025	non-DMR
chr1	203852	203964	4	-0.036	non-DMR
chr1	206570	207385	5	0.022	non-DMR
chr1	208059	209038	39	0.441	good-DMR
chr1	211612	212696	4	-0.092	non-DMR
chr1	216711	217615	41	0.51	good-DMR
chr1	226811	227717	4	0.018	non-DMR
chr1	233894	234689	29	0.418	good-DMR
chr1	243556	243614	4	0.016	non-DMR
chr1	246413	247125	4	0.028	non-DMR
chr1	253618	254573	4	-0.033	non-DMR
chr1	256442	257743	52	0.278	good-DMR
chr1	267607	268277	4	-0.003	non-DMR
chr1	269938	270021	4	-0.061	non-DMR
chr1	272371	273318	44	0.457	good-DMR
chr1	274250	274336	4	-0.019	non-DMR
chr1	275869	276786	37	0.444	good-DMR
chr1	277874	278908	4	-0.042	non-DMR
chr1	284978	285962	7	0.316	good-DMR
chr1	287217	287863	4	-0.038	non-DMR
chr1	289456	290055	4	0.006	non-DMR
chr1	291869	291972	4	-0.007	non-DMR
chr1	294746	295689	35	0.465	good-DMR
chr1	296869	298066	5	0.021	non-DMR
chr1	298844	298908	4	0.036	non-DMR
chr1	303706	304742	40	0.261	good-DMR
chr1	307952	308047	4	0.016	non-DMR
chr1	309838	310808	6	-0.002	non-DMR
chr1	311360	312449	5	0.264	good-DMR
chr1	316404	316483	4	-0.078	non-DMR
chr1	322780	323638	4	-0.095	non-DMR
chr1	331115	331996	39	0.433	good-DMR
chr1	333724	334333	4	-0.075	non-DMR
chr1	335618	336675	6	0.005	non-DMR
chr1	338521	338650	4	-0.036	non-DMR
chr1	340580	341346	6	-0.022	non-DMR
chr1	344700	345641	8	-0.306	sub-DMR
