chr	start	end	coverage	methylation_level
chr1	100000	100001	27	0.5182
chr1	100498	100499	35	0.7294
chr1	100915	100916	23	0.6262
chr1	101005	101006	23	0.6828
chr1	109610	109611	34	0.3589
chr1	109679	109680	31	0.3307
chr1	109784	109785	30	0.3632
chr1	110139	110140	25	0.305
chr1	111833	111834	38	0.3759
chr1	111862	111863	32	0.39
chr1	111864	111865	29	0.8008
chr1	111899	111900	24	0.5
chr1	114313	114314	24	0.0763
chr1	114740	114741	33	0.207
chr1	115133	115134	22	0.0777
chr1	115208	115209	33	0.2288
chr1	121699	121700	35	0.4622
chr1	121957	121958	28	0.245
chr1	122201	122202	34	0.3938
chr1	125700	125701	30	0.5691
chr1	125744	125745	33	0.6021
chr1	125755	125756	22	0.6118
chr1	127337	127338	28	0.225
chr1	127352	127353	30	0.324
chr1	127429	127430	22	0.3251
chr1	129602	129603	26	0.235
chr1	130034	130035	30	0.1699
chr1	130451	130452	30	0.2716
chr1	131228	131229	30	0.2469
chr1	131653	131654	30	0.6369
chr1	131970	131971	32	0.5048
chr1	132158	132159	37	0.6669
chr1	134051	134052	27	0.3149
chr1	134348	134349	38	0.3419
chr1	134636	134637	33	0.1753
chr1	134909	134910	33	0.2486
chr1	136165	136166	35	0.2798
chr1	136259	136260	21	0.33
chr1	136451	136452	29	0.1981
chr1	136731	136732	34	0.2385
chr1	136843	136844	30	0.2727
chr1	136989	136990	26	0.1174
chr1	138761	138762	44	0.389
chr1	139064	139065	27	0.274
chr1	139549	139550	33	0.2839
chr1	139682	139683	39	0.4928
chr1	141334	141335	24	0.9177
chr1	141558	141559	28	0.6471
chr1	141751	141752	33	0.6078
chr1	142106	142107	24	0.6465
chr1	142335	142336	31	0.6844
chr1	142389	142390	29	0.7661
chr1	143951	143952	36	0.7468
chr1	143969	143970	24	0.6947
chr1	143985	143986	27	0.7454
chr1	143994	143995	28	0.4378
chr1	160635	160636	31	0.8252
chr1	160692	160693	37	0.7511
chr1	160877	160878	23	0.7153
chr1	161201	161202	25	0.7024
chr1	161282	161283	31	0.6546
chr1	161390	161391	33	0.5396
chr1	163124	163125	29	0.2941
chr1	163364	163365	26	0.6751
chr1	163469	163470	38	0.3719
chr1	163864	163865	43	0.5217
chr1	169714	169715	32	0.483
chr1	169877	169878	24	0.6371
chr1	170241	170242	30	0.5804
chr1	170313	170314	23	0.5632
chr1	170735	170736	34	0.5696
chr1	177572	177573	30	0.4254
chr1	177575	177576	31	0.3043
chr1	177606	177607	28	0.651
chr1	177612	177613	32	0.2419
chr1	180237	180238	43	0.3791
chr1	180614	180615	29	0.6068
chr1	180877	180878	29	0.2858
chr1	181075	181076	28	0.5948
chr1	182108	182109	30	0.2929
chr1	182245	182246	38	0.1125
chr1	182705	182706	36	0.2042
chr1	189232	189233	36	0.7054
chr1	189507	189508	31	0.0182
chr1	189793	189794	28	0.9495
chr1	189987	189988	20	0.0896
chr1	190136	190137	30	0.9155
chr1	190990	190991	34	0.4428
chr1	191110	191111	29	0.3367
chr1	191606	191607	29	0.3866
chr1	191784	191785	28	0.1503
chr1	192626	192627	29	0.5465
chr1	192821	192822	26	0.721
chr1	192913	192914	29	0.6674
chr1	193353	193354	26	0.3883
chr1	194630	194631	22	0.3306
chr1	195105	195106	33	0.0818
chr1	195378	195379	22	0.2603
chr1	195439	195440	33	0.4086
chr1	196498	196499	23	0.1734
chr1	196545	196546	19	0.0791
chr1	196588	196589	23	0.283
chr1	196611	196612	30	0.1311
chr1	198042	198043	25	0.4389
chr1	198739	198740	20	0.5196
chr1	199001	199002	33	0.516
chr1	200983	200984	28	0.3931
chr1	201073	201074	35	0.3633
chr1	201132	201133	24	0.1928
chr1	201313	201314	29	0.3178
chr1	203040	203041	35	0.5424
chr1	203462	203463	38	0.3705
chr1	203823	203824	41	0.3468
chr1	203940	203941	34	0.4046
chr1	210683	210684	25	0.432
chr1	210860	210861	29	0.4354
chr1	210968	210969	30	0.34
chr1	211031	211032	34	0.226
chr1	211457	211458	28	0.3296
chr1	211554	211555	34	0.1769
chr1	211635	211636	28	0.4459
chr1	212381	212382	28	0.582
chr1	212682	212683	29	0.3122
chr1	212834	212835	29	0.2965
chr1	212946	212947	23	0.4773
chr1	214060	214061	29	0.6944
chr1	214475	214476	38	0.7794
chr1	214752	214753	20	0.6239
chr1	214846	214847	37	0.7316
chr1	215070	215071	31	0.6369
chr1	216962	216963	35	0.687
chr1	216998	216999	38	0.7568
chr1	217018	217019	32	0.509
chr1	217039	217040	31	0.708
chr1	217098	217099	27	0.6141
chr1	217145	217146	29	0.6759
chr1	217191	217192	34	0.5753
chr1	217233	217234	31	0.5491
chr1	217246	217247	25	0.408
chr1	217271	217272	27	0.6034
chr1	217305	217306	35	0.4131
chr1	217321	217322	34	0.51
chr1	217330	217331	33	0.4663
chr1	217344	217345	30	0.6025
chr1	217354	217355	31	0.6602
chr1	217371	217372	30	0.7556
chr1	217404	217405	33	0.5522
chr1	217407	217408	29	0.5261
chr1	217432	217433	37	0.403
chr1	217469	217470	22	0.4601
chr1	217507	217508	21	0.6737
chr1	217532	217533	24	0.3633
chr1	217563	217564	33	0.3798
chr1	217600	217601	25	0.6318
chr1	217610	217611	31	0.4928
chr1	217651	217652	28	0.5689
chr1	217664	217665	27	0.5952
chr1	217685	217686	28	0.5541
