chr	start	end	coverage	methylation_level
chr1	100000	100001	33	0.5014
chr1	100498	100499	30	0.7231
chr1	100915	100916	24	0.5915
chr1	101005	101006	30	0.6298
chr1	109610	109611	28	0.3055
chr1	109679	109680	31	0.2997
chr1	109784	109785	34	0.4148
chr1	110139	110140	35	0.3438
chr1	111833	111834	34	0.4007
chr1	111862	111863	30	0.4531
chr1	111864	111865	32	0.7668
chr1	111899	111900	31	0.4705
chr1	114313	114314	35	0.1719
chr1	114740	114741	30	0.2415
chr1	115133	115134	26	0.0288
chr1	115208	115209	24	0.2804
chr1	121699	121700	33	0.4953
chr1	121774	121775	26	0.4018
chr1	121957	121958	38	0.2712
chr1	122201	122202	29	0.4346
chr1	125700	125701	31	0.5425
chr1	125744	125745	31	0.588
chr1	125755	125756	37	0.616
chr1	127337	127338	23	0.2037
chr1	127352	127353	30	0.2983
chr1	127429	127430	24	0.4005
chr1	129602	129603	36	0.1811
chr1	130034	130035	37	0.2568
chr1	130451	130452	31	0.3075
chr1	131228	131229	36	0.3101
chr1	131653	131654	39	0.6432
chr1	131970	131971	36	0.4466
chr1	132158	132159	35	0.702
chr1	134051	134052	32	0.3368
chr1	134348	134349	34	0.3547
chr1	134636	134637	27	0.2159
chr1	134909	134910	40	0.1784
chr1	136165	136166	29	0.1835
chr1	136259	136260	29	0.3186
chr1	136451	136452	21	0.2843
chr1	136731	136732	32	0.2517
chr1	136843	136844	25	0.2203
chr1	136989	136990	29	0.1332
chr1	138761	138762	16	0.3827
chr1	139064	139065	26	0.2315
chr1	139549	139550	33	0.3358
chr1	139682	139683	28	0.533
chr1	141334	141335	32	0.9008
chr1	141558	141559	35	0.6338
chr1	141751	141752	36	0.6094
chr1	142106	142107	27	0.6286
chr1	142335	142336	21	0.754
chr1	142389	142390	30	0.8024
chr1	143951	143952	33	0.7248
chr1	143969	143970	31	0.742
chr1	143985	143986	27	0.6643
chr1	143994	143995	35	0.4706
chr1	160635	160636	28	0.8734
chr1	160692	160693	33	0.8263
chr1	160877	160878	38	0.6942
chr1	161201	161202	26	0.6968
chr1	161282	161283	26	0.6222
chr1	161390	161391	32	0.5231
chr1	163124	163125	23	0.3126
chr1	163364	163365	25	0.7429
chr1	163469	163470	36	0.3701
chr1	163864	163865	30	0.4909
chr1	169714	169715	26	0.4538
chr1	169877	169878	24	0.7259
chr1	170241	170242	27	0.5633
chr1	170313	170314	24	0.6098
chr1	170735	170736	22	0.535
chr1	177572	177573	32	0.3364
chr1	177575	177576	29	0.3116
chr1	177606	177607	34	0.6485
chr1	177612	177613	31	0.182
chr1	180237	180238	32	0.3311
chr1	180614	180615	35	0.6573
chr1	180877	180878	30	0.3132
chr1	181075	181076	28	0.4886
chr1	182108	182109	33	0.2712
chr1	182245	182246	23	0.1056
chr1	182705	182706	25	0.2012
chr1	183071	183072	25	0.4865
chr1	189232	189233	32	0.986
chr1	189507	189508	30	0.5234
chr1	189793	189794	33	0.4384
chr1	189987	189988	27	0.1481
chr1	190136	190137	31	0.8995
chr1	190990	190991	37	0.4354
chr1	191110	191111	31	0.2626
chr1	191606	191607	27	0.4063
chr1	191784	191785	32	0.0708
chr1	192626	192627	30	0.5267
chr1	192913	192914	33	0.6938
chr1	193353	193354	31	0.3793
chr1	194630	194631	35	0.3524
chr1	195105	195106	28	0.0511
chr1	195378	195379	41	0.2979
chr1	195439	195440	35	0.292
chr1	196498	196499	32	0.2317
chr1	196545	196546	32	0.1075
chr1	196588	196589	28	0.2637
chr1	196611	196612	27	0.1288
chr1	198042	198043	34	0.4747
chr1	198333	198334	19	0.5627
chr1	198739	198740	16	0.5194
chr1	199001	199002	37	0.4846
chr1	200983	200984	27	0.3803
chr1	201073	201074	31	0.3244
chr1	201132	201133	34	0.1831
chr1	201313	201314	27	0.3482
chr1	203040	203041	16	0.5115
chr1	203462	203463	19	0.3527
chr1	203823	203824	18	0.3949
chr1	203940	203941	25	0.4234
chr1	210683	210684	30	0.3711
chr1	210860	210861	23	0.3509
chr1	210968	210969	35	0.2799
chr1	211031	211032	33	0.2372
chr1	211457	211458	27	0.3064
chr1	211554	211555	31	0.1665
chr1	211635	211636	34	0.4269
chr1	212381	212382	30	0.5382
chr1	212682	212683	32	0.3076
chr1	212834	212835	25	0.3185
chr1	212946	212947	20	0.4821
chr1	214060	214061	26	0.7445
chr1	214475	214476	30	0.7625
chr1	214846	214847	22	0.6752
chr1	215070	215071	29	0.6006
chr1	216962	216963	41	0.7428
chr1	216998	216999	35	0.7032
chr1	217018	217019	28	0.4557
chr1	217039	217040	28	0.7385
chr1	217051	217052	35	0.5245
chr1	217098	217099	25	0.6201
chr1	217145	217146	29	0.6028
chr1	217191	217192	25	0.5857
chr1	217246	217247	22	0.4878
chr1	217271	217272	34	0.6318
chr1	217321	217322	32	0.4131
chr1	217330	217331	32	0.5162
chr1	217344	217345	23	0.5538
chr1	217354	217355	40	0.6498
chr1	217404	217405	28	0.5455
chr1	217407	217408	29	0.5112
chr1	217432	217433	34	0.404
chr1	217469	217470	33	0.4866
chr1	217507	217508	30	0.6533
chr1	217532	217533	21	0.3768
chr1	217563	217564	30	0.3603
chr1	217600	217601	24	0.6238
chr1	217610	217611	29	0.3833
chr1	217651	217652	28	0.5581
chr1	217658	217659	29	0.6383
chr1	217664	217665	22	0.5265
chr1	217685	217686	37	0.5097
chr1	217712	217713	31	0.7405
chr1	217759	217760	30	0.5305
chr1	217807	217808	36	0.5442
chr1	217839	217840	41	0.6942
chr1	217874	217875	37	0.3838
chr1	217902	217903	25	0.7137
chr1	217930	217931	25	0.6091
chr1	217968	217969	34	0.658
chr1	217974	217975	21	0.656
chr1	217984	217985	37	0.5424
chr1	218006	218007	26	0.5649
chr1	218018	218019	24	0.3979
chr1	218020	218021	35	0.667
chr1	218853	218854	25	0.7284
chr1	219080	219081	37	0.7585
chr1	219395	219396	26	0.54
chr1	219590	219591	30	0.6668
chr1	219748	219749	28	0.5306
chr1	222887	222888	37	0.8261
chr1	223359	223360	21	0.7406
chr1	223851	223852	25	0.5952
chr1	223908	223909	23	0.5626
chr1	223968	223969	29	0.7293
chr1	224018	224019	29	0.6884
chr1	225711	225712	24	0.2185
chr1	225749	225750	31	0.2085
chr1	225777	225778	29	0.2707
chr1	225818	225819	33	0.412
chr1	228221	228222	35	0.3329
chr1	228599	228600	29	0.3442
chr1	228803	228804	33	0.3428
chr1	229100	229101	34	0.6127
chr1	229181	229182	32	0.3246
chr1	230325	230326	23	0.6575
chr1	230455	230456	29	0.845
chr1	230730	230731	26	0.7771
chr1	230992	230993	34	0.5767
chr1	231289	231290	26	0.8609
chr1	231368	231369	27	0.8033
chr1	233126	233127	33	0.5177
chr1	233242	233243	20	0.4893
chr1	233681	233682	45	0.386
chr1	233920	233921	20	0.5373
chr1	234002	234003	40	0.5412
chr1	245156	245157	36	0.5219
chr1	245398	245399	33	0.088
chr1	245489	245490	28	0.3716
chr1	245888	245889	22	0.1607
chr1	246022	246023	36	0.2728
chr1	248705	248706	24	0.2348
chr1	248896	248897	31	0.2691
chr1	249042	249043	27	0.1187
chr1	249540	249541	36	0.2719
chr1	251676	251677	24	0.3138
chr1	251720	251721	34	0.3106
chr1	251748	251749	30	0.508
chr1	251789	251790	36	0.3989
chr1	254918	254919	32	0.9498
chr1	255757	255758	35	0.9207
chr1	255817	255818	29	0.8217
chr1	262383	262384	39	0.6732
chr1	262462	262463	31	0.7232
chr1	262799	262800	25	0.7508
chr1	264968	264969	26	0.8176
chr1	265451	265452	31	0.8609
chr1	265690	265691	17	0.8046
chr1	265751	265752	30	0.784
chr1	265809	265810	33	0.7979
chr1	271530	271531	26	0.7557
chr1	271969	271970	25	0.7537
chr1	272182	272183	29	0.7817
chr1	272284	272285	32	0.7736
chr1	272357	272358	33	0.8742
