chr	start	end	coverage	methylation_level
chr1	100000	100001	33	0.5136
chr1	100498	100499	30	0.6817
chr1	100915	100916	31	0.6312
chr1	101005	101006	25	0.6281
chr1	109610	109611	28	0.3127
chr1	109679	109680	28	0.3074
chr1	109784	109785	33	0.3466
chr1	110139	110140	31	0.2989
chr1	111833	111834	29	0.3994
chr1	111862	111863	31	0.3976
chr1	111864	111865	27	0.7788
chr1	111899	111900	29	0.4826
chr1	114313	114314	36	0.1
chr1	114740	114741	32	0.1474
chr1	115133	115134	35	0.0638
chr1	115208	115209	32	0.1981
chr1	121699	121700	29	0.46
chr1	121774	121775	28	0.4219
chr1	121957	121958	38	0.2896
chr1	122201	122202	36	0.3596
chr1	125700	125701	23	0.5571
chr1	125744	125745	25	0.5994
chr1	125755	125756	28	0.628
chr1	127337	127338	35	0.2609
chr1	127352	127353	28	0.318
chr1	127383	127384	28	0.1752
chr1	127429	127430	31	0.3652
chr1	129602	129603	31	0.2395
chr1	130034	130035	29	0.2205
chr1	130451	130452	29	0.3001
chr1	131228	131229	20	0.3072
chr1	131653	131654	33	0.6007
chr1	131970	131971	34	0.389
chr1	132158	132159	23	0.6203
chr1	134051	134052	23	0.2937
chr1	134348	134349	30	0.3527
chr1	134636	134637	33	0.2168
chr1	134909	134910	25	0.2107
chr1	136165	136166	26	0.1645
chr1	136259	136260	33	0.2859
chr1	136451	136452	32	0.2543
chr1	136731	136732	33	0.2706
chr1	136843	136844	25	0.224
chr1	136989	136990	31	0.1398
chr1	138761	138762	25	0.4459
chr1	139064	139065	31	0.3018
chr1	139549	139550	32	0.3278
chr1	139682	139683	34	0.5431
chr1	141334	141335	23	0.836
chr1	141558	141559	33	0.6271
chr1	141751	141752	30	0.5961
chr1	142106	142107	25	0.6849
chr1	142335	142336	27	0.6465
chr1	142389	142390	24	0.7212
chr1	143951	143952	28	0.7774
chr1	143985	143986	35	0.7102
chr1	143994	143995	25	0.391
chr1	160635	160636	34	0.8231
chr1	160692	160693	35	0.8389
chr1	160877	160878	30	0.6695
chr1	161201	161202	28	0.7248
chr1	161282	161283	33	0.7359
chr1	161390	161391	35	0.5848
chr1	163124	163125	31	0.3795
chr1	163364	163365	32	0.7612
chr1	163469	163470	32	0.315
chr1	163864	163865	25	0.5484
chr1	169714	169715	39	0.477
chr1	169877	169878	34	0.7431
chr1	170241	170242	24	0.5744
chr1	170313	170314	27	0.55
chr1	170735	170736	29	0.5656
chr1	177572	177573	23	0.3944
chr1	177575	177576	29	0.2884
chr1	177606	177607	37	0.6019
chr1	177612	177613	31	0.2218
chr1	180237	180238	35	0.3362
chr1	180614	180615	25	0.6311
chr1	180877	180878	31	0.3327
chr1	181075	181076	27	0.5408
chr1	182108	182109	29	0.2673
chr1	182245	182246	32	0.1632
chr1	182705	182706	29	0.238
chr1	183071	183072	24	0.4806
chr1	189232	189233	22	0.865
chr1	189507	189508	31	0.3814
chr1	189793	189794	27	0.9862
chr1	189987	189988	36	0.9833
chr1	190136	190137	35	0.6167
chr1	190990	190991	21	0.4164
chr1	191110	191111	35	0.2977
chr1	191606	191607	30	0.4646
chr1	191784	191785	29	0.1507
chr1	192626	192627	21	0.5754
chr1	192821	192822	34	0.6996
chr1	192913	192914	31	0.7066
chr1	193353	193354	27	0.4649
chr1	194630	194631	29	0.3069
chr1	195105	195106	27	0.1075
chr1	195378	195379	16	0.2553
chr1	195439	195440	34	0.3058
chr1	196498	196499	20	0.1672
chr1	196545	196546	28	0.1121
chr1	196588	196589	33	0.2492
chr1	196611	196612	30	0.1399
chr1	198042	198043	24	0.5026
chr1	198739	198740	27	0.5636
chr1	199001	199002	20	0.5091
chr1	200983	200984	29	0.4025
chr1	201073	201074	19	0.3119
chr1	201132	201133	31	0.2153
chr1	201313	201314	32	0.3074
chr1	203040	203041	34	0.4935
chr1	203462	203463	27	0.3444
chr1	203823	203824	28	0.328
chr1	203940	203941	26	0.4009
chr1	210683	210684	37	0.4535
chr1	210860	210861	23	0.3892
chr1	210968	210969	26	0.3083
chr1	211031	211032	23	0.2599
chr1	211457	211458	33	0.3639
chr1	211554	211555	32	0.166
chr1	211635	211636	33	0.3872
chr1	212381	212382	22	0.5805
chr1	212682	212683	29	0.3106
chr1	212834	212835	29	0.258
chr1	212946	212947	22	0.5671
chr1	214060	214061	30	0.7832
chr1	214475	214476	28	0.7696
chr1	214846	214847	27	0.6583
chr1	215070	215071	31	0.6302
chr1	216962	216963	34	0.7047
chr1	216998	216999	26	0.7127
chr1	217018	217019	35	0.488
chr1	217039	217040	29	0.6904
chr1	217051	217052	30	0.4918
chr1	217098	217099	26	0.6106
chr1	217145	217146	40	0.6724
chr1	217191	217192	27	0.5692
chr1	217233	217234	32	0.5588
chr1	217271	217272	23	0.6181
chr1	217321	217322	24	0.5142
chr1	217330	217331	26	0.5494
chr1	217344	217345	30	0.6033
chr1	217354	217355	30	0.5993
chr1	217371	217372	32	0.7563
chr1	217404	217405	31	0.5951
chr1	217407	217408	33	0.4682
chr1	217432	217433	35	0.3701
chr1	217469	217470	25	0.488
chr1	217507	217508	32	0.7225
chr1	217532	217533	31	0.3766
chr1	217563	217564	27	0.4356
chr1	217600	217601	26	0.6633
chr1	217610	217611	25	0.4636
chr1	217651	217652	32	0.5565
chr1	217658	217659	28	0.6195
chr1	217664	217665	23	0.6393
chr1	217712	217713	28	0.6717
chr1	217759	217760	39	0.588
chr1	217807	217808	36	0.5185
chr1	217839	217840	28	0.6629
chr1	217874	217875	27	0.3848
chr1	217902	217903	28	0.6846
chr1	217930	217931	22	0.5813
chr1	217968	217969	29	0.6714
chr1	217974	217975	27	0.6585
chr1	217984	217985	33	0.6141
chr1	218006	218007	27	0.5996
chr1	218018	218019	30	0.4388
chr1	218020	218021	30	0.6942
chr1	218853	218854	35	0.7256
chr1	219080	219081	28	0.74
chr1	219395	219396	27	0.5546
chr1	219590	219591	31	0.6171
chr1	219748	219749	29	0.5549
chr1	222887	222888	32	0.7066
chr1	223359	223360	28	0.7865
chr1	223851	223852	32	0.633
chr1	223908	223909	29	0.5834
chr1	223968	223969	32	0.6467
chr1	224018	224019	20	0.7051
chr1	225711	225712	33	0.2441
chr1	225749	225750	23	0.1318
chr1	225777	225778	35	0.3031
chr1	225818	225819	30	0.4097
chr1	228221	228222	27	0.3144
chr1	228599	228600	33	0.3972
chr1	228803	228804	29	0.359
chr1	229181	229182	26	0.3224
chr1	230325	230326	29	0.7132
chr1	230455	230456	22	0.8014
chr1	230730	230731	29	0.7813
chr1	230992	230993	28	0.5847
chr1	231289	231290	32	0.8484
chr1	231368	231369	28	0.7877
chr1	233126	233127	25	0.5214
chr1	233242	233243	34	0.5464
chr1	233681	233682	35	0.3924
chr1	233920	233921	29	0.5619
chr1	234002	234003	20	0.5016
chr1	245156	245157	26	0.5069
chr1	245398	245399	26	0.1303
chr1	245489	245490	31	0.3563
chr1	245888	245889	30	0.2238
chr1	246022	246023	23	0.2268
chr1	248705	248706	28	0.2676
chr1	248896	248897	32	0.282
chr1	249042	249043	24	0.1556
chr1	249540	249541	34	0.2743
chr1	251676	251677	29	0.3476
chr1	251720	251721	36	0.3609
chr1	251748	251749	24	0.4982
chr1	251789	251790	30	0.3506
chr1	254918	254919	22	0.8781
chr1	255363	255364	28	0.6298
chr1	255757	255758	28	0.8732
chr1	255817	255818	28	0.8172
chr1	262383	262384	33	0.6093
chr1	262462	262463	39	0.7245
chr1	262799	262800	30	0.7509
chr1	263060	263061	31	0.6012
chr1	264968	264969	26	0.7653
chr1	265451	265452	33	0.8331
chr1	265690	265691	23	0.7795
chr1	265751	265752	36	0.8009
chr1	265809	265810	28	0.8349
chr1	271530	271531	28	0.7799
chr1	271969	271970	40	0.8209
chr1	272182	272183	22	0.8194
chr1	272284	272285	36	0.8071
chr1	272357	272358	35	0.9083
