chr	start	end	coverage	methylation_level
chr1	100000	100001	25	0.64
chr1	100498	100499	29	0.276
chr1	100915	100916	29	0.6862
chr1	101005	101006	25	0.699
chr1	109610	109611	34	0.5283
chr1	109679	109680	30	0.4437
chr1	109784	109785	34	0.3833
chr1	110139	110140	19	0.3961
chr1	111833	111834	28	0.4115
chr1	111862	111863	23	0.3983
chr1	111864	111865	12	0.7122
chr1	111899	111900	29	0.5629
chr1	114313	114314	31	0.3143
chr1	114740	114741	25	0.3047
chr1	115208	115209	24	0.1964
chr1	121699	121700	39	0.3876
chr1	121774	121775	33	0.3643
chr1	121957	121958	34	0.13
chr1	122201	122202	41	0.5732
chr1	125700	125701	32	0.6302
chr1	125703	125704	32	0.6587
chr1	125744	125745	28	0.5851
chr1	125755	125756	29	0.4709
chr1	127337	127338	30	0.1519
chr1	127352	127353	29	0.2645
chr1	127383	127384	24	0.0603
chr1	127429	127430	25	0.2627
chr1	129602	129603	27	0.0998
chr1	130034	130035	26	0.3024
chr1	130451	130452	30	0.286
chr1	131228	131229	20	0.5704
chr1	131653	131654	40	0.5408
chr1	131970	131971	29	0.422
chr1	132158	132159	33	0.3213
chr1	134051	134052	27	0.2147
chr1	134348	134349	35	0.4629
chr1	134636	134637	33	0.3283
chr1	134909	134910	29	0.252
chr1	136165	136166	31	0.4203
chr1	136259	136260	29	0.1807
chr1	136451	136452	30	0.2718
chr1	136731	136732	28	0.2225
chr1	136843	136844	27	0.2147
chr1	136989	136990	34	0.2899
chr1	138761	138762	37	0.2597
chr1	139064	139065	35	0.2802
chr1	139549	139550	22	0.2295
chr1	139682	139683	34	0.3204
chr1	141334	141335	33	1.0
chr1	141558	141559	26	1.0
chr1	141751	141752	35	1.0
chr1	142106	142107	27	1.0
chr1	142335	142336	34	1.0
chr1	142389	142390	36	1.0
chr1	143951	143952	24	0.6711
chr1	143985	143986	26	0.5636
chr1	143994	143995	36	0.6045
chr1	160635	160636	22	1.0
chr1	160692	160693	28	1.0
chr1	161201	161202	22	1.0
chr1	161282	161283	28	1.0
chr1	161390	161391	30	1.0
chr1	163124	163125	31	0.3518
chr1	163364	163365	34	0.3615
