chr	start	end	coverage	methylation_level
chr1	100000	100001	30	0.567
chr1	100498	100499	36	0.6658
chr1	100915	100916	31	0.6295
chr1	101005	101006	32	0.6809
chr1	109610	109611	29	0.3533
chr1	109679	109680	30	0.3108
chr1	109784	109785	22	0.3473
chr1	110139	110140	30	0.3488
chr1	111833	111834	28	0.3796
chr1	111862	111863	33	0.4123
chr1	111864	111865	38	0.7866
chr1	111899	111900	34	0.5169
chr1	114313	114314	28	0.1038
chr1	114740	114741	28	0.254
chr1	115133	115134	21	0.0195
chr1	115208	115209	28	0.2335
chr1	121699	121700	33	0.4666
chr1	121957	121958	29	0.3681
chr1	122201	122202	29	0.3728
chr1	125700	125701	29	0.573
chr1	125703	125704	32	0.5484
chr1	125744	125745	34	0.6283
chr1	125755	125756	29	0.6719
chr1	127337	127338	30	0.2128
chr1	127352	127353	34	0.2808
chr1	127429	127430	27	0.3128
chr1	129602	129603	41	0.2528
chr1	130034	130035	32	0.1885
chr1	130451	130452	32	0.3535
chr1	131228	131229	27	0.322
chr1	131653	131654	28	0.5999
chr1	131970	131971	25	0.4587
chr1	132158	132159	16	0.5542
chr1	134051	134052	22	0.2934
chr1	134348	134349	25	0.3125
chr1	134636	134637	28	0.2539
chr1	134909	134910	29	0.2353
chr1	136165	136166	33	0.1711
chr1	136259	136260	26	0.302
chr1	136451	136452	36	0.2476
chr1	136731	136732	23	0.2649
chr1	136843	136844	18	0.238
chr1	136989	136990	26	0.186
chr1	138761	138762	25	0.423
chr1	139064	139065	25	0.2369
chr1	139549	139550	30	0.333
chr1	139682	139683	35	0.4831
chr1	141334	141335	32	0.8845
chr1	141558	141559	26	0.7004
chr1	141751	141752	38	0.6004
chr1	142106	142107	37	0.6974
chr1	142335	142336	37	0.701
chr1	142389	142390	34	0.7721
chr1	143951	143952	28	0.7469
chr1	143969	143970	31	0.6799
chr1	143985	143986	28	0.7143
chr1	143994	143995	36	0.4381
chr1	160635	160636	38	0.8511
chr1	160692	160693	34	0.8366
chr1	160877	160878	30	0.6854
chr1	161201	161202	34	0.6961
chr1	161282	161283	24	0.736
chr1	161390	161391	31	0.4501
chr1	163124	163125	37	0.3765
chr1	163364	163365	27	0.6702
chr1	163469	163470	33	0.3954
chr1	163864	163865	34	0.5211
chr1	169714	169715	23	0.4747
chr1	169877	169878	36	0.7228
chr1	170241	170242	20	0.5626
chr1	170313	170314	39	0.6445
chr1	170735	170736	39	0.5221
chr1	177572	177573	30	0.4329
chr1	177575	177576	26	0.2925
chr1	177606	177607	30	0.609
chr1	177612	177613	34	0.2268
chr1	180237	180238	28	0.4265
chr1	180614	180615	26	0.639
chr1	180877	180878	32	0.311
chr1	181075	181076	30	0.4871
chr1	182108	182109	35	0.2693
chr1	182245	182246	37	0.1222
chr1	182705	182706	29	0.1894
chr1	183071	183072	28	0.4674
chr1	189232	189233	27	0.0777
chr1	189507	189508	33	0.9564
chr1	189793	189794	35	0.9975
chr1	190136	190137	34	0.9972
chr1	190990	190991	32	0.388
chr1	191110	191111	23	0.2991
chr1	191606	191607	27	0.3868
chr1	191784	191785	29	0.1489
chr1	192626	192627	34	0.5476
chr1	192913	192914	26	0.6758
chr1	193353	193354	23	0.4917
chr1	194630	194631	32	0.3515
chr1	195105	195106	33	0.1049
chr1	195378	195379	34	0.2685
chr1	195439	195440	32	0.3553
chr1	196498	196499	30	0.146
chr1	196545	196546	24	0.127
chr1	196588	196589	34	0.2904
chr1	196611	196612	32	0.1321
chr1	198042	198043	36	0.5006
chr1	198739	198740	33	0.5612
chr1	199001	199002	33	0.5041
chr1	200983	200984	30	0.3677
chr1	201073	201074	25	0.3511
chr1	201132	201133	24	0.2268
chr1	201313	201314	31	0.3698
chr1	203040	203041	28	0.5353
chr1	203462	203463	32	0.2989
chr1	203823	203824	28	0.3941
chr1	203940	203941	34	0.4635
chr1	210683	210684	28	0.387
chr1	210860	210861	32	0.4002
chr1	210968	210969	28	0.2915
chr1	211031	211032	29	0.19
chr1	211554	211555	27	0.2097
chr1	211635	211636	24	0.4389
chr1	212381	212382	33	0.5323
chr1	212682	212683	24	0.3168
chr1	212834	212835	23	0.2772
chr1	212946	212947	28	0.4665
chr1	214060	214061	35	0.747
chr1	214475	214476	29	0.7724
chr1	214752	214753	29	0.63
chr1	214846	214847	24	0.7351
chr1	215070	215071	28	0.6575
chr1	216962	216963	35	0.7082
chr1	216998	216999	33	0.7378
chr1	217018	217019	34	0.4737
chr1	217098	217099	35	0.6043
chr1	217145	217146	32	0.6244
chr1	217246	217247	19	0.4146
chr1	217271	217272	34	0.592
chr1	217321	217322	33	0.5417
chr1	217330	217331	35	0.5157
chr1	217344	217345	32	0.6128
chr1	217354	217355	42	0.643
chr1	217371	217372	34	0.7362
chr1	217404	217405	40	0.5686
chr1	217407	217408	32	0.4849
chr1	217432	217433	36	0.4091
chr1	217469	217470	32	0.455
chr1	217507	217508	37	0.6983
chr1	217532	217533	28	0.3598
chr1	217563	217564	36	0.3824
chr1	217600	217601	29	0.6565
chr1	217610	217611	24	0.4609
chr1	217651	217652	26	0.6093
chr1	217664	217665	35	0.626
chr1	217712	217713	30	0.7208
chr1	217759	217760	33	0.6327
chr1	217807	217808	24	0.5152
chr1	217874	217875	23	0.3405
chr1	217930	217931	27	0.5773
chr1	217968	217969	32	0.6015
chr1	217974	217975	30	0.6029
chr1	217984	217985	24	0.5713
chr1	218006	218007	28	0.6037
chr1	218018	218019	30	0.4021
chr1	218020	218021	39	0.6699
