chr	start	end	coverage	methylation_level
chr1	100000	100001	36	0.6039
chr1	100498	100499	26	0.3237
chr1	100915	100916	30	0.7042
chr1	101005	101006	26	0.6764
chr1	109610	109611	27	0.4321
chr1	109679	109680	26	0.4619
chr1	109784	109785	26	0.3427
chr1	110139	110140	30	0.4441
chr1	111833	111834	22	0.4143
chr1	111862	111863	27	0.5019
chr1	111864	111865	28	0.691
chr1	111899	111900	29	0.5808
chr1	114313	114314	30	0.3981
chr1	114740	114741	32	0.2299
chr1	115133	115134	37	0.096
chr1	115208	115209	29	0.2185
chr1	121699	121700	27	0.4531
chr1	121957	121958	31	0.09
chr1	122201	122202	29	0.5646
chr1	125700	125701	22	0.6706
chr1	125703	125704	29	0.634
chr1	125744	125745	31	0.6358
chr1	125755	125756	27	0.519
chr1	127337	127338	22	0.1885
chr1	127352	127353	27	0.303
chr1	127383	127384	34	0.052
chr1	127429	127430	30	0.24
chr1	129602	129603	32	0.0961
chr1	130034	130035	28	0.2861
chr1	130451	130452	37	0.215
chr1	131228	131229	27	0.5362
chr1	131653	131654	27	0.5719
chr1	131970	131971	29	0.4154
chr1	132158	132159	35	0.3656
chr1	134051	134052	37	0.2339
chr1	134348	134349	30	0.4394
chr1	134636	134637	42	0.3581
chr1	134909	134910	31	0.2793
chr1	136165	136166	30	0.4167
chr1	136259	136260	33	0.2102
chr1	136451	136452	26	0.2387
chr1	136731	136732	31	0.2356
chr1	136843	136844	42	0.2432
chr1	136989	136990	29	0.3023
chr1	138761	138762	25	0.336
chr1	139064	139065	30	0.2473
chr1	139549	139550	24	0.2934
chr1	139682	139683	36	0.3776
chr1	141558	141559	32	1.0
chr1	141751	141752	28	1.0
chr1	142106	142107	38	1.0
chr1	142389	142390	35	1.0
chr1	143951	143952	34	0.6915
chr1	143969	143970	39	0.5673
chr1	143985	143986	30	0.6781
chr1	143994	143995	29	0.6003
chr1	160635	160636	29	1.0
chr1	160692	160693	19	1.0
chr1	160877	160878	25	1.0
chr1	161201	161202	31	1.0
chr1	161282	161283	27	1.0
chr1	163124	163125	19	0.3553
chr1	163364	163365	37	0.3659
chr1	163469	163470	35	0.3695
chr1	163864	163865	24	0.5539
chr1	169714	169715	34	0.4853
chr1	169877	169878	32	0.5754
chr1	170313	170314	25	0.5928
chr1	170735	170736	26	0.7376
chr1	177572	177573	37	0.2524
chr1	177575	177576	36	0.5148
chr1	177606	177607	34	0.4333
chr1	177612	177613	31	0.2245
