chr	start	end	coverage	methylation_level
chr1	100047	100048	15	0.3605
chr1	100074	100075	1	0.1174
chr1	100089	100090	8	0.23
chr1	100109	100110	10	0.0333
chr1	100159	100160	16	0.069
chr1	100209	100210	11	0.1208
chr1	100224	100225	9	0.185
chr1	100268	100269	16	0.1501
chr1	100318	100319	14	0.2605
chr1	100333	100334	4	0.1936
chr1	100359	100360	5	0.3567
chr1	100374	100375	4	0.1233
chr1	100393	100394	17	0.2806
chr1	100422	100423	9	0.2227
chr1	100443	100444	10	0.101
chr1	100471	100472	3	0.196
chr1	100498	100499	7	0.1252
chr1	100522	100523	9	0.2838
chr1	100540	100541	16	0.2645
chr1	100637	100638	3	0.2955
chr1	100737	100738	5	0.0796
chr1	100813	100814	14	0.1633
chr1	100913	100914	6	0.144
chr1	101013	101014	13	0.2471
chr1	101017	101018	4	0.0
chr1	101054	101055	13	0.0
chr1	101104	101105	12	0.2325
chr1	101154	101155	21	0.3225
chr1	101204	101205	10	0.815
chr1	101227	101228	10	0.1092
chr1	101242	101243	9	0.904
chr1	101263	101264	2	0.278
chr1	101310	101311	10	0.2152
chr1	101358	101359	5	0.7465
chr1	101383	101384	12	0.217
chr1	101401	101402	10	0.4119
chr1	101425	101426	8	0.1927
chr1	101441	101442	17	0.6532
chr1	101491	101492	16	0.2903
chr1	101591	101592	15	0.2429
chr1	101688	101689	12	0.778
chr1	101768	101769	1	0.708
chr1	101784	101785	6	0.0665
chr1	101804	101805	17	0.9012
chr1	101852	101853	9	0.8183
chr1	101902	101903	11	0.7391
chr1	101932	101933	14	0.7699
chr1	101977	101978	2	0.6479
chr1	102005	102006	12	0.7516
chr1	102040	102041	2	0.7437
chr1	102061	102062	15	0.8059
chr1	102078	102079	8	0.6965
chr1	102104	102105	10	0.748
chr1	102151	102152	17	0.8274
chr1	102179	102180	4	0.6488
chr1	102203	102204	14	0.7195
chr1	102253	102254	15	0.7822
chr1	102275	102276	5	0.6715
chr1	102325	102326	5	0.6311
chr1	102375	102376	16	0.6348
chr1	102393	102394	15	0.713
chr1	102395	102396	1	0.8972
chr1	102495	102496	7	0.8443
chr1	102595	102596	11	0.8868
chr1	102684	102685	16	0.7548
chr1	102743	102744	15	0.8113
chr1	102793	102794	11	0.799
chr1	102893	102894	9	0.5537
chr1	102965	102966	3	0.6259
chr1	102967	102968	3	0.8804
chr1	103012	103013	13	0.4545
chr1	103062	103063	8	0.3127
chr1	103077	103078	4	0.3219
chr1	103109	103110	4	0.3115
chr1	103140	103141	8	0.0641
