chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102578	5	0.12	good-DMR
chr1	103221	104095	4	0.001	non-DMR
chr1	107586	108637	4	-0.021	non-DMR
chr1	110504	111175	4	-0.041	non-DMR
chr1	114019	114964	4	0.034	non-DMR
chr1	122456	123409	6	0.051	non-DMR
chr1	124602	125521	6	0.025	non-DMR
chr1	126447	127443	7	0.298	good-DMR
chr1	128154	128810	4	0.023	non-DMR
chr1	132075	132182	4	-0.062	non-DMR
chr1	136195	137118	33	0.303	good-DMR
chr1	138492	138942	4	-0.001	non-DMR
chr1	142992	143719	4	-0.028	non-DMR
chr1	144656	145630	43	-0.182	good-DMR
chr1	147265	147355	4	-0.04	non-DMR
chr1	149213	150211	42	0.2	good-DMR
chr1	150802	151956	51	-0.365	good-DMR
chr1	153056	153175	4	-0.005	non-DMR
chr1	157929	158949	6	0.299	good-DMR
chr1	161245	162258	43	-0.335	notable-DMR
chr1	163081	163941	4	0.045	non-DMR
chr1	173161	174182	38	0.219	good-DMR
chr1	174781	175818	5	-0.018	non-DMR
chr1	183862	184840	5	-0.021	non-DMR
chr1	189756	190427	4	0.033	non-DMR
chr1	194249	195213	4	-0.04	non-DMR
chr1	196893	197718	4	-0.051	non-DMR
chr1	199201	199999	4	-0.077	non-DMR
chr1	202816	203800	4	-0.033	non-DMR
chr1	204909	204972	4	0.035	non-DMR
chr1	208472	208560	4	-0.014	non-DMR
chr1	213193	214070	40	-0.201	good-DMR
chr1	217619	217668	4	-0.058	non-DMR
chr1	223176	223292	4	-0.017	non-DMR
chr1	230182	230273	4	0.005	non-DMR
chr1	234539	235584	42	0.227	good-DMR
chr1	236134	236214	4	-0.07	non-DMR
chr1	240665	241532	4	-0.048	non-DMR
chr1	248308	249239	5	0.035	non-DMR
chr1	250202	250866	4	-0.015	non-DMR
chr1	252957	254069	6	-0.263	good-DMR
chr1	260287	260391	4	-0.099	non-DMR
chr1	262348	262435	4	0.011	non-DMR
chr1	264092	264871	4	0.055	non-DMR
chr1	269331	270450	5	0.25	good-DMR
chr1	273376	273823	4	0.034	non-DMR
chr1	276332	276379	4	0.092	non-DMR
chr1	277790	278676	4	-0.036	non-DMR
chr1	280687	280789	4	0.017	non-DMR
chr1	283561	284502	6	0.016	non-DMR
chr1	285720	286627	4	0.031	non-DMR
chr1	288686	288752	4	-0.053	non-DMR
chr1	290082	290100	4	-0.043	non-DMR
chr1	293896	293955	4	0.005	non-DMR
chr1	298197	298290	4	-0.1	non-DMR
chr1	301090	302071	5	-0.012	non-DMR
chr1	305402	305453	4	0.013	non-DMR
chr1	310698	310779	4	-0.085	non-DMR
chr1	312513	313529	5	-0.255	good-DMR
chr1	314734	314802	4	0.013	non-DMR
chr1	317141	317269	4	0.01	non-DMR
chr1	319916	320758	4	-0.037	non-DMR
chr1	329180	330159	36	-0.296	good-DMR
chr1	336744	337798	6	0.287	good-DMR
chr1	338402	338500	4	0.011	non-DMR
chr1	349434	350168	4	-0.032	non-DMR
chr1	351820	352854	42	0.178	good-DMR
chr1	360965	361038	4	-0.011	non-DMR
chr1	362406	363395	4	-0.018	non-DMR
chr1	368385	368485	4	-0.012	non-DMR
chr1	371150	371246	4	-0.064	non-DMR
chr1	375705	375774	4	0.057	non-DMR
chr1	378502	378562	4	-0.046	non-DMR
chr1	381271	382209	6	-0.002	non-DMR
chr1	384072	384879	6	0.329	good-DMR
chr1	385605	385699	4	0.09	non-DMR
chr1	390303	391199	3	0.036	non-DMR
chr1	391744	391775	4	-0.058	non-DMR
chr1	395535	395592	4	-0.008	non-DMR
chr1	399107	399205	4	0.037	non-DMR
chr1	401257	402096	5	-0.269	good-DMR
chr1	413028	413149	4	0.035	non-DMR
chr1	414760	415736	41	-0.262	good-DMR
chr1	416317	417026	4	-0.035	non-DMR
chr1	419201	419282	4	-0.02	non-DMR
chr1	434476	434578	4	-0.01	non-DMR
chr1	436646	437504	4	0.098	non-DMR
chr1	439098	440080	4	-0.095	non-DMR
chr1	443265	444287	6	0.225	good-DMR
chr1	445177	446094	4	-0.034	non-DMR
chr1	447154	447239	4	-0.012	non-DMR
chr1	451613	452617	5	-0.0	non-DMR
chr1	453209	453303	4	-0.001	non-DMR
chr1	457608	457700	4	-0.043	non-DMR
chr1	461313	462075	4	-0.094	non-DMR
chr1	463479	463549	4	-0.015	non-DMR
chr1	471231	472220	38	0.188	good-DMR
chr1	474186	474256	4	0.005	non-DMR
chr1	484035	484597	4	-0.051	non-DMR
chr1	491834	492803	6	0.313	good-DMR
chr1	493949	494769	6	-0.007	non-DMR
chr1	497751	498496	4	-0.02	non-DMR
chr1	500106	500195	4	-0.012	non-DMR
chr1	502282	503316	4	-0.013	non-DMR
chr1	507857	508698	4	0.015	non-DMR
chr1	513349	514146	4	-0.008	non-DMR
chr1	515022	515887	30	0.329	good-DMR
chr1	517633	518696	4	-0.052	non-DMR
chr1	519788	520423	4	-0.017	non-DMR
chr1	521402	521995	4	-0.03	non-DMR
chr1	522994	523071	4	-0.042	non-DMR
chr1	525680	525739	4	0.055	non-DMR
chr1	534068	534113	4	-0.006	non-DMR
chr1	536379	537169	4	0.036	non-DMR
chr1	542874	542961	4	-0.016	non-DMR
chr1	550047	550125	4	-0.088	non-DMR
chr1	552459	553362	5	-0.012	non-DMR
chr1	553931	554029	4	-0.082	non-DMR
chr1	555827	556920	40	0.25	good-DMR
chr1	562978	563663	4	0.037	non-DMR
chr1	567552	568533	4	0.019	non-DMR
chr1	569223	570088	5	-0.029	non-DMR
chr1	575380	576365	5	0.035	non-DMR
chr1	578091	578852	4	0.046	non-DMR
chr1	580575	580605	4	0.077	non-DMR
chr1	582889	583854	5	-0.058	non-DMR
chr1	584729	585570	5	0.281	good-DMR
chr1	586595	587540	4	0.026	non-DMR
chr1	593382	594260	5	0.213	good-DMR
chr1	601895	602840	4	-0.021	non-DMR
chr1	604631	605584	5	0.239	good-DMR
chr1	607525	607583	4	-0.086	non-DMR
chr1	609173	610179	5	0.033	non-DMR
chr1	611233	612209	9	-0.036	non-DMR
chr1	612986	613813	5	0.053	non-DMR
chr1	614462	615406	39	0.274	good-DMR
chr1	618813	618882	4	0.022	non-DMR
chr1	621236	621972	4	-0.068	non-DMR
chr1	625833	626323	4	0.007	non-DMR
chr1	627772	628660	4	-0.01	non-DMR
chr1	637931	638604	4	0.019	non-DMR
