chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100086	4	-0.011	non-DMR
chr1	101579	102483	4	-0.013	non-DMR
chr1	111281	111343	4	0.021	non-DMR
chr1	113884	114643	4	-0.01	non-DMR
chr1	116373	117371	7	0.048	non-DMR
chr1	118405	119332	4	0.08	non-DMR
chr1	123648	124690	5	0.309	good-DMR
chr1	128859	129834	5	-0.006	non-DMR
chr1	130391	130519	4	-0.013	non-DMR
chr1	133249	133324	4	0.036	non-DMR
chr1	134843	135672	4	-0.005	non-DMR
chr1	144575	144627	4	0.066	non-DMR
chr1	146899	147805	4	-0.019	non-DMR
chr1	150964	151595	4	-0.063	non-DMR
chr1	157592	158641	5	0.271	good-DMR
chr1	159297	159944	4	0.007	non-DMR
chr1	162132	162196	4	-0.024	non-DMR
chr1	163892	164777	6	-0.266	good-DMR
chr1	166399	167468	6	0.373	good-DMR
chr1	168481	169340	4	-0.023	non-DMR
chr1	170002	171106	7	0.188	good-DMR
chr1	171954	172023	4	-0.055	non-DMR
chr1	175499	176196	4	0.095	non-DMR
chr1	181808	182206	4	-0.031	non-DMR
chr1	183551	184589	7	0.012	non-DMR
chr1	185978	186604	4	0.03	non-DMR
chr1	188815	189625	4	-0.084	non-DMR
chr1	192982	193791	4	-0.035	non-DMR
chr1	195460	195540	4	-0.087	non-DMR
chr1	200022	200925	4	0.018	non-DMR
chr1	206685	206794	4	0.08	non-DMR
chr1	208990	210030	38	0.33	notable-DMR
chr1	212590	213275	4	-0.069	non-DMR
chr1	220346	221251	40	-0.158	inconsistent-DMR
chr1	222094	223164	4	0.033	non-DMR
chr1	224048	225059	4	0.076	non-DMR
chr1	226875	227578	4	-0.043	non-DMR
chr1	231080	232073	6	0.266	good-DMR
chr1	233595	234619	4	0.055	non-DMR
chr1	237655	238575	5	0.082	non-DMR
chr1	248299	249121	4	0.047	non-DMR
chr1	253237	254224	7	-0.202	good-DMR
chr1	255628	256295	4	0.033	non-DMR
chr1	261887	262827	6	0.331	good-DMR
chr1	263846	263956	4	-0.064	non-DMR
chr1	266817	267949	6	0.282	notable-DMR
chr1	269796	269845	4	-0.064	non-DMR
chr1	274992	275998	7	0.035	non-DMR
chr1	276938	277894	6	0.258	good-DMR
chr1	279129	280083	6	0.354	notable-DMR
chr1	281405	282484	41	0.342	good-DMR
chr1	289056	290048	44	-0.339	good-DMR
chr1	290621	291480	4	0.015	non-DMR
chr1	298694	298774	4	0.009	non-DMR
chr1	300451	300864	4	0.067	non-DMR
chr1	310646	310723	4	0.1	non-DMR
chr1	313133	314043	4	-0.052	non-DMR
chr1	315639	316578	4	-0.038	non-DMR
chr1	317209	318002	4	-0.014	non-DMR
chr1	319229	319787	4	0.021	non-DMR
chr1	321404	322472	6	-0.19	good-DMR
chr1	328069	328469	4	0.086	non-DMR
chr1	329732	330766	6	0.29	good-DMR
chr1	332283	333401	6	0.237	notable-DMR
chr1	335059	336018	5	0.005	non-DMR
chr1	336665	337806	9	-0.06	non-DMR
chr1	338657	339159	4	-0.007	non-DMR
chr1	340545	341566	5	0.055	non-DMR
chr1	342895	343284	4	-0.044	non-DMR
chr1	347713	348182	4	-0.006	non-DMR
chr1	350998	351068	4	0.013	non-DMR
chr1	353943	354014	4	-0.051	non-DMR
chr1	355789	356707	5	0.26	good-DMR
chr1	360941	361963	4	0.099	non-DMR
chr1	362849	363884	6	-0.058	non-DMR
chr1	365221	365287	4	0.013	non-DMR
chr1	367719	368462	4	0.03	non-DMR
chr1	369806	370866	6	0.064	non-DMR
chr1	372713	373596	4	0.024	non-DMR
chr1	378381	379150	4	-0.054	non-DMR
chr1	382773	383620	5	0.37	good-DMR
chr1	385066	386226	7	0.368	good-DMR
chr1	387517	388263	4	-0.045	non-DMR
chr1	389227	389325	4	-0.042	non-DMR
chr1	397930	398014	4	0.033	non-DMR
chr1	400095	400156	4	0.088	non-DMR
chr1	403157	403249	4	0.022	non-DMR
chr1	407778	408824	6	0.281	good-DMR
chr1	410188	411072	4	-0.055	non-DMR
chr1	412646	412726	4	-0.051	non-DMR
chr1	415022	415609	4	-0.007	non-DMR
chr1	418290	418873	4	0.054	non-DMR
chr1	420983	421024	4	-0.09	non-DMR
chr1	424598	425288	4	-0.049	non-DMR
chr1	426801	426911	4	0.005	non-DMR
chr1	428530	429618	4	0.035	non-DMR
chr1	431442	432380	6	0.334	good-DMR
chr1	437045	437109	4	0.06	non-DMR
chr1	438836	438908	4	-0.074	non-DMR
chr1	440737	441717	35	-0.346	good-DMR
chr1	446139	446219	4	-0.05	non-DMR
chr1	460198	460818	4	0.079	non-DMR
chr1	470184	471188	7	-0.047	non-DMR
chr1	487420	487470	4	0.062	non-DMR
chr1	491897	491993	4	0.034	non-DMR
