chr	start	end	coverage	methylation_level
chr1	100011	100012	30	0.8932
chr1	100019	100020	30	0.8843
chr1	100030	100031	27	0.776
chr1	100045	100046	32	0.6663
chr1	100052	100053	23	0.7134
chr1	100059	100060	30	0.6722
chr1	100063	100064	30	0.7459
chr1	100107	100108	31	0.7179
chr1	100173	100174	30	0.7913
chr1	100185	100186	34	0.6835
chr1	100201	100202	21	0.4936
chr1	100210	100211	26	0.5126
chr1	100220	100221	29	0.8064
chr1	100226	100227	23	0.5714
chr1	100231	100232	31	0.6168
chr1	100237	100238	30	0.5459
chr1	100247	100248	25	0.8079
chr1	100251	100252	36	0.7925
chr1	100296	100297	35	0.6663
chr1	100310	100311	34	0.8828
chr1	100322	100323	33	0.8817
chr1	100332	100333	29	0.8445
chr1	100341	100342	33	0.9116
chr1	100347	100348	28	0.761
chr1	100351	100352	27	0.6604
chr1	100357	100358	34	0.7973
chr1	100365	100366	28	0.8655
chr1	100372	100373	28	0.819
chr1	100402	100403	24	0.9439
chr1	100424	100425	31	0.7476
chr1	100447	100448	23	0.1495
chr1	100451	100452	31	0.0935
chr1	100461	100462	34	0.275
chr1	100470	100471	30	0.0364
chr1	100479	100480	33	0.2745
chr1	100492	100493	32	0.2871
chr1	100499	100500	30	0.2493
chr1	100502	100503	30	0.0968
chr1	100517	100518	31	0.2012
chr1	100541	100542	41	0.2163
chr1	100557	100558	33	0.1394
chr1	100583	100584	23	0.2351
chr1	100627	100628	26	0.0901
chr1	100634	100635	31	0.1769
chr1	100643	100644	32	0.089
chr1	100650	100651	36	0.1703
chr1	100663	100664	29	0.1128
chr1	100677	100678	28	0.2766
chr1	100692	100693	25	0.1041
chr1	100730	100731	33	0.1523
chr1	100777	100778	26	0.2242
chr1	100782	100783	28	0.1356
chr1	100793	100794	39	0.3649
chr1	100796	100797	25	0.1545
chr1	100802	100803	32	0.3392
chr1	100813	100814	34	0.1159
chr1	100818	100819	33	0.0381
chr1	100827	100828	29	0.0841
chr1	100847	100848	27	0.1649
chr1	100871	100872	35	0.0783
chr1	100925	100926	19	0.1131
chr1	100957	100958	35	0.0
chr1	100984	100985	28	0.7548
chr1	100989	100990	37	0.6953
chr1	101004	101005	23	0.7958
chr1	101012	101013	35	0.8796
chr1	101017	101018	31	0.6026
chr1	101026	101027	33	0.7813
chr1	101032	101033	28	0.6136
chr1	101034	101035	25	0.7549
chr1	101069	101070	22	0.9019
chr1	101085	101086	27	0.9435
chr1	101116	101117	25	0.6485
chr1	101131	101132	30	0.8254
chr1	101138	101139	26	0.7029
chr1	101142	101143	27	0.5483
chr1	101148	101149	22	0.7094
chr1	101154	101155	27	0.6736
chr1	101168	101169	32	0.7186
chr1	101211	101212	29	0.8463
chr1	101221	101222	30	0.6852
chr1	101227	101228	21	0.5533
chr1	101259	101260	28	0.2537
chr1	101264	101265	26	0.2536
chr1	101268	101269	26	0.2786
chr1	101276	101277	20	0.2662
chr1	101281	101282	22	0.2448
chr1	101293	101294	26	0.3933
chr1	101297	101298	29	0.1286
chr1	101301	101302	35	0.2594
chr1	101308	101309	30	0.21
chr1	101310	101311	39	0.2322
chr1	101360	101361	28	0.1679
chr1	101406	101407	31	0.1609
chr1	101418	101419	31	0.6438
chr1	101423	101424	30	0.8628
chr1	101429	101430	37	0.647
chr1	101444	101445	31	0.7238
chr1	101453	101454	25	0.698
chr1	101459	101460	29	0.6365
chr1	101468	101469	35	0.7218
chr1	101498	101499	34	0.7256
chr1	101514	101515	25	0.8874
chr1	101558	101559	31	0.7498
chr1	101592	101593	28	0.3649
chr1	101599	101600	27	0.362
chr1	101607	101608	29	0.343
chr1	101614	101615	30	0.2286
chr1	101622	101623	30	0.2147
chr1	101628	101629	28	0.1484
chr1	101633	101634	29	0.2074
chr1	101641	101642	32	0.3566
chr1	101642	101643	38	0.3741
chr1	101668	101669	29	0.2408
chr1	101762	101763	28	0.1477
chr1	101795	101796	24	0.166
chr1	101802	101803	29	0.0368
chr1	101805	101806	27	0.1081
chr1	101815	101816	23	0.1142
chr1	101824	101825	34	0.2175
chr1	101831	101832	31	0.0613
chr1	101845	101846	28	0.0481
chr1	101860	101861	33	0.1895
chr1	101882	101883	36	0.0459
chr1	101938	101939	30	0.0626
chr1	101946	101947	24	0.0949
chr1	101951	101952	25	0.5593
chr1	101955	101956	28	0.6328
chr1	101966	101967	28	0.6853
chr1	101978	101979	31	0.5446
chr1	101984	101985	31	0.4517
