chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101510	101925	4	0.013	non-DMR
chr1	104061	104192	4	0.044	non-DMR
chr1	111891	112417	4	0.056	non-DMR
chr1	115831	116364	21	-0.295	good-DMR
chr1	117897	118239	4	-0.036	non-DMR
chr1	119570	119635	4	-0.062	non-DMR
chr1	126017	126483	3	-0.09	non-DMR
chr1	127129	127555	2	-0.052	non-DMR
chr1	128593	129112	21	0.337	good-DMR
chr1	130487	130593	4	-0.006	non-DMR
chr1	132341	132836	4	-0.093	non-DMR
chr1	133730	133810	4	0.003	non-DMR
chr1	136002	136053	4	0.002	non-DMR
chr1	137359	137745	3	0.017	non-DMR
chr1	148573	149023	21	0.271	good-DMR
chr1	152391	152749	4	-0.03	non-DMR
chr1	159454	159512	4	-0.031	non-DMR
chr1	161285	161383	4	-0.042	non-DMR
chr1	162911	162987	4	-0.033	non-DMR
chr1	164112	164534	4	0.015	non-DMR
chr1	165372	165456	4	0.052	non-DMR
chr1	167277	167360	4	-0.001	non-DMR
chr1	172700	173107	6	-0.041	non-DMR
chr1	174611	175060	4	-0.027	non-DMR
chr1	176341	176432	4	-0.009	non-DMR
chr1	177933	178214	4	-0.041	non-DMR
chr1	178966	179010	4	0.06	non-DMR
chr1	181068	181164	4	-0.005	non-DMR
chr1	182162	182277	4	0.027	non-DMR
chr1	183858	184309	4	-0.037	non-DMR
chr1	185917	186370	4	-0.024	non-DMR
chr1	188308	188797	3	-0.06	non-DMR
chr1	189471	189910	3	0.09	non-DMR
chr1	191252	191304	4	0.032	non-DMR
chr1	193489	193592	4	0.085	non-DMR
chr1	194866	195407	5	0.198	good-DMR
chr1	196505	196570	4	-0.025	non-DMR
chr1	200087	200143	4	-0.03	non-DMR
chr1	201358	201398	4	0.034	non-DMR
chr1	203845	203891	4	-0.009	non-DMR
chr1	205673	206096	19	0.193	good-DMR
chr1	207105	207189	4	-0.042	non-DMR
chr1	216862	216939	4	0.018	non-DMR
chr1	219679	220179	4	-0.006	non-DMR
chr1	223264	223821	26	0.286	good-DMR
chr1	225493	225971	4	0.018	non-DMR
chr1	228981	229073	4	-0.073	non-DMR
chr1	230148	230678	4	-0.068	non-DMR
chr1	233036	233565	3	-0.03	non-DMR
chr1	237438	237862	4	0.064	non-DMR
chr1	238661	238736	4	-0.076	non-DMR
chr1	239844	239906	4	-0.032	non-DMR
chr1	247765	248240	20	0.123	inconsistent-DMR
chr1	253314	253705	5	-0.056	non-DMR
chr1	254830	254883	4	-0.027	non-DMR
chr1	258647	259124	4	-0.041	non-DMR
chr1	262702	263320	25	-0.278	good-DMR
chr1	264190	264729	3	0.058	non-DMR
chr1	265770	265872	4	0.066	non-DMR
chr1	266865	267352	6	0.053	non-DMR
chr1	268828	268859	4	0.031	non-DMR
chr1	270818	270920	4	0.066	non-DMR
chr1	274507	275038	4	-0.066	non-DMR
chr1	280398	280457	4	0.052	non-DMR
chr1	282723	283270	28	-0.224	good-DMR
chr1	285235	285753	4	0.013	non-DMR
chr1	289173	289256	4	0.016	non-DMR
chr1	293044	293506	21	0.226	good-DMR
chr1	304433	304885	3	0.056	non-DMR
chr1	307301	307886	5	0.226	good-DMR
chr1	309266	309675	17	0.252	good-DMR
chr1	311473	311867	3	0.019	non-DMR
chr1	314630	315145	4	0.005	non-DMR
chr1	317686	317791	4	-0.064	non-DMR
chr1	318938	319421	5	0.232	good-DMR
chr1	322954	323372	4	0.004	non-DMR
chr1	324824	324871	4	0.031	non-DMR
chr1	327308	327396	4	-0.092	non-DMR
chr1	329558	330019	3	-0.077	non-DMR
chr1	331067	331128	7	-0.283	sub-DMR
chr1	336009	336100	4	-0.036	non-DMR
chr1	341451	341874	4	-0.019	non-DMR
chr1	344715	345194	4	0.009	non-DMR
chr1	346226	346298	4	0.048	non-DMR
chr1	356657	357122	3	0.016	non-DMR
chr1	359109	359638	22	0.214	good-DMR
chr1	361453	361583	4	-0.021	non-DMR
chr1	363020	363119	4	0.003	non-DMR
chr1	367475	367976	4	0.029	non-DMR
chr1	369896	370423	3	-0.067	non-DMR
chr1	371506	372007	4	-0.022	non-DMR
chr1	373765	373876	4	0.02	non-DMR
chr1	374885	374957	4	-0.072	non-DMR
chr1	382072	382558	5	0.078	non-DMR
chr1	384560	384968	3	-0.036	non-DMR
chr1	387966	388060	4	0.013	non-DMR
chr1	391079	391511	5	0.21	good-DMR
chr1	394159	394582	2	-0.097	non-DMR
chr1	396433	396501	4	-0.072	non-DMR
chr1	397499	397627	4	0.071	non-DMR
chr1	400946	401350	4	0.031	non-DMR
chr1	401957	402467	5	0.24	good-DMR
chr1	403483	403585	4	-0.003	non-DMR
chr1	407112	407655	4	-0.015	non-DMR
chr1	409409	409461	4	-0.043	non-DMR
chr1	414073	414530	4	-0.008	non-DMR
chr1	415240	415774	4	-0.046	non-DMR
chr1	418612	419131	4	-0.049	non-DMR
chr1	422165	422204	4	0.001	non-DMR
chr1	425682	425780	4	-0.066	non-DMR
chr1	427901	428334	4	0.003	non-DMR
chr1	429957	430045	4	-0.073	non-DMR
chr1	431744	432264	4	-0.08	non-DMR
chr1	436418	436501	4	-0.048	non-DMR
chr1	438527	439049	22	0.235	good-DMR
chr1	440377	440922	3	0.008	non-DMR
chr1	446550	447003	21	-0.256	good-DMR
chr1	449953	450506	25	0.3	good-DMR
chr1	452879	452997	4	0.013	non-DMR
chr1	455109	455644	4	-0.065	non-DMR
chr1	459839	460431	4	-0.011	non-DMR
chr1	463786	464032	4	-0.047	non-DMR
chr1	465517	465939	14	-0.018	non-DMR
chr1	467936	468042	4	-0.051	non-DMR
chr1	469637	470185	5	0.306	sub-DMR
chr1	471537	472012	23	0.314	good-DMR
