chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100087	4	0.022	non-DMR
chr1	106925	107024	4	0.035	non-DMR
chr1	109864	111063	55	0.3	good-DMR
chr1	116968	117592	4	0.059	non-DMR
chr1	119865	120742	5	-0.014	non-DMR
chr1	122981	123544	4	-0.006	non-DMR
chr1	125735	125783	4	-0.021	non-DMR
chr1	128163	128187	4	-0.028	non-DMR
chr1	132469	133231	4	-0.024	non-DMR
chr1	141983	142577	4	-0.03	non-DMR
chr1	144535	144617	4	-0.044	non-DMR
chr1	147261	147312	4	0.017	non-DMR
chr1	149665	150661	5	0.411	good-DMR
chr1	154067	155035	5	-0.334	good-DMR
chr1	167436	167493	4	-0.004	non-DMR
chr1	169340	170168	4	0.073	non-DMR
chr1	172746	173722	6	0.22	good-DMR
chr1	175296	176362	6	0.402	notable-DMR
chr1	177557	178419	5	0.292	good-DMR
chr1	179561	180502	4	0.053	non-DMR
chr1	182301	183240	8	0.261	good-DMR
chr1	185062	185847	4	0.007	non-DMR
chr1	191124	191184	4	0.037	non-DMR
chr1	193059	193416	4	0.093	non-DMR
chr1	195409	196391	4	0.059	non-DMR
chr1	198350	199405	48	0.316	good-DMR
chr1	199961	200932	5	0.232	good-DMR
chr1	201537	202242	4	0.073	non-DMR
chr1	204563	205351	4	-0.078	non-DMR
chr1	210018	210075	4	0.025	non-DMR
chr1	213117	213215	4	-0.038	non-DMR
chr1	215692	215740	4	0.016	non-DMR
chr1	217857	218799	4	-0.041	non-DMR
chr1	230291	231144	5	0.033	non-DMR
chr1	232548	232983	4	0.018	non-DMR
chr1	234130	235031	4	0.012	non-DMR
chr1	244600	245420	5	-0.054	non-DMR
chr1	247239	248016	4	-0.057	non-DMR
chr1	254643	255662	7	0.357	good-DMR
chr1	256230	256283	4	-0.009	non-DMR
chr1	258138	259024	4	-0.062	non-DMR
chr1	259777	260802	35	0.248	good-DMR
chr1	264226	264328	4	-0.007	non-DMR
chr1	266221	266328	4	0.036	non-DMR
chr1	271995	272056	4	-0.048	non-DMR
chr1	274325	274430	4	-0.094	non-DMR
chr1	279427	280269	5	0.108	good-DMR
chr1	284186	284269	4	-0.095	non-DMR
chr1	302051	302147	4	0.013	non-DMR
chr1	310790	311542	33	0.345	good-DMR
chr1	322714	323669	37	-0.258	good-DMR
chr1	324218	324788	4	-0.045	non-DMR
chr1	327171	328319	6	-0.19	good-DMR
chr1	334936	335009	4	-0.044	non-DMR
chr1	342782	343935	49	0.298	good-DMR
chr1	347239	347289	4	0.012	non-DMR
chr1	351502	352454	33	0.336	good-DMR
chr1	354215	355136	5	0.187	good-DMR
chr1	356187	356811	4	0.009	non-DMR
chr1	358579	359633	5	0.009	non-DMR
chr1	365350	366414	5	0.256	good-DMR
chr1	368397	369107	5	0.056	non-DMR
chr1	370779	370855	4	0.087	non-DMR
chr1	373056	373936	7	0.282	good-DMR
chr1	375761	376577	6	-0.036	non-DMR
chr1	377786	378564	4	-0.086	non-DMR
chr1	389892	390008	4	0.047	non-DMR
chr1	400269	401292	6	0.251	good-DMR
chr1	402872	403716	8	0.232	good-DMR
chr1	408140	409159	5	-0.029	non-DMR
chr1	414097	415089	5	-0.036	non-DMR
chr1	423404	424260	5	-0.242	good-DMR
chr1	425285	425347	4	0.007	non-DMR
chr1	426846	426963	4	0.009	non-DMR
chr1	439832	440646	5	-0.05	non-DMR
chr1	441706	442745	6	0.366	good-DMR
chr1	444072	444959	5	0.058	non-DMR
chr1	445728	446276	4	-0.004	non-DMR
chr1	447388	448107	4	0.088	non-DMR
chr1	449416	449484	4	-0.094	non-DMR
chr1	451236	452402	4	0.09	non-DMR
