chr	start	end	coverage	methylation_level
chr1	100011	100012	29	0.5116
chr1	100039	100040	20	0.4686
chr1	100080	100081	25	0.5321
chr1	100130	100131	30	0.5239
chr1	100157	100158	26	0.3911
chr1	100184	100185	22	0.4469
chr1	100234	100235	18	0.398
chr1	100273	100274	26	0.5425
chr1	100348	100349	26	0.5327
chr1	100448	100449	34	0.5387
chr1	100524	100525	31	0.5821
chr1	100574	100575	23	0.5772
chr1	100610	100611	26	0.4843
chr1	100626	100627	23	0.9173
chr1	100646	100647	20	0.7808
chr1	100686	100687	35	0.7835
chr1	100709	100710	34	0.7631
chr1	100724	100725	37	0.7868
chr1	100760	100761	33	0.8538
chr1	100796	100797	32	0.8022
chr1	100818	100819	27	0.9377
chr1	100840	100841	34	0.8604
chr1	100856	100857	38	0.8779
chr1	100887	100888	21	0.9074
chr1	100987	100988	34	0.8107
chr1	101046	101047	33	0.7341
chr1	101118	101119	33	0.7852
chr1	101142	101143	25	0.9955
chr1	101708	101709	29	0.7415
chr1	101729	101730	24	0.8197
chr1	101744	101745	27	0.9853
chr1	101773	101774	26	0.8569
chr1	101805	101806	26	0.7378
chr1	101827	101828	30	0.952
chr1	101844	101845	32	0.881
chr1	101874	101875	30	0.7073
chr1	101919	101920	22	0.8814
chr1	101935	101936	36	1.0
chr1	101972	101973	31	0.9156
chr1	102043	102044	16	1.0
chr1	102111	102112	37	0.92
chr1	102211	102212	30	0.7525
chr1	102227	102228	30	0.8086
chr1	102263	102264	22	0.8614
chr1	102295	102296	30	0.8353
chr1	102332	102333	26	0.6997
chr1	102382	102383	26	0.7857
chr1	102403	102404	29	0.7583
chr1	102433	102434	28	0.8315
chr1	102483	102484	27	0.9641
chr1	102498	102499	31	0.8458
chr1	102525	102526	24	0.8329
chr1	102566	102567	35	0.9305
chr1	102595	102596	33	0.9462
chr1	102608	102609	36	0.9121
chr1	102682	102683	30	0.6976
chr1	102782	102783	34	0.8171
chr1	102832	102833	27	0.9197
chr1	102834	102835	32	0.6681
chr1	102922	102923	26	0.7985
chr1	102961	102962	30	0.344
chr1	103007	103008	36	0.1701
chr1	103037	103038	27	0.2895
chr1	103062	103063	35	0.0746
chr1	103081	103082	20	0.2166
chr1	103131	103132	29	0.301
chr1	103146	103147	34	0.1649
chr1	103169	103170	22	0.0331
chr1	103175	103176	21	0.2411
chr1	103275	103276	26	0.258
chr1	103375	103376	30	0.4869
chr1	103387	103388	32	0.0886
chr1	103437	103438	25	0.8272
chr1	103460	103461	29	0.914
chr1	103475	103476	27	0.703
chr1	103490	103491	34	0.4587
chr1	103512	103513	24	0.9427
chr1	103538	103539	35	0.9055
chr1	103581	103582	25	0.7296
chr1	103596	103597	25	0.6586
