chr1	100005	0.7832	36
chr1	100046	0.7684	33
chr1	100096	0.9116	26
chr1	100123	0.8885	19
chr1	100150	0.9052	28
chr1	100200	0.9439	33
chr1	100244	0.8692	27
chr1	100268	0.9326	32
chr1	100307	0.7681	35
chr1	100331	0.993	26
chr1	100355	0.9555	19
chr1	100389	0.7778	28
chr1	100404	0.8626	26
chr1	100419	0.8705	36
chr1	100442	0.8914	32
chr1	100460	0.8168	22
chr1	100495	0.9359	28
chr1	100514	0.8032	30
chr1	100529	0.8567	32
chr1	100629	0.9383	41
chr1	100716	0.91	27
chr1	100816	1.0	36
chr1	100866	0.8988	29
chr1	100938	0.8842	22
chr1	101038	0.8912	29
chr1	101074	0.8095	35
chr1	101182	0.9071	20
chr1	101194	0.9485	32
chr1	101250	0.9208	33
chr1	101344	0.8904	33
chr1	101380	0.8399	29
chr1	101386	0.0	23
chr1	101425	0.1724	31
chr1	101464	0.2161	38
chr1	101481	0.1171	35
chr1	101529	0.3332	29
chr1	101544	0.1732	33
chr1	101594	0.204	37
chr1	101610	0.1378	26
chr1	101637	0.091	32
chr1	101687	0.0474	27
chr1	101719	0.1776	29
chr1	101764	0.0735	32
chr1	101805	0.0	33
chr1	101808	0.143	35
chr1	101908	0.009	28
chr1	101984	0.197	23
chr1	102084	0.1273	27
chr1	102134	0.0999	29
chr1	102188	0.1979	30
chr1	102314	0.1233	34
chr1	102356	0.0786	22
chr1	102456	0.2065	37
chr1	102472	0.0855	28
chr1	102478	0.2038	28
chr1	102498	0.2625	31
chr1	102504	0.1119	35
chr1	102620	0.2002	28
chr1	102636	0.1988	39
chr1	102684	0.1049	31
chr1	102715	0.2478	32
chr1	102749	0.2791	33
chr1	102799	0.2405	29
chr1	102838	0.1579	21
chr1	102877	0.0986	30
chr1	102927	0.1932	29
chr1	102952	0.1676	28
chr1	102972	0.3392	31
chr1	102990	0.104	26
chr1	103005	0.2432	28
chr1	103055	0.16	29
chr1	103072	0.3445	26
chr1	103099	0.387	36
chr1	103103	0.3494	25
chr1	103203	0.3997	38
chr1	103303	0.2319	28
chr1	103403	0.2856	36
chr1	103473	0.31	27
chr1	103563	0.1026	28
chr1	103597	0.2532	29
chr1	103612	0.7491	31
chr1	103638	0.898	30
chr1	103653	0.726	30
chr1	103690	0.7671	31
chr1	103723	0.8851	32
chr1	103757	0.8405	28
chr1	103804	0.8545	31
chr1	103854	0.8204	31
chr1	103879	0.7445	26
chr1	103917	0.6755	31
chr1	103952	0.7376	35
chr1	103988	0.6781	26
chr1	104025	0.8607	29
chr1	104075	0.7048	30
chr1	104151	0.7656	19
chr1	104201	0.9417	28
chr1	104267	0.8559	26
chr1	104367	0.9146	20
chr1	104467	0.745	28
chr1	104541	0.871	30
chr1	104563	0.7721	28
chr1	104607	0.5719	21
chr1	104629	0.6829	35
chr1	104659	0.6537	29
chr1	104688	0.7125	27
chr1	104703	0.5171	32
chr1	104722	0.7561	27
chr1	104745	0.7054	31
chr1	104760	0.6257	37
chr1	104791	0.6426	22
chr1	104817	0.7223	30
chr1	104832	0.6829	30
chr1	104869	0.6311	35
chr1	104912	0.5705	21
chr1	104946	0.633	32
chr1	104972	0.5789	32
chr1	105012	0.6549	22
chr1	105054	0.6165	25
