chr	start	end	CpG_count	mean_delta_methylation	category
chr1	104865	104927	4	0.057	non-DMR
chr1	107900	108000	4	0.079	non-DMR
chr1	111588	112648	6	0.026	non-DMR
chr1	120388	121480	5	0.251	good-DMR
chr1	122374	122484	4	-0.033	non-DMR
chr1	127126	128118	5	0.191	good-DMR
chr1	129107	129993	7	-0.049	non-DMR
chr1	134654	135641	4	-0.02	non-DMR
chr1	137560	138351	4	0.01	non-DMR
chr1	139114	139175	4	-0.01	non-DMR
chr1	145080	145162	4	-0.001	non-DMR
chr1	147035	148035	4	0.052	non-DMR
chr1	150066	150911	5	0.155	good-DMR
chr1	159715	160348	4	0.025	non-DMR
chr1	163825	164621	4	0.011	non-DMR
chr1	175339	176368	4	-0.003	non-DMR
chr1	179743	180816	5	0.037	non-DMR
chr1	181978	182554	4	0.017	non-DMR
chr1	186792	187875	6	-0.003	non-DMR
chr1	196213	197012	4	0.02	non-DMR
chr1	202016	202855	4	-0.044	non-DMR
chr1	203777	203838	4	-0.093	non-DMR
chr1	208284	209367	5	0.01	non-DMR
chr1	217023	217112	4	-0.1	non-DMR
chr1	221730	222650	36	0.227	good-DMR
chr1	223718	224589	31	0.2	good-DMR
chr1	228109	228125	4	0.008	non-DMR
chr1	230631	231400	4	0.092	non-DMR
chr1	234605	234957	4	-0.061	non-DMR
chr1	239235	240400	7	-0.033	non-DMR
chr1	244502	245645	6	0.129	good-DMR
chr1	248581	249304	4	-0.015	non-DMR
chr1	252852	253873	4	0.01	non-DMR
chr1	256353	257135	4	0.025	non-DMR
chr1	258587	259413	4	-0.052	non-DMR
chr1	263587	264410	4	0.049	non-DMR
chr1	272837	272903	4	-0.085	non-DMR
chr1	275847	276933	4	0.073	non-DMR
chr1	277523	277622	4	0.024	non-DMR
chr1	280267	280382	4	-0.001	non-DMR
chr1	284281	285107	5	0.044	non-DMR
chr1	286487	286554	4	0.092	non-DMR
chr1	292386	292469	4	-0.005	non-DMR
chr1	294408	294508	4	0.055	non-DMR
chr1	297863	297926	4	-0.014	non-DMR
chr1	300575	301456	4	0.045	non-DMR
chr1	302984	303064	4	0.026	non-DMR
chr1	311128	312165	4	0.041	non-DMR
chr1	319609	319704	4	-0.024	non-DMR
chr1	321249	322145	6	0.332	good-DMR
chr1	327249	328095	4	0.025	non-DMR
chr1	330129	330228	4	0.054	non-DMR
chr1	332428	333210	4	0.092	non-DMR
chr1	337243	338155	35	-0.255	good-DMR
chr1	339650	340505	33	0.26	good-DMR
chr1	341469	341850	4	-0.009	non-DMR
chr1	343320	344258	4	0.034	non-DMR
chr1	347504	348172	4	-0.002	non-DMR
chr1	352661	352758	4	0.059	non-DMR
chr1	354293	355160	4	0.012	non-DMR
chr1	358937	359488	4	-0.033	non-DMR
chr1	364682	365552	5	0.252	good-DMR
chr1	366180	366752	4	-0.001	non-DMR
chr1	367983	368947	6	-0.268	good-DMR
chr1	371601	372518	8	0.036	non-DMR
chr1	373940	374020	4	0.08	non-DMR
chr1	378203	379138	5	0.272	good-DMR
chr1	382215	382321	4	0.016	non-DMR
chr1	383963	384035	4	-0.016	non-DMR
chr1	386830	386881	4	-0.053	non-DMR
chr1	391973	392048	4	-0.09	non-DMR
chr1	395937	396008	4	0.087	non-DMR
chr1	400511	401469	34	-0.261	good-DMR
chr1	405524	406367	6	0.014	non-DMR
chr1	407177	407313	4	0.1	non-DMR
chr1	410641	411567	6	0.02	non-DMR
chr1	414960	415022	4	0.016	non-DMR
chr1	416590	416656	4	-0.069	non-DMR
chr1	418659	419622	5	0.257	notable-DMR
chr1	424817	424882	4	-0.033	non-DMR
chr1	427473	427553	4	-0.008	non-DMR
chr1	429265	430024	4	0.035	non-DMR
chr1	435556	436392	39	0.29	good-DMR
