chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102578	5	0.216	good-DMR
chr1	106926	107988	38	0.34	good-DMR
chr1	108918	110009	4	0.076	non-DMR
chr1	113007	113945	4	0.019	non-DMR
chr1	115054	115992	5	-0.045	non-DMR
chr1	128045	128164	4	0.039	non-DMR
chr1	129474	129521	4	-0.06	non-DMR
chr1	131388	131989	4	-0.051	non-DMR
chr1	135868	136948	6	0.549	good-DMR
chr1	140490	140577	4	0.055	non-DMR
chr1	145019	146019	4	0.042	non-DMR
chr1	147277	148174	37	0.321	good-DMR
chr1	148964	149056	4	-0.095	non-DMR
chr1	154650	155509	34	0.394	good-DMR
chr1	159478	160360	5	0.499	good-DMR
chr1	160958	161873	39	0.277	good-DMR
chr1	163241	164155	5	-0.483	good-DMR
chr1	166161	167206	47	-0.437	good-DMR
chr1	173923	175009	47	-0.45	good-DMR
chr1	175744	176675	38	-0.34	good-DMR
chr1	178496	179648	7	-0.008	non-DMR
chr1	180556	181386	5	0.516	notable-DMR
chr1	187263	188373	47	-0.482	good-DMR
chr1	191993	193053	5	0.468	good-DMR
chr1	196799	197768	41	-0.355	good-DMR
chr1	198897	199854	6	-0.001	non-DMR
chr1	204074	205137	8	0.07	non-DMR
chr1	208145	208252	4	-0.003	non-DMR
chr1	212620	212709	4	-0.013	non-DMR
chr1	214567	215531	8	0.464	good-DMR
chr1	216696	217428	4	0.093	non-DMR
chr1	221301	221343	4	-0.044	non-DMR
chr1	226765	227556	4	0.063	non-DMR
chr1	230412	231281	5	0.221	good-DMR
chr1	239689	240799	6	-0.01	non-DMR
chr1	243730	243827	4	-0.015	non-DMR
chr1	248451	249566	5	0.387	good-DMR
chr1	250943	251939	4	0.09	non-DMR
chr1	252699	253641	40	0.503	good-DMR
chr1	254493	254584	4	-0.086	non-DMR
chr1	259854	260910	45	0.207	good-DMR
chr1	262702	263260	4	0.017	non-DMR
chr1	264564	265370	4	-0.061	non-DMR
chr1	267409	267529	4	-0.035	non-DMR
chr1	269381	270327	4	0.022	non-DMR
chr1	271489	271579	4	-0.023	non-DMR
chr1	273500	274354	45	0.363	good-DMR
chr1	277822	278728	40	-0.542	good-DMR
chr1	279364	280440	7	-0.058	non-DMR
chr1	281807	281905	4	0.033	non-DMR
chr1	283731	284265	4	-0.021	non-DMR
chr1	286481	287457	37	0.277	good-DMR
chr1	290248	291380	6	0.02	non-DMR
chr1	292122	293095	4	-0.057	non-DMR
chr1	294361	295464	45	0.391	good-DMR
chr1	301371	302323	4	-0.004	non-DMR
chr1	303704	304588	30	0.423	good-DMR
chr1	306443	306566	4	-0.01	non-DMR
chr1	310817	311399	4	-0.074	non-DMR
chr1	313115	314109	5	-0.342	good-DMR
chr1	314948	314991	4	0.064	non-DMR
chr1	319884	320623	4	-0.055	non-DMR
chr1	326350	327214	4	-0.008	non-DMR
chr1	328175	328266	4	0.099	non-DMR
chr1	330963	331922	36	0.488	good-DMR
chr1	333044	333116	4	0.019	non-DMR
chr1	338471	339375	4	0.042	non-DMR
