chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102658	40	0.244	good-DMR
chr1	105758	106696	5	-0.011	non-DMR
chr1	107549	107637	4	0.092	non-DMR
chr1	116091	116645	4	0.06	non-DMR
chr1	118936	119528	4	0.035	non-DMR
chr1	120810	120888	4	0.082	non-DMR
chr1	122606	122691	4	-0.019	non-DMR
chr1	126811	126903	4	0.089	non-DMR
chr1	129258	130182	7	0.067	non-DMR
chr1	130859	130949	4	0.015	non-DMR
chr1	135665	136459	4	-0.026	non-DMR
chr1	139666	140529	5	-0.194	good-DMR
chr1	142473	143128	4	-0.027	non-DMR
chr1	145860	146608	4	0.006	non-DMR
chr1	148410	149311	4	0.005	non-DMR
chr1	150674	151659	6	-0.227	good-DMR
chr1	153478	153561	4	0.062	non-DMR
chr1	165426	165518	4	0.023	non-DMR
chr1	172252	173081	4	-0.046	non-DMR
chr1	174757	175527	4	0.041	non-DMR
chr1	181329	182096	4	0.047	non-DMR
chr1	186333	187176	4	0.014	non-DMR
chr1	190120	190208	4	0.018	non-DMR
chr1	192125	193087	4	-0.057	non-DMR
chr1	197434	197547	4	-0.013	non-DMR
chr1	199038	199806	4	-0.042	non-DMR
chr1	204699	205521	3	-0.05	non-DMR
chr1	209937	210956	5	0.034	non-DMR
chr1	214920	215015	4	0.035	non-DMR
chr1	223859	224741	5	0.031	non-DMR
chr1	225943	226888	4	0.043	non-DMR
chr1	227507	228017	4	0.021	non-DMR
chr1	234621	234704	4	0.008	non-DMR
chr1	245598	246569	4	-0.076	non-DMR
chr1	248377	248434	4	-0.022	non-DMR
chr1	250740	251626	4	-0.01	non-DMR
chr1	253044	253086	4	0.034	non-DMR
chr1	258161	259112	6	-0.182	good-DMR
chr1	260327	261082	4	-0.042	non-DMR
chr1	262079	263139	6	0.001	non-DMR
chr1	267802	268780	6	0.226	good-DMR
chr1	270674	271480	4	0.06	non-DMR
chr1	272707	273639	4	-0.029	non-DMR
chr1	274715	275599	4	0.018	non-DMR
chr1	276613	277609	5	0.033	non-DMR
chr1	284457	285440	5	0.089	good-DMR
chr1	299039	299843	4	0.048	non-DMR
chr1	303225	304041	4	-0.024	non-DMR
chr1	305980	306052	4	0.016	non-DMR
chr1	308100	309051	5	0.089	good-DMR
chr1	314941	315030	4	0.09	non-DMR
chr1	317593	318599	5	0.069	non-DMR
chr1	319431	319558	4	0.01	non-DMR
chr1	322063	322909	4	0.036	non-DMR
chr1	330947	331788	4	0.019	non-DMR
chr1	333503	334230	4	0.029	non-DMR
chr1	340514	341463	6	0.177	good-DMR
chr1	344872	345678	6	0.016	non-DMR
chr1	349051	350023	4	-0.01	non-DMR
chr1	352813	352926	4	0.023	non-DMR
chr1	357402	358350	5	-0.042	non-DMR
chr1	360286	361100	4	-0.046	non-DMR
chr1	364948	365433	4	0.019	non-DMR
chr1	370520	370579	4	0.035	non-DMR
chr1	377585	377611	4	-0.087	non-DMR
chr1	382707	382767	4	0.028	non-DMR
chr1	385637	385736	4	0.037	non-DMR
chr1	387810	388429	4	-0.037	non-DMR
chr1	392792	392863	4	0.045	non-DMR
chr1	394514	395556	6	0.071	non-DMR
chr1	396936	398014	38	0.235	good-DMR
chr1	399606	399641	4	-0.098	non-DMR
chr1	401716	401772	4	0.079	non-DMR
chr1	407081	407708	4	0.022	non-DMR
chr1	408933	409050	4	0.095	non-DMR
chr1	413165	413282	4	-0.003	non-DMR
chr1	414906	414945	4	-0.024	non-DMR
chr1	416534	416590	4	0.035	non-DMR
chr1	420279	421220	4	0.056	non-DMR
chr1	423255	423349	4	0.088	non-DMR
chr1	425230	426214	8	-0.009	non-DMR
chr1	430124	430186	4	0.008	non-DMR
chr1	434343	434454	4	0.029	non-DMR
chr1	435982	436672	4	-0.067	non-DMR
chr1	446698	447548	7	-0.008	non-DMR
chr1	450986	452200	6	0.051	non-DMR
chr1	462602	463188	4	0.054	non-DMR
chr1	465013	465921	5	0.353	good-DMR
chr1	467526	468432	5	-0.013	non-DMR
chr1	472879	473935	5	0.299	good-DMR
chr1	476300	477383	7	0.023	non-DMR
chr1	478039	478633	4	0.006	non-DMR
chr1	483695	483776	4	0.048	non-DMR
chr1	486466	486523	4	0.02	non-DMR
chr1	499071	499692	4	0.075	non-DMR
chr1	501469	502283	4	0.057	non-DMR
chr1	506311	506390	4	-0.004	non-DMR
chr1	510676	510801	4	0.018	non-DMR
chr1	518296	519276	5	-0.235	good-DMR
chr1	526757	526818	4	-0.034	non-DMR
chr1	530712	531665	5	0.05	non-DMR
chr1	533667	533733	4	-0.019	non-DMR
chr1	536025	536154	4	-0.032	non-DMR
chr1	538045	538600	4	0.056	non-DMR
chr1	540267	541202	4	-0.034	non-DMR
chr1	544080	545162	5	0.026	non-DMR
chr1	546896	547323	4	-0.034	non-DMR
chr1	554751	555548	4	-0.022	non-DMR
chr1	556631	556693	4	0.015	non-DMR
chr1	562343	562430	4	0.094	non-DMR
chr1	571490	571601	4	-0.016	non-DMR
chr1	573579	574595	5	-0.014	non-DMR
