chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100087	4	0.022	non-DMR
chr1	103038	103103	4	-0.045	non-DMR
chr1	108121	108930	4	0.069	non-DMR
chr1	110319	111185	4	-0.069	non-DMR
chr1	112266	113279	4	-0.001	non-DMR
chr1	114567	114615	4	0.07	non-DMR
chr1	116085	116150	4	0.006	non-DMR
chr1	118405	118489	4	-0.023	non-DMR
chr1	125315	125359	4	0.021	non-DMR
chr1	129953	130935	4	0.062	non-DMR
chr1	131939	132425	4	0.088	non-DMR
chr1	135742	136675	4	-0.074	non-DMR
chr1	137921	138042	4	-0.072	non-DMR
chr1	139776	140690	4	0.044	non-DMR
chr1	143140	143836	4	0.056	non-DMR
chr1	145119	146127	46	-0.174	inconsistent-DMR
chr1	147904	147986	4	-0.002	non-DMR
chr1	149828	150849	41	0.226	good-DMR
chr1	151400	152180	4	-0.026	non-DMR
chr1	153905	154493	4	-0.067	non-DMR
chr1	159225	160309	6	0.031	non-DMR
chr1	162891	163934	5	0.362	good-DMR
chr1	165091	166092	6	0.309	good-DMR
chr1	174206	174916	4	-0.063	non-DMR
chr1	176541	176608	4	-0.097	non-DMR
chr1	180921	181965	37	-0.274	good-DMR
chr1	183207	184146	7	0.382	good-DMR
chr1	185359	185471	4	0.012	non-DMR
chr1	190067	190111	4	-0.075	non-DMR
chr1	193469	194567	5	0.043	non-DMR
chr1	198059	198996	5	-0.008	non-DMR
chr1	200555	201533	4	0.065	non-DMR
chr1	203301	203349	4	0.069	non-DMR
chr1	205070	206183	48	-0.231	good-DMR
chr1	208920	209030	4	-0.079	non-DMR
chr1	210924	211706	6	-0.023	non-DMR
chr1	213667	214197	4	-0.056	non-DMR
chr1	217382	217501	4	0.004	non-DMR
chr1	230360	231391	6	0.13	inconsistent-DMR
chr1	237671	238524	5	0.539	good-DMR
chr1	241852	241952	4	0.019	non-DMR
chr1	246706	247716	4	0.0	non-DMR
chr1	248502	249482	4	-0.058	non-DMR
chr1	250187	250696	4	-0.06	non-DMR
chr1	262739	263337	4	0.016	non-DMR
chr1	265536	266496	5	0.333	good-DMR
chr1	268339	268643	4	-0.005	non-DMR
chr1	270840	270923	4	0.018	non-DMR
chr1	272686	272747	4	0.049	non-DMR
chr1	276222	276721	7	-0.382	sub-DMR
chr1	278424	279390	5	0.029	non-DMR
chr1	280104	280917	4	0.012	non-DMR
chr1	282744	283899	5	0.121	good-DMR
chr1	285133	285250	4	-0.027	non-DMR
chr1	287612	288657	6	0.068	non-DMR
chr1	298562	299494	4	0.038	non-DMR
chr1	302108	303211	7	0.274	good-DMR
chr1	309953	310552	4	-0.015	non-DMR
chr1	314103	314982	5	-0.049	non-DMR
chr1	318947	320041	6	0.312	good-DMR
chr1	323960	324030	4	-0.051	non-DMR
chr1	326837	326908	4	0.012	non-DMR
chr1	331210	331284	4	0.01	non-DMR
chr1	336843	337920	6	-0.002	non-DMR
chr1	338464	339438	39	0.293	good-DMR
chr1	340638	341586	4	0.042	non-DMR
chr1	342327	342951	4	0.03	non-DMR
chr1	344042	344139	4	-0.07	non-DMR
chr1	348417	348536	4	0.009	non-DMR
chr1	350937	351949	7	-0.031	non-DMR
chr1	355534	356474	7	0.381	good-DMR
chr1	357054	357773	5	0.022	non-DMR
chr1	359594	360479	4	-0.051	non-DMR
chr1	361745	362637	36	0.288	good-DMR
chr1	363715	364346	4	-0.078	non-DMR
chr1	368719	369593	4	-0.041	non-DMR
chr1	370597	371515	4	-0.032	non-DMR
