chr1	100005	+	17	11	CG	CGC
chr1	100046	+	16	20	CG	CGC
chr1	100096	+	14	8	CG	CGC
chr1	100123	+	13	11	CG	CGC
chr1	100150	+	16	13	CG	CGC
chr1	100200	+	20	14	CG	CGC
chr1	100244	+	18	17	CG	CGC
chr1	100268	+	16	8	CG	CGC
chr1	100307	+	14	12	CG	CGC
chr1	100331	+	20	10	CG	CGC
chr1	100355	+	16	10	CG	CGC
chr1	100389	+	14	12	CG	CGC
chr1	100404	+	19	10	CG	CGC
chr1	100419	+	23	19	CG	CGC
chr1	100442	+	17	19	CG	CGC
chr1	100460	+	10	9	CG	CGC
chr1	100495	+	15	9	CG	CGC
chr1	100514	+	14	17	CG	CGC
chr1	100529	+	17	12	CG	CGC
chr1	100629	+	21	13	CG	CGC
chr1	100716	+	15	13	CG	CGC
chr1	100816	+	21	11	CG	CGC
chr1	100866	+	16	13	CG	CGC
chr1	100938	+	13	13	CG	CGC
chr1	101038	+	20	10	CG	CGC
chr1	101074	+	29	3	CG	CGC
chr1	101182	+	26	2	CG	CGC
chr1	101194	+	30	4	CG	CGC
chr1	101250	+	24	7	CG	CGC
chr1	101344	+	34	4	CG	CGC
chr1	101380	+	19	7	CG	CGC
chr1	101386	+	9	21	CG	CGC
chr1	101425	+	12	23	CG	CGC
chr1	101464	+	14	15	CG	CGC
chr1	101481	+	14	22	CG	CGC
chr1	101529	+	13	17	CG	CGC
chr1	101544	+	11	13	CG	CGC
chr1	101594	+	9	17	CG	CGC
chr1	101610	+	9	21	CG	CGC
chr1	101637	+	10	19	CG	CGC
chr1	101687	+	7	23	CG	CGC
chr1	101719	+	8	17	CG	CGC
chr1	101764	+	7	16	CG	CGC
chr1	101805	+	15	22	CG	CGC
chr1	101808	+	15	13	CG	CGC
chr1	101908	+	8	22	CG	CGC
chr1	101984	+	10	16	CG	CGC
chr1	102084	+	9	19	CG	CGC
chr1	102134	+	8	22	CG	CGC
chr1	102188	+	8	24	CG	CGC
chr1	102314	+	0	34	CG	CGC
chr1	102356	+	3	14	CG	CGC
chr1	102456	+	2	21	CG	CGC
chr1	102472	+	2	22	CG	CGC
chr1	102478	+	2	30	CG	CGC
chr1	102498	+	4	23	CG	CGC
chr1	102504	+	5	22	CG	CGC
chr1	102620	+	3	19	CG	CGC
chr1	102636	+	7	16	CG	CGC
chr1	102684	+	3	27	CG	CGC
chr1	102715	+	6	18	CG	CGC
chr1	102749	+	10	25	CG	CGC
chr1	102799	+	5	17	CG	CGC
chr1	102838	+	6	21	CG	CGC
chr1	102877	+	3	25	CG	CGC
chr1	102927	+	3	18	CG	CGC
chr1	102952	+	3	20	CG	CGC
chr1	102972	+	9	21	CG	CGC
chr1	102990	+	6	32	CG	CGC
chr1	103005	+	5	21	CG	CGC
chr1	103055	+	9	27	CG	CGC
chr1	103072	+	12	21	CG	CGC
chr1	103099	+	7	20	CG	CGC
