chr1	100005	+	28	8	CG	CGC
chr1	100046	+	25	8	CG	CGC
chr1	100096	+	23	3	CG	CGC
chr1	100123	+	16	3	CG	CGC
chr1	100150	+	25	3	CG	CGC
chr1	100200	+	31	2	CG	CGC
chr1	100244	+	23	4	CG	CGC
chr1	100268	+	29	3	CG	CGC
chr1	100307	+	26	9	CG	CGC
chr1	100331	+	25	1	CG	CGC
chr1	100355	+	18	1	CG	CGC
chr1	100389	+	21	7	CG	CGC
chr1	100404	+	22	4	CG	CGC
chr1	100419	+	31	5	CG	CGC
chr1	100442	+	28	4	CG	CGC
chr1	100460	+	17	5	CG	CGC
chr1	100495	+	26	2	CG	CGC
chr1	100514	+	24	6	CG	CGC
chr1	100529	+	27	5	CG	CGC
chr1	100629	+	38	3	CG	CGC
chr1	100716	+	24	3	CG	CGC
chr1	100816	+	36	0	CG	CGC
chr1	100866	+	26	3	CG	CGC
chr1	100938	+	19	3	CG	CGC
chr1	101038	+	25	4	CG	CGC
chr1	101074	+	28	7	CG	CGC
chr1	101182	+	18	2	CG	CGC
chr1	101194	+	30	2	CG	CGC
chr1	101250	+	30	3	CG	CGC
chr1	101344	+	29	4	CG	CGC
chr1	101380	+	24	5	CG	CGC
chr1	101386	+	0	23	CG	CGC
chr1	101425	+	5	26	CG	CGC
chr1	101464	+	8	30	CG	CGC
chr1	101481	+	4	31	CG	CGC
chr1	101529	+	9	20	CG	CGC
chr1	101544	+	5	28	CG	CGC
chr1	101594	+	7	30	CG	CGC
chr1	101610	+	3	23	CG	CGC
chr1	101637	+	2	30	CG	CGC
chr1	101687	+	1	26	CG	CGC
chr1	101719	+	5	24	CG	CGC
chr1	101764	+	2	30	CG	CGC
chr1	101805	+	0	33	CG	CGC
chr1	101808	+	5	30	CG	CGC
chr1	101908	+	0	28	CG	CGC
chr1	101984	+	4	19	CG	CGC
chr1	102084	+	3	24	CG	CGC
chr1	102134	+	2	27	CG	CGC
chr1	102188	+	5	25	CG	CGC
chr1	102314	+	4	30	CG	CGC
chr1	102356	+	1	21	CG	CGC
chr1	102456	+	7	30	CG	CGC
chr1	102472	+	2	26	CG	CGC
chr1	102478	+	5	23	CG	CGC
chr1	102498	+	8	23	CG	CGC
chr1	102504	+	3	32	CG	CGC
chr1	102620	+	5	23	CG	CGC
chr1	102636	+	7	32	CG	CGC
chr1	102684	+	3	28	CG	CGC
chr1	102715	+	7	25	CG	CGC
chr1	102749	+	9	24	CG	CGC
chr1	102799	+	6	23	CG	CGC
chr1	102838	+	3	18	CG	CGC
chr1	102877	+	2	28	CG	CGC
chr1	102927	+	5	24	CG	CGC
chr1	102952	+	4	24	CG	CGC
chr1	102972	+	10	21	CG	CGC
chr1	102990	+	2	24	CG	CGC
chr1	103005	+	6	22	CG	CGC
chr1	103055	+	4	25	CG	CGC
chr1	103072	+	8	18	CG	CGC
chr1	103099	+	13	23	CG	CGC
chr1	103103	+	8	17	CG	CGC
chr1	103203	+	15	23	CG	CGC
chr1	103303	+	6	22	CG	CGC
chr1	103403	+	10	26	CG	CGC
chr1	103473	+	8	19	CG	CGC
chr1	103563	+	2	26	CG	CGC
chr1	103597	+	7	22	CG	CGC
chr1	103612	+	23	8	CG	CGC
chr1	103638	+	26	4	CG	CGC
chr1	103653	+	21	9	CG	CGC
chr1	103690	+	23	8	CG	CGC
chr1	103723	+	28	4	CG	CGC
chr1	103757	+	23	5	CG	CGC
chr1	103804	+	26	5	CG	CGC
chr1	103854	+	25	6	CG	CGC
chr1	103879	+	19	7	CG	CGC
chr1	103917	+	20	11	CG	CGC
chr1	103952	+	25	10	CG	CGC
chr1	103988	+	17	9	CG	CGC
chr1	104025	+	24	5	CG	CGC
chr1	104075	+	21	9	CG	CGC
chr1	104151	+	14	5	CG	CGC
chr1	104201	+	26	2	CG	CGC
chr1	104267	+	22	4	CG	CGC
chr1	104367	+	18	2	CG	CGC
chr1	104467	+	20	8	CG	CGC
chr1	104541	+	26	4	CG	CGC
chr1	104563	+	21	7	CG	CGC
chr1	104607	+	12	9	CG	CGC
chr1	104629	+	23	12	CG	CGC
chr1	104659	+	18	11	CG	CGC
chr1	104688	+	19	8	CG	CGC
chr1	104703	+	16	16	CG	CGC
chr1	104722	+	20	7	CG	CGC
chr1	104745	+	21	10	CG	CGC
chr1	104760	+	23	14	CG	CGC
chr1	104791	+	14	8	CG	CGC
chr1	104817	+	21	9	CG	CGC
chr1	104832	+	20	10	CG	CGC
chr1	104869	+	22	13	CG	CGC
chr1	104912	+	11	10	CG	CGC
chr1	104946	+	20	12	CG	CGC
chr1	104972	+	18	14	CG	CGC
chr1	105012	+	14	8	CG	CGC
chr1	105054	+	15	10	CG	CGC
chr1	105089	+	28	7	CG	CGC
chr1	105109	+	17	17	CG	CGC
chr1	105143	+	28	9	CG	CGC
chr1	105158	+	15	11	CG	CGC
chr1	105228	+	29	12	CG	CGC
chr1	105328	+	19	7	CG	CGC
chr1	105401	+	22	12	CG	CGC
chr1	105501	+	18	11	CG	CGC
chr1	105568	+	24	9	CG	CGC
chr1	105668	+	16	8	CG	CGC
chr1	105676	+	21	9	CG	CGC
chr1	105762	+	13	10	CG	CGC
chr1	105768	+	21	10	CG	CGC
chr1	105810	+	23	9	CG	CGC
chr1	105839	+	20	13	CG	CGC
chr1	105883	+	23	12	CG	CGC
chr1	105924	+	26	14	CG	CGC
chr1	105951	+	26	8	CG	CGC
chr1	105966	+	23	11	CG	CGC
chr1	105989	+	29	8	CG	CGC
chr1	106039	+	17	11	CG	CGC
chr1	106075	+	15	10	CG	CGC
chr1	106097	+	11	10	CG	CGC
chr1	106131	+	19	11	CG	CGC
chr1	106173	+	16	9	CG	CGC
chr1	106195	+	24	6	CG	CGC
chr1	106235	+	22	11	CG	CGC
chr1	106335	+	26	10	CG	CGC
chr1	106387	+	19	9	CG	CGC
chr1	106487	+	23	8	CG	CGC
chr1	106565	+	29	6	CG	CGC
chr1	106655	+	17	10	CG	CGC
chr1	106679	+	15	11	CG	CGC
chr1	106735	+	17	12	CG	CGC
chr1	106787	+	27	6	CG	CGC
chr1	106915	+	21	8	CG	CGC
chr1	106975	+	23	8	CG	CGC
chr1	106977	+	25	12	CG	CGC
chr1	106987	+	13	9	CG	CGC
chr1	107013	+	16	8	CG	CGC
chr1	107061	+	15	12	CG	CGC
chr1	107149	+	24	11	CG	CGC
chr1	107168	+	24	13	CG	CGC
chr1	107190	+	22	4	CG	CGC
chr1	107231	+	30	8	CG	CGC
chr1	107281	+	21	10	CG	CGC
chr1	107301	+	24	8	CG	CGC
chr1	107335	+	18	8	CG	CGC
chr1	107385	+	21	4	CG	CGC
chr1	107400	+	27	3	CG	CGC
chr1	107445	+	23	4	CG	CGC
chr1	107462	+	31	5	CG	CGC
chr1	107495	+	24	8	CG	CGC
chr1	107545	+	16	11	CG	CGC
chr1	107560	+	20	5	CG	CGC
chr1	107604	+	21	8	CG	CGC
chr1	107654	+	21	8	CG	CGC
chr1	107677	+	31	0	CG	CGC
chr1	107717	+	21	7	CG	CGC
chr1	107767	+	22	12	CG	CGC
chr1	107773	+	25	11	CG	CGC
chr1	107873	+	23	4	CG	CGC
chr1	107973	+	16	14	CG	CGC
chr1	108073	+	30	6	CG	CGC
chr1	108173	+	25	10	CG	CGC
chr1	108228	+	16	10	CG	CGC
chr1	108328	+	29	6	CG	CGC
chr1	108408	+	20	4	CG	CGC
chr1	108416	+	30	12	CG	CGC
chr1	108431	+	17	4	CG	CGC
chr1	108468	+	23	3	CG	CGC
chr1	108500	+	13	7	CG	CGC
chr1	108534	+	17	9	CG	CGC
chr1	108584	+	25	5	CG	CGC
chr1	108622	+	24	7	CG	CGC
chr1	108672	+	23	8	CG	CGC
chr1	108696	+	24	11	CG	CGC
chr1	108711	+	21	4	CG	CGC
chr1	108732	+	16	11	CG	CGC
chr1	108755	+	28	5	CG	CGC
chr1	108805	+	19	2	CG	CGC
chr1	108848	+	16	11	CG	CGC
chr1	108870	+	23	8	CG	CGC
