chr	start	end	coverage	methylation_level
chr1	100022	100023	25	0.8715
chr1	100063	100064	31	0.925
chr1	100110	100111	33	0.8031
chr1	100149	100150	31	0.7301
chr1	100191	100192	23	0.7619
chr1	100217	100218	21	0.8206
chr1	100237	100238	23	0.8559
chr1	100278	100279	26	0.8751
chr1	100293	100294	29	0.892
chr1	100336	100337	36	0.786
chr1	100375	100376	29	0.7433
chr1	100397	100398	21	0.7733
chr1	100430	100431	24	0.8747
chr1	100451	100452	44	0.8479
chr1	100470	100471	41	0.7871
chr1	100518	100519	43	0.6783
chr1	100551	100552	28	0.8594
chr1	100601	100602	28	0.8632
chr1	100651	100652	36	0.8602
chr1	100657	100658	24	0.9103
chr1	100757	100758	38	0.8398
chr1	100857	100858	28	0.8255
chr1	100907	100908	25	0.734
chr1	100957	100958	31	0.7552
chr1	101049	101050	25	0.8613
chr1	101149	101150	35	0.7763
chr1	101249	101250	28	0.7706
chr1	101305	101306	24	0.842
chr1	101343	101344	34	0.9698
chr1	101349	101350	24	0.7263
chr1	101380	101381	21	0.6589
chr1	101425	101426	31	0.7016
chr1	101452	101453	25	0.7169
chr1	101479	101480	35	0.4413
chr1	101512	101513	28	0.7689
chr1	101539	101540	24	0.7246
chr1	101589	101590	26	0.7836
chr1	101630	101631	27	0.5795
chr1	101650	101651	23	0.5547
chr1	101675	101676	29	0.6116
chr1	101725	101726	26	0.5298
chr1	101775	101776	27	0.6478
chr1	101802	101803	26	0.536
chr1	101845	101846	23	0.6537
chr1	101891	101892	31	0.6186
chr1	101936	101937	37	0.5321
chr1	102023	102024	26	0.6375
chr1	102123	102124	30	0.609
chr1	102173	102174	30	0.6824
chr1	102273	102274	27	0.6806
chr1	102373	102374	27	0.4964
chr1	102433	102434	31	0.6191
chr1	102451	102452	30	0.9031
chr1	102497	102498	36	0.9612
chr1	102581	102582	30	0.9846
chr1	102693	102694	28	0.7434
chr1	102697	102698	31	0.8477
chr1	102707	102708	35	0.8056
chr1	102767	102768	21	0.8983
chr1	102803	102804	31	0.7537
chr1	102903	102904	36	1.0
chr1	102931	102932	30	0.9416
chr1	102981	102982	30	0.8052
chr1	103010	103011	34	0.7434
chr1	103049	103050	27	0.8843
chr1	103074	103075	32	0.7869
chr1	103095	103096	32	0.8398
chr1	103121	103122	24	0.9034
chr1	103138	103139	27	0.8016
chr1	103188	103189	26	0.8213
chr1	103225	103226	32	0.78
chr1	103269	103270	28	0.9086
chr1	103304	103305	38	0.9153
chr1	103343	103344	37	0.9151
chr1	103365	103366	25	0.8045
chr1	103415	103416	24	0.7452
chr1	103416	103417	28	0.8877
chr1	103515	103516	33	0.8802
chr1	103615	103616	34	0.8052
chr1	103699	103700	23	0.794
chr1	103799	103800	28	0.7823
chr1	103899	103900	35	0.8187
chr1	103911	103912	37	0.9651
chr1	103931	103932	23	0.8385
chr1	103969	103970	31	0.6466
chr1	104019	104020	34	0.7329
chr1	104069	104070	43	0.7045
chr1	104090	104091	25	0.639
chr1	104113	104114	28	0.7882
chr1	104153	104154	27	0.8392
chr1	104169	104170	28	0.7546
chr1	104193	104194	29	0.6467
chr1	104226	104227	27	0.7804
chr1	104253	104254	30	0.7347
chr1	104283	104284	27	0.7251
chr1	104306	104307	23	0.6876
chr1	104337	104338	31	0.5833
chr1	104359	104360	30	0.6884
chr1	104382	104383	28	0.7638
chr1	104399	104400	34	0.7793
chr1	104414	104415	37	0.7086
chr1	104433	104434	36	0.6874
chr1	104462	104463	37	0.6931
chr1	104487	104488	28	0.5561
chr1	104587	104588	32	0.5873
chr1	104687	104688	27	0.5413
chr1	104787	104788	28	0.6805
chr1	104885	104886	26	0.8194
chr1	104944	104945	26	0.6289
chr1	104996	104997	29	0.8312
chr1	105026	105027	23	0.7461
chr1	105055	105056	24	0.6846
chr1	105105	105106	17	0.6014
chr1	105144	105145	27	0.6017
chr1	105163	105164	33	0.7731
chr1	105213	105214	28	0.7992
chr1	105228	105229	30	0.5252
chr1	105275	105276	27	0.5673
chr1	105321	105322	27	0.5512
chr1	105336	105337	36	0.6347
chr1	105355	105356	24	0.8767
chr1	105392	105393	33	0.4984
chr1	105427	105428	21	0.7204
chr1	105449	105450	23	0.6447
chr1	105464	105465	22	0.637
chr1	105507	105508	31	0.6236
chr1	105530	105531	25	0.7704
chr1	105562	105563	37	0.6415
chr1	105595	105596	29	0.7899
chr1	105633	105634	28	0.6388
chr1	105683	105684	35	0.598
chr1	105783	105784	28	0.5934
chr1	105883	105884	29	0.8155
chr1	105983	105984	26	0.8723
chr1	106083	106084	31	0.5781
chr1	106163	106164	25	0.5311
chr1	106165	106166	29	0.7773
chr1	106174	106175	18	0.3038
chr1	106189	106190	29	0.3339
chr1	106215	106216	26	0.1467
chr1	106241	106242	21	0.5215
chr1	106286	106287	24	0.5118
chr1	106336	106337	31	0.381
chr1	106365	106366	26	0.4038
chr1	106380	106381	30	0.34
chr1	106430	106431	28	0.4046
chr1	106449	106450	27	0.3331
chr1	106471	106472	31	0.3863
chr1	106521	106522	34	0.3597
chr1	106546	106547	27	0.3036
chr1	106574	106575	23	0.3551
chr1	106624	106625	31	0.4054
chr1	106654	106655	34	0.3239
chr1	106695	106696	34	0.2892
chr1	106708	106709	38	0.3207
chr1	106774	106775	33	0.2994
chr1	106830	106831	28	0.3522
chr1	106930	106931	31	0.4324
chr1	107030	107031	32	0.3479
chr1	107130	107131	36	0.4189
chr1	107216	107217	29	0.3404
chr1	107274	107275	29	0.031
chr1	107326	107327	31	0.0
