chr	start	end	coverage	methylation_level
chr1	100022	100023	27	0.8125
chr1	100063	100064	46	0.7946
chr1	100110	100111	29	0.7637
chr1	100149	100150	25	0.7971
chr1	100191	100192	21	0.8016
chr1	100217	100218	28	0.7826
chr1	100237	100238	31	0.8317
chr1	100278	100279	25	0.8297
chr1	100293	100294	28	1.0
chr1	100336	100337	39	0.8098
chr1	100375	100376	24	0.7656
chr1	100397	100398	35	0.9022
chr1	100430	100431	18	0.7864
chr1	100451	100452	29	0.8538
chr1	100470	100471	23	0.7324
chr1	100518	100519	20	0.6605
chr1	100551	100552	26	0.9528
chr1	100601	100602	37	0.748
chr1	100651	100652	38	0.7998
chr1	100657	100658	33	0.8955
chr1	100757	100758	39	0.9221
chr1	100857	100858	30	0.7133
chr1	100907	100908	30	0.7147
chr1	100957	100958	32	0.7088
chr1	101049	101050	31	0.8829
chr1	101149	101150	29	0.7353
chr1	101249	101250	20	0.7776
chr1	101305	101306	23	0.8036
chr1	101343	101344	34	0.9194
chr1	101349	101350	29	0.7679
chr1	101380	101381	29	0.6237
chr1	101425	101426	31	0.7165
chr1	101452	101453	38	0.6885
chr1	101479	101480	34	0.5056
chr1	101512	101513	23	0.7949
chr1	101539	101540	30	0.6412
chr1	101589	101590	28	0.8306
chr1	101630	101631	26	0.6521
chr1	101650	101651	26	0.6357
chr1	101675	101676	31	0.5939
chr1	101725	101726	32	0.5356
chr1	101775	101776	40	0.7063
chr1	101802	101803	31	0.6017
chr1	101845	101846	32	0.5413
chr1	101891	101892	31	0.8936
chr1	101936	101937	33	0.6008
chr1	102023	102024	32	0.7169
chr1	102123	102124	34	0.58
chr1	102173	102174	28	0.6072
chr1	102273	102274	32	0.6827
chr1	102373	102374	31	0.5986
chr1	102433	102434	24	0.6365
chr1	102451	102452	32	0.8139
chr1	102497	102498	26	0.9302
chr1	102581	102582	23	0.8416
chr1	102693	102694	36	0.8402
chr1	102697	102698	24	0.8051
chr1	102707	102708	23	0.8873
chr1	102767	102768	21	0.8408
chr1	102803	102804	27	0.8414
chr1	102903	102904	38	0.9961
chr1	102931	102932	36	0.8514
chr1	102981	102982	22	0.8717
chr1	103010	103011	30	0.8124
chr1	103049	103050	26	0.8867
chr1	103074	103075	27	0.9183
chr1	103095	103096	31	0.8344
chr1	103138	103139	30	0.8367
chr1	103188	103189	35	0.9237
chr1	103225	103226	32	0.6868
chr1	103269	103270	29	0.7638
chr1	103304	103305	31	0.8503
chr1	103343	103344	28	0.8635
chr1	103365	103366	35	0.8609
chr1	103415	103416	28	0.5707
chr1	103416	103417	28	1.0
chr1	103515	103516	21	0.935
chr1	103615	103616	24	0.9305
chr1	103699	103700	27	0.7511
chr1	103799	103800	29	0.7317
chr1	103899	103900	24	0.7977
chr1	103911	103912	32	0.833
chr1	103931	103932	35	0.8669
chr1	103969	103970	32	0.8008
chr1	104019	104020	31	0.7033
chr1	104069	104070	24	0.7857
chr1	104090	104091	38	0.5918
chr1	104113	104114	33	0.7471
chr1	104153	104154	27	0.7755
chr1	104169	104170	29	0.8084
chr1	104193	104194	24	0.6892
chr1	104226	104227	24	0.814
chr1	104253	104254	37	0.8552
chr1	104283	104284	32	0.7022
chr1	104306	104307	28	0.6199
chr1	104337	104338	31	0.5604
chr1	104359	104360	35	0.7373
chr1	104382	104383	29	0.8466
chr1	104399	104400	26	0.8479
chr1	104414	104415	30	0.762
chr1	104433	104434	34	0.6342
chr1	104462	104463	30	0.5624
chr1	104487	104488	35	0.6083
chr1	104587	104588	27	0.5903
chr1	104687	104688	27	0.5393
chr1	104787	104788	32	0.7082
chr1	104885	104886	26	0.9805
chr1	104944	104945	30	0.7064
chr1	104996	104997	23	0.8126
chr1	105026	105027	25	0.6056
chr1	105055	105056	33	0.6713
chr1	105105	105106	42	0.5873
chr1	105144	105145	33	0.6463
chr1	105163	105164	44	0.68
chr1	105213	105214	29	0.7232
chr1	105228	105229	27	0.5027
chr1	105275	105276	19	0.486
chr1	105321	105322	25	0.5867
chr1	105336	105337	23	0.6216
chr1	105355	105356	32	0.9205
chr1	105392	105393	38	0.4565
chr1	105427	105428	24	0.7726
chr1	105449	105450	32	0.6549
chr1	105464	105465	23	0.6362
chr1	105507	105508	27	0.5992
chr1	105530	105531	42	0.7334
chr1	105562	105563	22	0.8777
chr1	105595	105596	21	0.7359
chr1	105633	105634	30	0.7817
chr1	105683	105684	22	0.6266
chr1	105783	105784	31	0.7208
chr1	105883	105884	34	0.8055
chr1	105983	105984	20	0.8319
chr1	106083	106084	28	0.6126
chr1	106163	106164	28	0.5736
chr1	106165	106166	30	0.7303
chr1	106174	106175	37	0.3627
chr1	106189	106190	29	0.3171
chr1	106215	106216	27	0.3344
chr1	106241	106242	37	0.4017
chr1	106286	106287	39	0.4396
chr1	106336	106337	27	0.4815
chr1	106365	106366	34	0.4773
chr1	106380	106381	27	0.3671
chr1	106430	106431	27	0.3626
chr1	106449	106450	25	0.3895
chr1	106471	106472	34	0.4211
chr1	106521	106522	40	0.2985
chr1	106546	106547	32	0.3214
chr1	106574	106575	27	0.2644
chr1	106624	106625	19	0.4386
chr1	106654	106655	33	0.3596
chr1	106695	106696	26	0.3574
chr1	106708	106709	32	0.2921
chr1	106774	106775	31	0.1185
chr1	106830	106831	30	0.363
chr1	106930	106931	26	0.4739
chr1	107030	107031	29	0.2494
chr1	107130	107131	38	0.4817
chr1	107216	107217	31	0.3387
chr1	107274	107275	30	0.0235
chr1	107326	107327	28	0.0811
chr1	107476	107477	39	0.0839
chr1	107638	107639	32	0.0561
chr1	107688	107689	21	0.28
chr1	107712	107713	31	0.0
chr1	107722	107723	34	0.6398
chr1	107767	107768	29	0.5216
chr1	107810	107811	37	0.3929
chr1	107825	107826	30	0.4969
chr1	107875	107876	19	0.5579
chr1	107925	107926	35	0.4989
chr1	107957	107958	36	0.4734
chr1	107974	107975	36	0.5239
chr1	107999	108000	32	0.5291
chr1	108033	108034	28	0.6752
chr1	108074	108075	36	0.5461
chr1	108102	108103	34	0.664
chr1	108117	108118	22	0.7306
chr1	108167	108168	32	0.4903
chr1	108180	108181	25	0.3502
chr1	108230	108231	22	0.6524
chr1	108299	108300	30	0.6903
chr1	108349	108350	38	0.4072
chr1	108411	108412	26	0.4081
chr1	108498	108499	25	0.4408
chr1	108548	108549	37	0.4578
chr1	108772	108773	29	0.9677
chr1	108870	108871	28	0.9111
chr1	108986	108987	28	0.5954
chr1	109010	109011	30	0.9658
chr1	109030	109031	29	0.8267
chr1	109064	109065	31	0.0125
chr1	109114	109115	34	0.108
chr1	109146	109147	32	0.1436
chr1	109168	109169	35	0.1248
chr1	109186	109187	29	0.0618
chr1	109213	109214	31	0.1296
chr1	109236	109237	31	0.1733
chr1	109264	109265	29	0.1396
chr1	109287	109288	35	0.1432
chr1	109329	109330	33	0.0783
chr1	109347	109348	36	0.1546
chr1	109372	109373	35	0.1125
chr1	109402	109403	27	0.1065
chr1	109417	109418	33	0.1233
chr1	109439	109440	32	0.0486
chr1	109486	109487	35	0.0468
chr1	109516	109517	28	0.0178
chr1	109566	109567	36	0.0583
chr1	109609	109610	34	0.1578
chr1	109630	109631	26	0.055
chr1	109680	109681	29	0.0124
chr1	109780	109781	31	0.1693
chr1	109878	109879	34	0.1654
chr1	109978	109979	29	0.0037
chr1	110078	110079	29	0.1325
chr1	110178	110179	29	0.255
chr1	110266	110267	33	0.0395
chr1	111398	111399	24	0.3373
chr1	111448	111449	30	0.4224
chr1	111498	111499	33	0.432
chr1	111545	111546	33	0.3872
chr1	111595	111596	26	0.4418
chr1	111645	111646	28	0.1762
chr1	111674	111675	34	0.3083
chr1	111709	111710	31	0.364
chr1	111730	111731	28	0.5281
chr1	111748	111749	29	0.3237
chr1	111798	111799	34	0.2131
chr1	111825	111826	35	0.3412
chr1	111870	111871	31	0.4806
chr1	111882	111883	25	0.4393
chr1	111961	111962	32	0.4448
chr1	112026	112027	30	0.4383
chr1	112126	112127	28	0.3266
chr1	112226	112227	36	0.3866
chr1	112326	112327	29	0.4112
chr1	112328	112329	31	0.0428
chr1	112362	112363	34	0.08
chr1	112466	112467	32	0.0194
chr1	112476	112477	32	0.2337
chr1	112492	112493	29	0.1299
chr1	112522	112523	31	0.0369
chr1	112552	112553	30	0.1908
chr1	112654	112655	23	0.1107
chr1	112756	112757	31	0.2266
chr1	112778	112779	27	0.0879
chr1	112828	112829	31	0.6413
chr1	112874	112875	19	0.6875
chr1	112903	112904	34	0.9315
chr1	112938	112939	28	0.7144
chr1	112988	112989	32	0.82
chr1	113038	113039	33	0.6454
chr1	113053	113054	24	0.7238
chr1	113093	113094	20	0.8848
chr1	113118	113119	27	0.8753
chr1	113148	113149	23	0.8202
chr1	113163	113164	27	0.5901
chr1	113188	113189	31	0.6705
chr1	113213	113214	29	0.8329
chr1	113242	113243	35	0.8768
chr1	113258	113259	32	0.8142
chr1	113287	113288	31	0.7733
chr1	113387	113388	26	0.8347
chr1	113443	113444	24	0.8122
chr1	113506	113507	20	0.908
chr1	113606	113607	25	0.7182
chr1	113656	113657	31	0.7728
chr1	113706	113707	25	0.8029
chr1	113792	113793	23	0.9521
chr1	113819	113820	33	0.8186
chr1	113850	113851	32	1.0
chr1	113868	113869	37	0.8883
chr1	113899	113900	27	0.9276
chr1	113937	113938	24	0.8011
chr1	113962	113963	23	0.7846
chr1	114012	114013	29	0.9331
chr1	114027	114028	24	0.8525
chr1	114074	114075	25	1.0
chr1	114097	114098	30	0.7628
chr1	114134	114135	31	0.8489
chr1	114154	114155	36	0.8132
chr1	114184	114185	26	0.6782
chr1	114217	114218	29	0.8713
chr1	114241	114242	28	0.8044
chr1	114268	114269	22	0.7536
chr1	114368	114369	27	1.0
chr1	114468	114469	26	0.9028
chr1	114521	114522	31	0.7652
chr1	114571	114572	31	0.8507
chr1	114665	114666	31	1.0
chr1	114721	114722	36	1.0
chr1	114739	114740	33	0.9119
chr1	114754	114755	24	0.7912
chr1	114792	114793	39	0.917
chr1	114831	114832	30	1.0
chr1	114871	114872	25	0.8037
chr1	114899	114900	21	0.869
chr1	114949	114950	42	1.0
chr1	114984	114985	32	0.9761
chr1	115034	115035	29	0.6862
chr1	115055	115056	23	0.8721
chr1	115080	115081	32	0.7211
chr1	115098	115099	34	0.6613
chr1	115130	115131	32	0.7328
chr1	115162	115163	31	0.8444
chr1	115177	115178	29	0.9788
chr1	115206	115207	26	0.9137
chr1	115221	115222	27	0.9113
chr1	115256	115257	28	0.8226
chr1	115285	115286	27	0.8191
chr1	115335	115336	25	0.6777
chr1	115355	115356	31	0.7704
chr1	115455	115456	27	0.938
chr1	115555	115556	26	0.754
chr1	115642	115643	32	0.8752
chr1	115742	115743	31	0.8784
chr1	115824	115825	33	0.8571
chr1	115885	115886	30	0.7589
chr1	115944	115945	34	0.8969
chr1	115994	115995	30	0.9043
chr1	116025	116026	29	0.692
