chr	start	end	CpG_count	mean_delta_methylation	category
chr1	119283	119353	4	0.046	non-DMR
chr1	123220	123329	4	0.092	non-DMR
chr1	129772	132142	91	0.221	good-DMR
chr1	135782	135839	4	-0.022	non-DMR
chr1	138566	141059	10	0.276	good-DMR
chr1	156596	156686	4	-0.077	non-DMR
chr1	167620	167744	4	-0.1	non-DMR
chr1	171157	173171	8	-0.334	good-DMR
chr1	177680	178580	4	0.059	non-DMR
chr1	181197	183253	9	0.035	non-DMR
chr1	185168	185279	4	-0.006	non-DMR
chr1	194721	196806	8	0.002	non-DMR
chr1	197412	197527	4	0.082	non-DMR
chr1	201387	202113	4	-0.03	non-DMR
chr1	204776	205605	4	0.052	non-DMR
chr1	207892	208958	4	0.008	non-DMR
chr1	211496	213586	11	0.273	good-DMR
chr1	214799	215919	4	-0.052	non-DMR
chr1	220814	220874	4	-0.051	non-DMR
chr1	229840	231615	75	0.331	good-DMR
chr1	232155	232190	4	-0.05	non-DMR
chr1	242338	244084	8	-0.003	non-DMR
chr1	254993	256769	8	0.059	non-DMR
chr1	258731	258803	4	-0.033	non-DMR
chr1	261709	261824	4	0.024	non-DMR
chr1	265553	265621	4	0.005	non-DMR
chr1	268911	271120	10	0.197	good-DMR
chr1	279013	280017	4	-0.062	non-DMR
chr1	288147	288640	4	0.039	non-DMR
chr1	290970	293072	9	-0.07	non-DMR
chr1	296595	296655	4	0.025	non-DMR
chr1	301855	303948	9	-0.249	good-DMR
chr1	305804	306711	4	0.049	non-DMR
chr1	309133	311349	12	0.198	good-DMR
chr1	313324	315088	10	-0.089	non-DMR
chr1	315871	315970	4	0.042	non-DMR
chr1	322628	324508	75	0.289	good-DMR
chr1	341324	343132	71	0.278	good-DMR
chr1	350330	351045	4	0.096	non-DMR
chr1	353288	353913	4	-0.085	non-DMR
chr1	357263	358145	4	-0.067	non-DMR
chr1	360589	361510	4	0.078	non-DMR
chr1	380818	382807	7	0.362	good-DMR
chr1	383855	385818	10	0.368	good-DMR
chr1	386361	387126	4	0.038	non-DMR
chr1	395798	395867	4	0.08	non-DMR
chr1	399218	399298	4	0.033	non-DMR
chr1	407959	408038	4	0.06	non-DMR
chr1	417808	417844	4	0.043	non-DMR
chr1	421265	421396	4	-0.034	non-DMR
chr1	423874	424430	4	0.061	non-DMR
chr1	426954	427564	4	0.013	non-DMR
chr1	430349	430467	4	0.088	non-DMR
chr1	434544	434603	4	0.091	non-DMR
chr1	437593	438206	4	0.068	non-DMR
chr1	440465	442373	10	-0.036	non-DMR
chr1	444074	444627	4	-0.031	non-DMR
chr1	447477	447572	4	-0.065	non-DMR
chr1	450783	450891	4	0.033	non-DMR
chr1	453373	455171	10	-0.053	non-DMR
chr1	456909	457024	4	0.068	non-DMR
chr1	470404	470469	4	-0.045	non-DMR
