chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102578	5	0.216	good-DMR
chr1	106926	107988	38	0.34	good-DMR
chr1	108918	110009	4	0.076	non-DMR
chr1	113007	113945	4	0.019	non-DMR
chr1	115054	115992	5	-0.045	non-DMR
chr1	128045	128164	4	0.039	non-DMR
chr1	129474	129521	4	-0.06	non-DMR
chr1	131388	131989	4	-0.051	non-DMR
chr1	135868	136948	6	0.459	good-DMR
chr1	138684	139352	4	0.024	non-DMR
chr1	148760	149639	3	-0.038	non-DMR
chr1	154273	155224	6	0.308	good-DMR
chr1	156040	157041	7	0.01	non-DMR
chr1	158628	159650	5	0.4	good-DMR
chr1	160667	161699	5	0.333	good-DMR
chr1	163507	164562	7	-0.212	good-DMR
chr1	165670	166629	5	0.289	good-DMR
chr1	172723	173653	33	0.383	good-DMR
chr1	175601	176673	45	-0.403	good-DMR
chr1	180202	181209	44	0.306	notable-DMR
chr1	182227	182756	4	0.009	non-DMR
chr1	184703	185619	5	-0.042	non-DMR
chr1	187126	188026	39	0.329	good-DMR
chr1	191956	192673	4	0.036	non-DMR
chr1	201767	202803	40	-0.276	good-DMR
chr1	205170	205922	4	-0.034	non-DMR
chr1	207969	208877	4	-0.053	non-DMR
chr1	213577	213671	4	0.016	non-DMR
chr1	215634	215662	4	0.026	non-DMR
chr1	218455	219378	7	-0.026	non-DMR
chr1	222901	223922	5	-0.054	non-DMR
chr1	225665	226726	43	0.431	good-DMR
chr1	230694	231771	6	0.037	non-DMR
chr1	232812	233549	4	-0.015	non-DMR
chr1	238496	238510	4	-0.095	non-DMR
chr1	244001	245131	7	0.376	good-DMR
chr1	248946	249857	37	0.334	good-DMR
chr1	251665	252517	4	-0.042	non-DMR
chr1	253166	254119	4	-0.051	non-DMR
chr1	256097	256917	28	0.299	good-DMR
chr1	257551	257632	4	0.095	non-DMR
chr1	261276	261346	4	-0.026	non-DMR
chr1	264244	265212	4	-0.046	non-DMR
chr1	265827	266799	44	0.329	good-DMR
chr1	273709	274658	6	-0.019	non-DMR
chr1	276674	277497	7	0.367	good-DMR
chr1	280933	280972	4	0.079	non-DMR
chr1	285196	286213	44	0.295	good-DMR
chr1	289592	290230	4	0.048	non-DMR
chr1	296952	297899	7	-0.018	non-DMR
chr1	298434	299424	4	0.061	non-DMR
chr1	301284	302303	6	0.346	good-DMR
chr1	304222	304945	4	-0.002	non-DMR
chr1	306643	306720	4	-0.045	non-DMR
chr1	308643	309492	3	0.035	non-DMR
chr1	310556	311551	4	0.08	non-DMR
chr1	312517	312607	4	0.022	non-DMR
chr1	318592	318611	4	0.008	non-DMR
chr1	320800	321582	4	-0.071	non-DMR
chr1	323236	324096	4	0.074	non-DMR
chr1	325352	326454	7	-0.065	non-DMR
chr1	332533	333490	35	0.178	good-DMR
chr1	335637	335687	4	-0.014	non-DMR
chr1	339564	340467	4	-0.025	non-DMR
chr1	341509	342421	6	0.323	good-DMR
chr1	343569	344512	32	-0.205	good-DMR
chr1	346283	347190	5	0.061	non-DMR
