chr	start	end	CpG_count	mean_delta_methylation	category
chr1	119283	119353	4	0.046	non-DMR
chr1	123220	123329	4	0.092	non-DMR
chr1	129772	132142	91	0.221	good-DMR
chr1	135782	135839	4	-0.022	non-DMR
chr1	138566	141059	10	0.276	good-DMR
chr1	156596	156686	4	-0.077	non-DMR
chr1	167620	167744	4	-0.1	non-DMR
chr1	171157	173171	8	-0.334	good-DMR
chr1	177680	178580	4	0.059	non-DMR
chr1	181197	183253	9	0.035	non-DMR
chr1	185168	185279	4	-0.006	non-DMR
chr1	194721	196806	8	0.002	non-DMR
chr1	197412	197527	4	0.082	non-DMR
chr1	201387	202113	4	-0.03	non-DMR
chr1	204776	205605	4	0.052	non-DMR
chr1	207892	208958	4	0.008	non-DMR
chr1	211496	213586	11	0.273	good-DMR
chr1	214799	215919	4	-0.052	non-DMR
chr1	220814	220874	4	-0.051	non-DMR
chr1	236633	236720	4	-0.014	non-DMR
chr1	242272	242999	4	0.073	non-DMR
chr1	249048	249141	4	-0.006	non-DMR
chr1	259617	260284	4	0.028	non-DMR
chr1	262661	262717	4	-0.064	non-DMR
chr1	269978	272184	83	-0.238	good-DMR
chr1	274146	274251	4	0.006	non-DMR
chr1	292382	292466	4	-0.065	non-DMR
chr1	295260	295971	4	0.039	non-DMR
chr1	299168	299258	4	-0.029	non-DMR
chr1	302691	302817	4	0.041	non-DMR
chr1	305876	308060	9	0.184	good-DMR
chr1	315636	315720	4	-0.084	non-DMR
chr1	319468	321853	13	0.211	good-DMR
chr1	322699	322837	4	-0.012	non-DMR
chr1	325738	325802	4	-0.024	non-DMR
chr1	332138	332193	4	-0.078	non-DMR
chr1	336014	336067	4	-0.024	non-DMR
chr1	352809	352877	4	0.069	non-DMR
chr1	356419	357315	4	0.1	non-DMR
chr1	366150	366734	4	-0.033	non-DMR
chr1	384761	385746	4	0.098	non-DMR
chr1	391560	391609	4	0.021	non-DMR
chr1	394789	394910	4	0.006	non-DMR
chr1	401649	401787	4	-0.095	non-DMR
chr1	413530	413638	4	-0.015	non-DMR
chr1	416708	416771	4	-0.018	non-DMR
chr1	435816	437561	8	0.33	good-DMR
chr1	438589	438726	4	0.02	non-DMR
chr1	442347	442448	4	-0.092	non-DMR
chr1	460417	460539	4	-0.038	non-DMR
chr1	462624	462650	4	0.011	non-DMR
chr1	469839	470446	4	0.072	non-DMR
chr1	483830	484767	4	-0.006	non-DMR
chr1	487032	489065	88	0.243	good-DMR
chr1	493298	493338	4	-0.046	non-DMR
chr1	496572	497441	4	-0.023	non-DMR
chr1	505079	505654	4	-0.022	non-DMR
chr1	512353	513151	4	0.038	non-DMR
chr1	535144	535810	4	0.083	non-DMR
chr1	538831	538887	4	-0.032	non-DMR
chr1	542231	544090	74	-0.314	good-DMR
