chr	start	end	CpG_count	mean_delta_methylation	category
chr1	109799	109886	4	0.04	non-DMR
chr1	112128	113144	42	0.297	good-DMR
chr1	115101	115823	4	-0.043	non-DMR
chr1	117916	118010	4	-0.005	non-DMR
chr1	120502	120583	4	-0.014	non-DMR
chr1	123341	124440	7	0.241	good-DMR
chr1	125533	125660	4	0.098	non-DMR
chr1	128160	129092	5	-0.033	non-DMR
chr1	135653	136308	4	-0.076	non-DMR
chr1	137517	137612	4	-0.048	non-DMR
chr1	143812	144924	51	0.254	good-DMR
chr1	148536	149293	4	0.06	non-DMR
chr1	150351	150462	4	-0.05	non-DMR
chr1	151923	151949	4	0.073	non-DMR
chr1	154757	155678	4	0.005	non-DMR
chr1	157952	158047	4	-0.01	non-DMR
chr1	165179	165248	4	0.001	non-DMR
chr1	170978	171080	4	0.096	non-DMR
chr1	180312	180402	4	0.054	non-DMR
chr1	185538	185604	4	0.042	non-DMR
chr1	187455	188451	8	0.21	good-DMR
chr1	190059	191178	47	0.334	good-DMR
chr1	191733	192509	4	0.02	non-DMR
chr1	193659	193702	4	0.043	non-DMR
chr1	197313	198156	4	0.09	non-DMR
chr1	200256	201236	38	0.293	good-DMR
chr1	212738	213543	4	0.053	non-DMR
chr1	217202	217277	4	0.039	non-DMR
chr1	219739	219826	4	0.02	non-DMR
chr1	221970	222059	4	0.012	non-DMR
chr1	223905	224969	4	-0.047	non-DMR
chr1	226876	226958	4	-0.058	non-DMR
chr1	230604	231563	4	0.095	non-DMR
chr1	235559	236269	4	0.055	non-DMR
chr1	237580	238430	4	0.002	non-DMR
chr1	242879	243647	3	0.029	non-DMR
chr1	247759	247786	4	-0.099	non-DMR
chr1	252495	253498	7	0.222	good-DMR
chr1	257810	259031	44	0.252	good-DMR
chr1	261469	262531	5	0.049	non-DMR
chr1	266859	268009	7	0.316	good-DMR
chr1	272214	272323	4	-0.057	non-DMR
chr1	277601	278237	4	-0.056	non-DMR
chr1	279466	280497	6	-0.03	non-DMR
chr1	281191	282293	4	0.049	non-DMR
chr1	284027	285114	8	0.298	good-DMR
chr1	286306	287264	6	-0.057	non-DMR
chr1	289078	289889	8	0.229	good-DMR
chr1	291365	292292	6	0.23	good-DMR
chr1	307215	308143	38	-0.305	good-DMR
chr1	309364	310202	4	-0.052	non-DMR
chr1	311197	312166	4	0.028	non-DMR
chr1	313166	313276	4	0.033	non-DMR
chr1	315281	316179	4	0.1	non-DMR
chr1	317706	318587	4	0.081	non-DMR
chr1	319811	320674	6	0.042	non-DMR
chr1	324959	325537	4	0.005	non-DMR
chr1	327027	327704	4	0.014	non-DMR
chr1	328593	329745	6	0.31	notable-DMR
chr1	330808	330909	4	-0.072	non-DMR
chr1	332474	333465	4	0.028	non-DMR
chr1	337887	338893	38	0.289	good-DMR
chr1	341968	342452	4	0.082	non-DMR
chr1	344810	345835	5	0.026	non-DMR
chr1	347804	348556	4	-0.023	non-DMR
chr1	350176	350269	4	-0.053	non-DMR
chr1	353224	353287	4	0.033	non-DMR
chr1	357837	358873	6	-0.194	good-DMR
chr1	360062	360687	4	-0.029	non-DMR
chr1	362537	363264	4	-0.043	non-DMR
chr1	367404	367502	4	-0.062	non-DMR
chr1	371476	372292	4	0.045	non-DMR
chr1	373637	373680	4	0.077	non-DMR
chr1	378062	378112	4	-0.002	non-DMR
chr1	381029	382039	4	-0.015	non-DMR
chr1	383884	384736	4	0.049	non-DMR
chr1	385426	386169	4	0.024	non-DMR
chr1	387142	387198	4	-0.058	non-DMR
chr1	396868	397891	5	0.027	non-DMR
chr1	399548	400567	42	-0.229	good-DMR
chr1	403822	403844	4	-0.028	non-DMR
chr1	405962	407169	4	-0.019	non-DMR
chr1	412295	413226	4	0.031	non-DMR
chr1	424765	425741	5	0.285	good-DMR
chr1	434121	435013	4	0.035	non-DMR
chr1	436512	437591	44	0.295	good-DMR
chr1	442042	443045	4	-0.086	non-DMR
chr1	443849	444824	5	0.246	good-DMR
chr1	446739	447947	6	0.243	good-DMR
chr1	449743	449842	4	0.084	non-DMR
chr1	454781	455825	6	0.067	non-DMR
chr1	467003	468040	4	0.081	non-DMR
chr1	470857	471781	4	-0.008	non-DMR
chr1	478906	479878	5	0.353	good-DMR
chr1	480772	481268	4	-0.011	non-DMR
chr1	482589	482658	4	0.039	non-DMR
chr1	484190	484295	4	-0.045	non-DMR
chr1	485687	485730	4	-0.008	non-DMR
chr1	494458	494517	4	0.042	non-DMR
chr1	497378	498124	4	-0.021	non-DMR
chr1	501621	502813	4	-0.04	non-DMR
chr1	503790	504460	4	-0.021	non-DMR
chr1	506709	507692	39	0.224	good-DMR
chr1	509690	510119	4	-0.011	non-DMR
chr1	516485	516527	4	-0.027	non-DMR
chr1	521259	522030	6	0.058	non-DMR
chr1	523235	524136	4	-0.012	non-DMR
chr1	525611	526632	9	0.328	sub-DMR
chr1	527662	528584	4	-0.084	non-DMR
chr1	529493	530385	6	0.046	non-DMR
chr1	531122	531977	4	-0.024	non-DMR
chr1	533486	534165	4	-0.043	non-DMR
chr1	543522	544728	7	0.27	good-DMR
chr1	550534	550567	4	0.068	non-DMR
