chr	start	end	coverage	methylation_level
chr1	100036	100037	33	0.0343
chr1	100064	100065	45	0.2131
chr1	100114	100115	28	0.155
chr1	100130	100131	34	0.0822
chr1	100174	100175	27	0.0698
chr1	100189	100190	37	0.2228
chr1	100216	100217	24	0.1369
chr1	100243	100244	35	0.2621
chr1	100293	100294	22	0.2394
chr1	100323	100324	30	0.1018
chr1	100345	100346	40	0.1203
chr1	100395	100396	23	0.155
chr1	100445	100446	33	0.276
chr1	100466	100467	26	0.1184
chr1	100508	100509	28	0.1365
chr1	100532	100533	26	0.2343
chr1	100533	100534	21	0.123
chr1	100633	100634	28	0.1415
chr1	100683	100684	27	0.1153
chr1	100783	100784	28	0.0257
chr1	100836	100837	30	0.341
chr1	100891	100892	28	0.1802
chr1	100967	100968	34	0.2062
chr1	101017	101018	29	0.0759
chr1	101045	101046	39	0.0762
chr1	101081	101082	38	0.1819
chr1	101128	101129	19	0.1827
chr1	101148	101149	36	0.0188
chr1	101171	101172	28	0.0658
chr1	101218	101219	32	0.0385
chr1	101238	101239	37	0.0091
chr1	101288	101289	31	0.0242
chr1	101322	101323	26	0.0564
chr1	101362	101363	32	0.0675
chr1	101378	101379	27	0.0378
chr1	101414	101415	35	0.0494
chr1	101443	101444	40	0.1292
chr1	101463	101464	22	0.0
chr1	101489	101490	21	0.1529
chr1	101528	101529	28	0.0793
chr1	101543	101544	28	0.0
chr1	101564	101565	22	0.0517
chr1	101594	101595	23	0.0203
chr1	101694	101695	25	0.1001
chr1	101766	101767	35	0.0362
chr1	101866	101867	27	0.1026
chr1	101916	101917	22	0.0903
chr1	102016	102017	31	0.1326
chr1	102052	102053	35	0.0486
chr1	102069	102070	32	0.8506
chr1	102119	102120	34	0.9069
chr1	102169	102170	26	0.9603
chr1	102219	102220	25	0.7758
chr1	102237	102238	33	0.9371
chr1	102252	102253	21	0.7991
chr1	102298	102299	41	0.7597
chr1	102345	102346	34	0.6777
chr1	102395	102396	28	0.8412
chr1	102425	102426	28	0.7641
chr1	102440	102441	35	0.8353
chr1	102471	102472	34	0.9144
chr1	102520	102521	25	0.8959
chr1	102535	102536	37	0.8711
chr1	102569	102570	29	0.9285
chr1	102599	102600	26	0.7252
chr1	102649	102650	35	0.8602
chr1	102699	102700	26	0.9046
chr1	102799	102800	28	0.903
chr1	102868	102869	24	0.9108
chr1	102968	102969	20	0.8234
chr1	103068	103069	27	0.8742
chr1	103108	103109	20	1.0
chr1	103112	103113	30	0.8022
chr1	103131	103132	23	0.2217
chr1	103146	103147	31	0.1418
chr1	103161	103162	31	0.2943
chr1	103177	103178	31	0.1581
chr1	103199	103200	25	0.1829
chr1	103222	103223	27	0.3461
chr1	103272	103273	30	0.2782
chr1	103322	103323	30	0.2833
chr1	103362	103363	38	0.3129
chr1	103412	103413	25	0.2855
chr1	103447	103448	31	0.1471
chr1	103484	103485	33	0.214
chr1	103518	103519	34	0.2471
chr1	103540	103541	41	0.2625
chr1	103555	103556	32	0.1877
chr1	103605	103606	36	0.1828
chr1	103705	103706	30	0.2793
chr1	103805	103806	33	0.2404
chr1	103905	103906	31	0.3368
chr1	103955	103956	36	0.3364
chr1	103959	103960	29	0.1838
chr1	103969	103970	29	0.7198
chr1	103985	103986	36	0.6413
chr1	104015	104016	23	0.8247
chr1	104051	104052	22	0.7577
chr1	104066	104067	36	0.6282
chr1	104109	104110	38	0.7196
chr1	104149	104150	30	0.6453
chr1	104192	104193	27	0.683
chr1	104211	104212	26	0.5964
chr1	104257	104258	31	0.5447
chr1	104283	104284	25	0.7926
chr1	104318	104319	35	0.6819
chr1	104343	104344	38	0.6811
chr1	104377	104378	39	0.7447
chr1	104410	104411	28	0.7246
chr1	104435	104436	23	0.6298
chr1	104470	104471	33	0.6733
chr1	104492	104493	27	0.5959
chr1	104510	104511	24	0.6189
chr1	104529	104530	30	0.6922
chr1	104629	104630	29	0.7885
chr1	104683	104684	36	0.6859
chr1	104758	104759	36	0.6851
chr1	104858	104859	32	0.6903
chr1	104958	104959	28	0.6819
chr1	105058	105059	24	0.7464
chr1	105126	105127	24	0.6542
chr1	105138	105139	34	0.6571
chr1	105146	105147	35	0.5625
chr1	105172	105173	27	0.5738
chr1	105504	105505	20	0.5933
chr1	105512	105513	24	0.635
chr1	105521	105522	27	0.1688
chr1	105571	105572	24	0.0335
chr1	105621	105622	27	0.1106
chr1	105648	105649	28	0.0382
chr1	105677	105678	30	0.0356
chr1	105716	105717	32	0.053
chr1	105755	105756	34	0.0504
chr1	105782	105783	26	0.0304
chr1	105812	105813	21	0.0288
chr1	105834	105835	23	0.0012
chr1	105856	105857	38	0.0778
chr1	105875	105876	25	0.0942
chr1	105905	105906	29	0.0641
chr1	105951	105952	26	0.0
chr1	106051	106052	30	0.0947
chr1	106137	106138	33	0.0722
chr1	106237	106238	28	0.0757
chr1	106337	106338	33	0.1526
chr1	106357	106358	27	0.1124
chr1	106361	106362	27	0.079
chr1	106369	106370	33	0.0636
chr1	106413	106414	31	0.0916
chr1	106417	106418	33	0.0941
chr1	106515	106516	24	0.1733
chr1	106623	106624	27	0.0853
chr1	106671	106672	25	0.0377
chr1	106777	106778	25	0.132
chr1	106801	106802	33	0.2088
chr1	106841	106842	32	0.1328
chr1	106891	106892	28	0.2187
chr1	106917	106918	24	0.1032
chr1	106932	106933	28	0.1714
chr1	106959	106960	21	0.0012
chr1	106988	106989	31	0.0574
chr1	107038	107039	37	0.0995
chr1	107053	107054	33	0.112
chr1	107097	107098	29	0.1238
chr1	107147	107148	29	0.0094
chr1	107172	107173	26	0.1589
chr1	107211	107212	28	0.1583
chr1	107250	107251	25	0.0334
chr1	107350	107351	22	0.1038
chr1	107450	107451	31	0.1365
chr1	107500	107501	36	0.1955
chr1	107600	107601	32	0.2484
chr1	107618	107619	33	0.0372
chr1	107656	107657	30	0.5782
chr1	107678	107679	31	0.5839
chr1	107728	107729	33	0.7432
chr1	107768	107769	26	0.5734
chr1	107787	107788	26	0.7707
chr1	107837	107838	34	0.8052
chr1	107887	107888	33	0.7657
chr1	107937	107938	30	0.8516
chr1	107965	107966	26	0.6969
chr1	108002	108003	27	0.6879
chr1	108051	108052	30	0.7518
chr1	108095	108096	20	0.8004
chr1	108123	108124	31	0.5613
chr1	108136	108137	38	0.6305
chr1	108236	108237	39	0.7659
chr1	108336	108337	28	0.6797
chr1	108394	108395	29	0.6814
chr1	108466	108467	27	0.5012
chr1	108516	108517	28	0.7371
chr1	108586	108587	25	0.6991
