chr	start	end	coverage	methylation_level
chr1	100036	100037	31	0.0007
chr1	100064	100065	39	0.2031
chr1	100114	100115	32	0.1901
chr1	100130	100131	22	0.0815
chr1	100174	100175	35	0.0011
chr1	100189	100190	25	0.2329
chr1	100216	100217	18	0.2509
chr1	100243	100244	37	0.272
chr1	100293	100294	35	0.1166
chr1	100323	100324	24	0.2089
chr1	100345	100346	42	0.183
chr1	100395	100396	28	0.2519
chr1	100445	100446	24	0.3948
chr1	100466	100467	35	0.1181
chr1	100508	100509	31	0.2217
chr1	100532	100533	33	0.3173
chr1	100533	100534	26	0.0773
chr1	100633	100634	20	0.1122
chr1	100683	100684	34	0.209
chr1	100783	100784	36	0.1253
chr1	100836	100837	37	0.3354
chr1	100891	100892	31	0.2083
chr1	100967	100968	26	0.221
chr1	101017	101018	31	0.1204
chr1	101081	101082	28	0.133
chr1	101128	101129	25	0.7612
chr1	101171	101172	29	0.8094
chr1	101186	101187	31	0.9122
chr1	101207	101208	26	0.7643
chr1	101257	101258	35	0.7103
chr1	101285	101286	42	0.7076
chr1	101307	101308	24	0.6187
chr1	101357	101358	25	0.8589
chr1	101391	101392	27	0.7927
chr1	101406	101407	23	0.8519
chr1	101432	101433	28	0.7322
chr1	101460	101461	25	0.6054
chr1	101482	101483	27	0.5445
chr1	101526	101527	24	0.8718
chr1	101557	101558	35	0.7711
chr1	101587	101588	30	0.6307
chr1	101661	101662	24	0.8783
chr1	101711	101712	29	0.6264
chr1	101811	101812	36	0.9114
chr1	101861	101862	34	0.6913
chr1	101928	101929	26	0.7102
chr1	101989	101990	21	0.5287
chr1	102007	102008	33	0.7531
chr1	102043	102044	25	0.629
chr1	102059	102060	29	0.724
chr1	102074	102075	39	0.673
chr1	102106	102107	36	0.6047
chr1	102127	102128	33	0.5187
chr1	102142	102143	29	0.5679
chr1	102180	102181	28	0.6684
chr1	102201	102202	32	0.7203
chr1	102236	102237	29	0.6964
chr1	102262	102263	25	0.798
chr1	102281	102282	32	0.6951
chr1	102331	102332	26	0.6863
chr1	102357	102358	28	0.6798
chr1	102407	102408	20	0.8403
chr1	102422	102423	25	0.7248
chr1	102441	102442	25	0.6994
chr1	102478	102479	22	0.7716
chr1	102498	102499	15	0.6248
chr1	102598	102599	25	0.7404
chr1	102678	102679	28	0.5931
chr1	102734	102735	26	0.7293
chr1	102834	102835	25	0.6164
chr1	102934	102935	28	0.6986
chr1	102974	102975	40	0.7842
chr1	102981	102982	25	0.4484
chr1	103012	103013	11	0.5646
chr1	103062	103063	18	0.5929
chr1	103112	103113	40	0.5243
chr1	103128	103129	37	0.4966
chr1	103167	103168	33	0.6321
chr1	103187	103188	27	0.3959
chr1	103237	103238	28	0.5237
chr1	103267	103268	17	0.699
chr1	103317	103318	29	0.5614
chr1	103348	103349	32	0.5787
chr1	103382	103383	30	0.5648
chr1	103465	103466	33	0.636
chr1	103565	103566	23	0.4676
chr1	103626	103627	27	0.3088
chr1	103695	103696	26	0.4331
chr1	103754	103755	39	0.4625
chr1	103848	103849	24	0.8466
chr1	103912	103913	32	0.7709
chr1	103928	103929	27	0.7068
chr1	103930	103931	30	0.9963
chr1	104194	104195	30	0.7938
chr1	104209	104210	25	0.7136
chr1	104231	104232	32	0.6483
chr1	104273	104274	33	0.8628
chr1	104293	104294	24	0.7133
chr1	104343	104344	28	0.7108
chr1	104367	104368	34	0.6794
chr1	104391	104392	26	0.7118
chr1	104439	104440	28	0.6659
chr1	104474	104475	26	0.765
chr1	104509	104510	29	0.9141
