chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100087	4	0.022	non-DMR
chr1	101855	102585	4	-0.072	non-DMR
chr1	104971	106036	5	0.309	good-DMR
chr1	106597	106679	4	0.079	non-DMR
chr1	109095	109159	4	0.015	non-DMR
chr1	111417	111480	4	0.028	non-DMR
chr1	113172	113789	3	0.046	non-DMR
chr1	129053	129136	4	0.051	non-DMR
chr1	131425	132415	4	-0.001	non-DMR
chr1	134416	135411	4	-0.064	non-DMR
chr1	136130	136168	4	0.03	non-DMR
chr1	140324	140417	4	-0.043	non-DMR
chr1	142483	143464	5	0.034	non-DMR
chr1	147688	148197	4	-0.012	non-DMR
chr1	149279	150182	4	0.058	non-DMR
chr1	150779	151771	5	-0.262	good-DMR
chr1	155067	156089	6	-0.006	non-DMR
chr1	156718	156816	4	0.023	non-DMR
chr1	159482	160433	4	-0.066	non-DMR
chr1	164170	164260	4	0.026	non-DMR
chr1	166151	167316	7	0.35	good-DMR
chr1	170907	172001	7	0.189	good-DMR
chr1	173447	173527	4	-0.013	non-DMR
chr1	175260	176346	6	0.086	non-DMR
chr1	177587	178585	7	0.235	good-DMR
chr1	183538	183643	4	-0.043	non-DMR
chr1	185211	185304	4	0.056	non-DMR
chr1	187189	187880	4	0.061	non-DMR
chr1	191121	191978	5	-0.092	non-DMR
chr1	195494	196431	4	-0.001	non-DMR
chr1	197245	197886	4	-0.056	non-DMR
chr1	199341	200101	6	0.288	good-DMR
chr1	201367	201999	4	0.014	non-DMR
chr1	204176	205172	7	-0.029	non-DMR
chr1	211017	211920	4	-0.06	non-DMR
chr1	217641	218761	5	0.196	good-DMR
chr1	219355	219407	4	0.048	non-DMR
chr1	221788	221845	4	-0.008	non-DMR
chr1	226444	227381	4	-0.069	non-DMR
chr1	229696	230412	4	0.038	non-DMR
chr1	232296	232365	4	0.002	non-DMR
chr1	234759	235790	6	0.044	non-DMR
chr1	237513	238064	4	-0.1	non-DMR
chr1	241485	242220	6	0.034	non-DMR
chr1	243861	244835	4	-0.021	non-DMR
chr1	246738	247606	4	0.048	non-DMR
chr1	251415	252373	6	-0.002	non-DMR
chr1	253425	254364	5	0.35	good-DMR
chr1	260431	260545	4	-0.083	non-DMR
chr1	262193	262291	4	-0.026	non-DMR
chr1	268172	269091	37	0.241	good-DMR
chr1	271960	272086	4	-0.005	non-DMR
chr1	282914	283970	8	0.038	non-DMR
chr1	285259	285894	4	0.024	non-DMR
chr1	289711	289788	4	0.097	non-DMR
chr1	291830	292838	35	0.239	good-DMR
chr1	294253	295174	5	0.053	non-DMR
chr1	298300	299443	8	0.275	good-DMR
chr1	303452	304441	5	-0.056	non-DMR
chr1	305659	306690	6	-0.052	non-DMR
chr1	311449	312418	5	0.261	good-DMR
