chr	start	end	CpG_count	mean_delta_methylation	category
chr1	101575	102366	4	-0.017	non-DMR
chr1	103426	104404	4	0.05	non-DMR
chr1	109049	109841	4	0.064	non-DMR
chr1	110672	110746	4	0.018	non-DMR
chr1	116977	117077	4	0.014	non-DMR
chr1	119529	119576	4	0.009	non-DMR
chr1	125027	126083	6	0.001	non-DMR
chr1	128840	129689	4	0.024	non-DMR
chr1	131116	131978	6	0.051	non-DMR
chr1	132837	133906	4	-0.035	non-DMR
chr1	135019	135698	4	0.004	non-DMR
chr1	137241	137323	4	0.037	non-DMR
chr1	146329	146407	4	0.044	non-DMR
chr1	153834	154854	5	0.142	good-DMR
chr1	163052	163845	4	-0.07	non-DMR
chr1	165892	166885	5	0.142	good-DMR
chr1	170967	171738	4	0.049	non-DMR
chr1	172797	173377	4	-0.092	non-DMR
chr1	175533	176457	4	0.002	non-DMR
chr1	180310	180394	4	0.021	non-DMR
chr1	183323	183361	4	-0.065	non-DMR
chr1	186239	187199	4	0.041	non-DMR
chr1	198762	199690	4	-0.079	non-DMR
chr1	200348	201053	4	-0.022	non-DMR
chr1	202163	202264	4	0.078	non-DMR
chr1	216201	216938	4	0.086	non-DMR
chr1	221442	222407	4	0.036	non-DMR
chr1	223393	224474	6	0.231	good-DMR
chr1	225857	226734	6	0.06	non-DMR
chr1	228384	229236	4	-0.047	non-DMR
chr1	230879	231719	6	0.217	good-DMR
chr1	233548	234644	5	-0.08	non-DMR
chr1	237785	238792	4	0.051	non-DMR
chr1	244825	245517	4	0.03	non-DMR
chr1	247553	247626	4	-0.002	non-DMR
chr1	254857	255557	4	0.011	non-DMR
chr1	259179	260073	5	-0.058	non-DMR
chr1	260828	260866	4	0.014	non-DMR
chr1	263007	263880	6	-0.014	non-DMR
chr1	270794	271832	4	0.077	non-DMR
chr1	272428	272852	4	0.04	non-DMR
chr1	280401	281217	4	0.022	non-DMR
chr1	282336	283038	4	0.069	non-DMR
chr1	286431	286938	4	-0.029	non-DMR
chr1	288473	288557	4	0.085	non-DMR
chr1	291268	291320	4	-0.022	non-DMR
chr1	293048	293779	4	0.002	non-DMR
chr1	295510	295570	4	-0.001	non-DMR
chr1	298160	299029	4	-0.058	non-DMR
chr1	300284	300351	4	-0.033	non-DMR
chr1	302373	302428	4	-0.017	non-DMR
chr1	304176	305123	7	-0.147	good-DMR
chr1	305728	306614	4	0.012	non-DMR
chr1	313665	314526	5	0.175	good-DMR
chr1	318109	318177	4	-0.041	non-DMR
chr1	320574	321493	5	0.162	good-DMR
chr1	329145	330064	5	0.162	good-DMR
chr1	331349	332312	5	0.059	non-DMR
chr1	332865	333634	3	0.093	non-DMR
chr1	337675	338646	4	-0.066	non-DMR
chr1	340763	341716	5	-0.069	non-DMR
chr1	346439	347084	4	0.006	non-DMR
chr1	348194	348977	4	0.097	non-DMR
chr1	350203	350281	4	0.016	non-DMR
chr1	352479	353438	4	0.032	non-DMR
chr1	363664	363734	4	0.052	non-DMR
chr1	370464	371367	4	0.028	non-DMR
chr1	373004	373881	4	0.047	non-DMR
chr1	375008	375044	4	0.013	non-DMR
chr1	376528	376623	4	-0.022	non-DMR
chr1	378067	378974	4	-0.048	non-DMR
chr1	380264	381117	4	0.003	non-DMR
chr1	394853	395754	4	0.046	non-DMR
chr1	397286	397916	4	0.073	non-DMR
chr1	402767	403722	4	0.031	non-DMR
chr1	408399	409193	4	-0.027	non-DMR
chr1	410212	411038	5	-0.034	non-DMR
chr1	412382	412456	4	0.071	non-DMR
chr1	416350	417499	7	0.221	good-DMR
chr1	423863	424761	4	-0.027	non-DMR
chr1	432499	432559	4	0.019	non-DMR
chr1	434783	434874	4	0.031	non-DMR
chr1	444243	445484	8	0.163	good-DMR
chr1	446521	447582	5	0.22	good-DMR
chr1	448378	449244	4	0.077	non-DMR
chr1	449947	450427	4	0.051	non-DMR
chr1	453882	454777	4	0.008	non-DMR
chr1	457995	458980	5	0.054	non-DMR
chr1	460662	461763	5	-0.009	non-DMR
chr1	462937	464013	6	-0.079	non-DMR
chr1	465926	467026	4	0.043	non-DMR
chr1	470087	470962	4	-0.026	non-DMR
chr1	479800	479910	4	0.094	non-DMR
chr1	482511	482583	4	-0.032	non-DMR
chr1	487092	487156	4	-0.045	non-DMR
chr1	491746	492317	4	0.045	non-DMR
chr1	495114	495174	4	0.013	non-DMR
chr1	502473	502907	4	-0.096	non-DMR
chr1	507044	507114	4	-0.067	non-DMR
chr1	516283	516667	4	-0.056	non-DMR
chr1	529050	529143	4	0.004	non-DMR
chr1	531700	531779	4	-0.041	non-DMR
chr1	533994	534640	4	-0.022	non-DMR
chr1	538339	539038	4	0.006	non-DMR
chr1	541049	542216	5	-0.048	non-DMR
chr1	544971	545779	4	-0.019	non-DMR
chr1	547793	547864	4	-0.088	non-DMR
chr1	554690	555269	4	-0.045	non-DMR
chr1	558604	559515	6	0.021	non-DMR
chr1	570074	570137	4	-0.011	non-DMR
chr1	577880	578572	4	0.036	non-DMR
chr1	579783	580111	4	0.029	non-DMR
chr1	582298	583168	5	0.214	good-DMR
chr1	584569	585626	5	-0.075	non-DMR
chr1	586698	587338	4	-0.073	non-DMR
chr1	588491	589412	4	0.044	non-DMR
chr1	592008	592791	4	0.002	non-DMR
chr1	601036	601930	4	0.062	non-DMR
chr1	607947	608770	4	0.016	non-DMR
chr1	614434	615300	4	0.088	non-DMR
chr1	618456	619119	4	0.018	non-DMR
chr1	627089	627973	4	0.026	non-DMR
chr1	630245	630933	4	0.034	non-DMR
chr1	632811	633775	4	-0.037	non-DMR
chr1	636006	636106	4	0.045	non-DMR
chr1	638722	639707	6	0.053	non-DMR
chr1	640275	641081	6	0.017	non-DMR
chr1	646953	647056	4	0.026	non-DMR
chr1	653655	654484	4	0.068	non-DMR
chr1	658853	658955	4	-0.086	non-DMR
chr1	661416	661477	4	0.04	non-DMR
chr1	664223	665083	4	-0.098	non-DMR
chr1	666151	666212	4	0.061	non-DMR
chr1	672522	673529	6	0.047	non-DMR
chr1	674417	675494	5	0.006	non-DMR
chr1	676377	676462	4	0.039	non-DMR
chr1	680780	680858	4	-0.04	non-DMR
chr1	683664	684553	4	0.027	non-DMR
chr1	685798	686846	4	-0.08	non-DMR
chr1	692105	692928	4	0.001	non-DMR
chr1	694668	694743	4	0.055	non-DMR
chr1	700633	701475	4	-0.041	non-DMR
chr1	707878	709015	5	0.146	good-DMR
chr1	713483	713547	4	0.069	non-DMR
chr1	719276	720045	4	-0.074	non-DMR
chr1	724699	725689	5	-0.029	non-DMR
chr1	729008	729090	4	0.068	non-DMR
chr1	737048	737126	4	0.004	non-DMR
chr1	743463	743527	4	0.02	non-DMR
chr1	746132	747072	5	-0.045	non-DMR
chr1	749044	750093	7	0.022	non-DMR
chr1	752035	752989	4	0.032	non-DMR
chr1	756496	756853	4	0.06	non-DMR
chr1	761449	761541	4	-0.007	non-DMR
chr1	765951	766800	4	-0.055	non-DMR
chr1	770545	770628	4	-0.072	non-DMR
chr1	773213	774159	5	0.176	good-DMR
chr1	790674	791626	5	-0.017	non-DMR
chr1	792876	792938	4	-0.066	non-DMR
chr1	797968	798584	4	0.016	non-DMR
chr1	802286	803233	4	0.031	non-DMR
chr1	804791	805766	5	-0.017	non-DMR
chr1	806653	807434	4	-0.042	non-DMR
chr1	815385	816165	4	0.1	non-DMR
chr1	817201	817258	4	-0.023	non-DMR
chr1	820023	821154	4	0.014	non-DMR
chr1	822904	824061	5	0.027	non-DMR
chr1	824577	824649	4	0.021	non-DMR
chr1	827480	828421	6	-0.024	non-DMR
chr1	837175	837214	4	0.082	non-DMR
chr1	842017	842059	4	-0.015	non-DMR
chr1	844036	844109	4	0.027	non-DMR
chr1	873278	873891	4	0.067	non-DMR
chr1	880358	880681	4	0.009	non-DMR
chr1	887550	888174	4	0.09	non-DMR
chr1	891412	892088	4	-0.02	non-DMR
chr1	893749	893805	4	-0.038	non-DMR
chr1	898354	899107	5	0.017	non-DMR
chr1	900350	901511	6	-0.057	non-DMR
chr1	903344	904090	4	-0.046	non-DMR
chr1	905005	906011	5	0.066	non-DMR
chr1	912514	912582	4	0.091	non-DMR
chr1	918718	918807	4	-0.056	non-DMR
chr1	928051	928779	4	-0.069	non-DMR
chr1	930933	931617	4	-0.069	non-DMR
chr1	933639	933668	4	0.036	non-DMR
chr1	943267	943378	4	-0.003	non-DMR
chr1	947430	948252	4	0.029	non-DMR
chr1	950158	950264	4	0.049	non-DMR
chr1	952009	952083	4	0.045	non-DMR
chr1	957143	958040	6	0.023	non-DMR
chr1	959229	959914	4	-0.077	non-DMR
chr1	960905	961578	4	0.019	non-DMR
chr1	963352	964333	5	-0.03	non-DMR
chr1	966830	967787	4	-0.048	non-DMR
chr1	969423	969518	4	-0.003	non-DMR
chr1	974548	975227	4	-0.073	non-DMR
chr1	977357	977412	4	0.004	non-DMR
chr1	981425	982238	4	-0.02	non-DMR
chr1	986057	986170	4	0.093	non-DMR
chr1	988880	988957	4	-0.076	non-DMR
chr1	992463	992505	4	-0.045	non-DMR
chr1	995219	995318	4	0.036	non-DMR
chr1	999719	1000629	4	-0.027	non-DMR
chr1	1002117	1002223	4	0.021	non-DMR
chr1	1007297	1007348	4	0.009	non-DMR
chr1	1011148	1012015	3	-0.055	non-DMR
chr1	1013463	1014205	4	-0.035	non-DMR
chr1	1018602	1018655	4	-0.002	non-DMR
chr1	1025764	1025882	4	-0.018	non-DMR
chr1	1028809	1028864	4	0.026	non-DMR
chr1	1035054	1035799	4	-0.014	non-DMR
chr1	1039606	1040538	4	0.075	non-DMR
chr1	1044089	1044712	4	0.051	non-DMR
chr1	1051331	1051446	4	0.009	non-DMR
chr1	1055668	1056437	4	-0.049	non-DMR
chr1	1059812	1059897	4	0.015	non-DMR
chr1	1066319	1067081	4	0.06	non-DMR
chr1	1080853	1080951	4	0.029	non-DMR
chr1	1083426	1084204	4	-0.03	non-DMR
chr1	1085312	1085993	4	0.055	non-DMR
chr1	1089943	1090444	4	-0.002	non-DMR
chr1	1092259	1092931	4	-0.087	non-DMR
chr1	1094456	1095257	4	0.009	non-DMR
chr1	1096653	1097579	4	-0.056	non-DMR
chr1	1104019	1104103	4	-0.022	non-DMR
chr1	1105600	1105707	4	-0.01	non-DMR
chr1	1119516	1120466	4	0.039	non-DMR
chr1	1121133	1121193	4	-0.021	non-DMR
chr1	1123816	1123879	4	0.061	non-DMR
chr1	1131601	1131667	4	0.05	non-DMR
chr1	1133189	1133830	4	0.011	non-DMR
chr1	1137725	1138873	7	-0.036	non-DMR
chr1	1147397	1147472	4	0.045	non-DMR
chr1	1152040	1152680	4	0.04	non-DMR
chr1	1153539	1154416	32	-0.004	non-DMR
chr1	1159880	1159959	4	-0.071	non-DMR
chr1	1167504	1168170	4	0.051	non-DMR
chr1	1174797	1175687	4	-0.008	non-DMR
chr1	1176411	1177370	4	-0.005	non-DMR
chr1	1177949	1178954	8	-0.009	non-DMR
chr1	1180106	1180872	4	-0.055	non-DMR
chr1	1187000	1187986	4	-0.03	non-DMR
chr1	1188922	1189908	4	0.008	non-DMR
chr1	1190943	1191675	4	-0.066	non-DMR
chr1	1192771	1193575	6	0.043	non-DMR
chr1	1197661	1197725	4	0.089	non-DMR
chr1	1199940	1200054	4	-0.073	non-DMR
chr1	1202028	1202706	4	-0.009	non-DMR
chr1	1207479	1208464	4	0.018	non-DMR
