chr1	100000	0.5182	27
chr1	100498	0.7294	35
chr1	100915	0.6262	23
chr1	101005	0.6828	23
chr1	109610	0.3589	34
chr1	109679	0.3307	31
chr1	109784	0.3632	30
chr1	110139	0.305	25
chr1	111833	0.3759	38
chr1	111862	0.39	32
chr1	111864	0.8008	29
chr1	111899	0.5	24
chr1	114313	0.0763	24
chr1	114740	0.207	33
chr1	115133	0.0777	22
chr1	115208	0.2288	33
chr1	121699	0.4622	35
chr1	121957	0.245	28
chr1	122201	0.3938	34
chr1	125700	0.5691	30
chr1	125744	0.6021	33
chr1	125755	0.6118	22
chr1	127337	0.225	28
chr1	127352	0.324	30
chr1	127429	0.3251	22
chr1	129602	0.235	26
chr1	130034	0.1699	30
chr1	130451	0.2716	30
chr1	131228	0.2469	30
chr1	131653	0.6369	30
chr1	131970	0.5048	32
chr1	132158	0.6669	37
chr1	134051	0.3149	27
chr1	134348	0.3419	38
chr1	134636	0.1753	33
chr1	134909	0.2486	33
chr1	136165	0.2798	35
chr1	136259	0.33	21
chr1	136451	0.1981	29
chr1	136731	0.2385	34
chr1	136843	0.2727	30
chr1	136989	0.1174	26
chr1	138761	0.389	44
chr1	139064	0.274	27
chr1	139549	0.2839	33
chr1	139682	0.4928	39
chr1	141334	0.9177	24
chr1	141558	0.6471	28
chr1	141751	0.6078	33
chr1	142106	0.6465	24
chr1	142335	0.6844	31
chr1	142389	0.7661	29
chr1	143951	0.7468	36
chr1	143969	0.6947	24
chr1	143985	0.7454	27
chr1	143994	0.4378	28
chr1	160635	0.8252	31
chr1	160692	0.7511	37
chr1	160877	0.7153	23
chr1	161201	0.7024	25
chr1	161282	0.6546	31
chr1	161390	0.5396	33
chr1	163124	0.2941	29
chr1	163364	0.6751	26
chr1	163469	0.3719	38
chr1	163864	0.5217	43
chr1	169714	0.483	32
chr1	169877	0.6371	24
chr1	170241	0.5804	30
chr1	170313	0.5632	23
chr1	170735	0.5696	34
chr1	177572	0.4254	30
chr1	177575	0.3043	31
chr1	177606	0.651	28
chr1	177612	0.2419	32
chr1	180237	0.3791	43
chr1	180614	0.6068	29
chr1	180877	0.2858	29
chr1	181075	0.5948	28
chr1	182108	0.2929	30
chr1	182245	0.1125	38
chr1	182705	0.2042	36
chr1	189232	0.7054	36
chr1	189507	0.0182	31
chr1	189793	0.9495	28
chr1	189987	0.0896	20
chr1	190136	0.9155	30
chr1	190990	0.4428	34
chr1	191110	0.3367	29
chr1	191606	0.3866	29
chr1	191784	0.1503	28
chr1	192626	0.5465	29
chr1	192821	0.721	26
chr1	192913	0.6674	29
chr1	193353	0.3883	26
chr1	194630	0.3306	22
chr1	195105	0.0818	33
chr1	195378	0.2603	22
chr1	195439	0.4086	33
chr1	196498	0.1734	23
chr1	196545	0.0791	19
chr1	196588	0.283	23
chr1	196611	0.1311	30
chr1	198042	0.4389	25
chr1	198739	0.5196	20
chr1	199001	0.516	33
chr1	200983	0.3931	28
chr1	201073	0.3633	35
chr1	201132	0.1928	24
chr1	201313	0.3178	29
chr1	203040	0.5424	35
chr1	203462	0.3705	38
chr1	203823	0.3468	41
chr1	203940	0.4046	34
chr1	210683	0.432	25
chr1	210860	0.4354	29
chr1	210968	0.34	30
chr1	211031	0.226	34
chr1	211457	0.3296	28
chr1	211554	0.1769	34
chr1	211635	0.4459	28
chr1	212381	0.582	28
chr1	212682	0.3122	29
chr1	212834	0.2965	29
chr1	212946	0.4773	23
chr1	214060	0.6944	29
chr1	214475	0.7794	38
chr1	214752	0.6239	20
chr1	214846	0.7316	37
chr1	215070	0.6369	31
chr1	216962	0.687	35
chr1	216998	0.7568	38
chr1	217018	0.509	32
chr1	217039	0.708	31
chr1	217098	0.6141	27
chr1	217145	0.6759	29
chr1	217191	0.5753	34
chr1	217233	0.5491	31
chr1	217246	0.408	25
chr1	217271	0.6034	27
chr1	217305	0.4131	35
chr1	217321	0.51	34
chr1	217330	0.4663	33
chr1	217344	0.6025	30
chr1	217354	0.6602	31
chr1	217371	0.7556	30
chr1	217404	0.5522	33
chr1	217407	0.5261	29
chr1	217432	0.403	37
chr1	217469	0.4601	22
chr1	217507	0.6737	21
chr1	217532	0.3633	24
chr1	217563	0.3798	33
chr1	217600	0.6318	25
chr1	217610	0.4928	31
chr1	217651	0.5689	28
chr1	217664	0.5952	27
chr1	217685	0.5541	28
chr1	217712	0.7325	33
chr1	217759	0.5407	34
chr1	217807	0.5478	31
chr1	217839	0.7198	34
chr1	217874	0.3526	23
chr1	217930	0.5777	27
chr1	217974	0.6342	31
chr1	217984	0.6332	28
chr1	218006	0.6251	21
chr1	218018	0.4457	30
chr1	218020	0.736	37
chr1	218853	0.7247	26
chr1	219080	0.7503	23
chr1	219395	0.5682	32
chr1	219590	0.6116	32
chr1	219748	0.5503	33
chr1	222887	0.8036	28
chr1	223359	0.741	20
chr1	223851	0.6343	32
chr1	223908	0.5679	23
chr1	223968	0.6531	30
chr1	224018	0.7295	29
chr1	225749	0.1919	36
chr1	225777	0.3057	32
chr1	225818	0.4306	33
chr1	228221	0.3465	22
chr1	228599	0.4223	29
chr1	228803	0.3958	36
chr1	229100	0.6126	35
chr1	229181	0.3763	18
chr1	230325	0.6952	30
chr1	230455	0.8169	31
chr1	230730	0.7957	39
chr1	230992	0.5748	21
chr1	231289	0.8055	34
chr1	231368	0.8139	20
chr1	233126	0.4962	27
chr1	233242	0.5466	35
chr1	233681	0.3847	39
chr1	233920	0.5191	25
chr1	234002	0.5305	33
chr1	245156	0.5315	29
chr1	245398	0.1069	30
chr1	245489	0.3142	22
chr1	245888	0.1937	24
chr1	248705	0.1978	29
chr1	248896	0.2146	25
chr1	249042	0.1148	32
chr1	249540	0.2611	36
chr1	251676	0.3804	30
chr1	251720	0.3762	37
chr1	251748	0.5347	25
chr1	251789	0.3948	28
chr1	254918	0.8796	24
chr1	255363	0.6851	40
chr1	255757	0.8895	28
