chr	pos	meth_level	coverage
chr1	100000	0.64	25
chr1	100498	0.276	29
chr1	100915	0.6862	29
chr1	101005	0.699	25
chr1	109610	0.5283	34
chr1	109679	0.4437	30
chr1	109784	0.3833	34
chr1	110139	0.3961	19
chr1	111833	0.4115	28
chr1	111862	0.3983	23
chr1	111864	0.7122	12
chr1	111899	0.5629	29
chr1	114313	0.3143	31
chr1	114740	0.3047	25
chr1	115208	0.1964	24
chr1	121699	0.3876	39
chr1	121774	0.3643	33
chr1	121957	0.13	34
chr1	122201	0.5732	41
chr1	125700	0.6302	32
chr1	125703	0.6587	32
chr1	125744	0.5851	28
chr1	125755	0.4709	29
chr1	127337	0.1519	30
chr1	127352	0.2645	29
chr1	127383	0.0603	24
chr1	127429	0.2627	25
chr1	129602	0.0998	27
chr1	130034	0.3024	26
chr1	130451	0.286	30
chr1	131228	0.5704	20
chr1	131653	0.5408	40
chr1	131970	0.422	29
chr1	132158	0.3213	33
chr1	134051	0.2147	27
chr1	134348	0.4629	35
chr1	134636	0.3283	33
chr1	134909	0.252	29
chr1	136165	0.4203	31
chr1	136259	0.1807	29
chr1	136451	0.2718	30
chr1	136731	0.2225	28
chr1	136843	0.2147	27
chr1	136989	0.2899	34
chr1	138761	0.2597	37
chr1	139064	0.2802	35
chr1	139549	0.2295	22
chr1	139682	0.3204	34
chr1	141334	1.0	33
chr1	141558	1.0	26
chr1	141751	1.0	35
chr1	142106	1.0	27
chr1	142335	1.0	34
chr1	142389	1.0	36
chr1	143951	0.6711	24
chr1	143985	0.5636	26
chr1	143994	0.6045	36
chr1	160635	1.0	22
chr1	160692	1.0	28
chr1	161201	1.0	22
chr1	161282	1.0	28
chr1	161390	1.0	30
chr1	163124	0.3518	31
chr1	163364	0.3615	34
chr1	163469	0.465	32
chr1	163864	0.6009	37
chr1	169714	0.5007	28
chr1	169877	0.4978	35
chr1	170241	0.6206	27
chr1	170313	0.5872	22
chr1	170735	0.7313	26
chr1	177572	0.2742	30
chr1	177575	0.4559	30
chr1	177612	0.2417	25
chr1	180237	0.6707	34
chr1	180614	0.4484	37
chr1	180877	0.3085	27
chr1	181075	0.5429	25
chr1	182108	0.1658	30
chr1	182245	0.2868	23
chr1	182705	0.2218	30
chr1	183071	0.4281	34
chr1	189232	0.0	26
chr1	189507	0.0	32
chr1	189793	0.0	27
chr1	189987	1.0	24
chr1	190136	0.0	30
chr1	190990	0.1999	33
chr1	191110	0.2797	37
chr1	191606	0.3474	34
chr1	191784	0.4833	34
chr1	192626	0.2747	32
chr1	192821	0.6844	25
chr1	192913	0.683	31
chr1	193353	0.5525	40
chr1	194630	0.2405	36
chr1	195105	0.0592	27
chr1	195378	0.2016	32
chr1	195439	0.3491	28
chr1	196498	0.3064	38
chr1	196545	0.1766	23
chr1	196588	0.1422	26
chr1	196611	0.2408	31
chr1	198042	0.571	30
chr1	198333	0.4708	36
chr1	198739	0.5113	35
chr1	199001	0.5612	30
chr1	200983	0.3828	24
chr1	201073	0.5698	30
chr1	201132	0.2739	32
chr1	201313	0.4062	30
chr1	203040	0.5355	32
chr1	203462	0.2343	25
chr1	203823	0.4064	25
chr1	203940	0.4898	33
chr1	210683	0.4855	27
chr1	210860	0.5766	23
chr1	210968	0.5023	31
chr1	211031	0.7005	32
chr1	211457	0.6109	27
chr1	211554	0.7756	31
chr1	211635	0.474	34
chr1	212381	0.4615	27
chr1	212682	0.4169	17
chr1	212834	0.2856	24
chr1	212946	0.3416	22
chr1	214060	0.5572	35
chr1	214475	0.755	29
chr1	214752	0.7369	26
chr1	214846	0.6297	33
chr1	215070	0.5671	30
chr1	216962	0.9187	30
chr1	216998	0.9305	34
chr1	217018	0.8088	32
chr1	217039	0.7597	28
chr1	217051	0.9912	32
chr1	217145	0.8711	35
chr1	217191	0.8241	25
chr1	217233	0.7336	26
chr1	217246	0.8728	26
chr1	217271	0.8441	22
chr1	217305	0.7495	27
chr1	217321	0.7346	28
chr1	217330	0.9971	30
chr1	217344	0.8731	34
chr1	217354	0.91	17
chr1	217371	0.8218	28
chr1	217404	0.8989	27
chr1	217407	0.9888	32
chr1	217432	0.8152	21
chr1	217469	0.8705	32
chr1	217507	0.6455	29
chr1	217563	0.9813	27
chr1	217600	0.9026	32
chr1	217610	0.905	32
chr1	217651	0.8688	21
chr1	217658	0.8073	28
chr1	217664	0.8788	38
chr1	217685	0.771	28
chr1	217712	0.8488	35
chr1	217759	0.8744	26
chr1	217807	0.834	24
chr1	217839	0.885	25
chr1	217874	0.9112	24
chr1	217902	0.9176	28
chr1	217930	0.8115	27
chr1	217974	0.9264	28
chr1	218006	0.6953	31
chr1	218018	0.7662	26
chr1	218020	0.874	23
chr1	218853	0.618	30
chr1	219080	0.6428	27
chr1	219395	0.7408	29
chr1	219590	0.5846	36
chr1	219748	0.5347	32
chr1	222887	0.343	27
chr1	223359	0.5903	25
chr1	223851	0.3022	36
chr1	223908	0.4184	31
chr1	223968	0.4076	17
chr1	224018	0.4052	33
chr1	225711	0.2503	29
chr1	225749	0.1901	24
chr1	225777	0.3115	34
chr1	225818	0.1855	37
chr1	228221	0.2453	37
chr1	228599	0.1206	32
chr1	228803	0.149	27
chr1	229100	0.1035	34
chr1	229181	0.1073	32
chr1	230325	0.7108	24
chr1	230455	0.7204	28
chr1	230730	0.7667	34
chr1	230992	0.5508	30
chr1	231289	0.7673	34
chr1	231368	0.6083	31
chr1	233126	0.5352	28
chr1	233242	0.3116	25
chr1	233681	0.5311	33
chr1	233920	0.4439	20
chr1	234002	0.5731	31
chr1	245156	0.0273	28
chr1	245398	0.0914	27
chr1	245489	0.0436	14
chr1	245888	0.0905	27
chr1	246022	0.0252	27
chr1	248705	0.4603	30
chr1	248896	0.2069	26
chr1	249042	0.2716	22
chr1	249540	0.2484	27
chr1	251676	0.4495	25
chr1	251720	0.3198	27
chr1	251748	0.4307	30
chr1	251789	0.3716	22
chr1	254918	0.8294	27
chr1	255363	0.8992	25
chr1	255757	0.6956	36
chr1	255817	0.8133	20
chr1	262383	0.8773	26
chr1	262462	0.724	38
chr1	262799	0.8439	28
chr1	263060	0.6766	28
chr1	265690	1.0	23
chr1	265751	1.0	25
chr1	265809	1.0	36
chr1	271530	0.6078	23
chr1	271969	0.5855	28
chr1	272182	0.5114	23
chr1	272284	0.6645	31
chr1	272357	0.4583	26
