chr	start	end	CpG_count	mean_delta_methylation	category
chr1	100000	100049	4	-0.011	non-DMR
chr1	101579	101679	4	-0.013	non-DMR
chr1	106713	106824	4	0.1	non-DMR
chr1	109433	109528	4	0.043	non-DMR
chr1	113754	113821	4	0.001	non-DMR
chr1	115459	115549	4	-0.064	non-DMR
chr1	121404	121488	4	0.023	non-DMR
chr1	126719	126780	4	0.086	non-DMR
chr1	130895	130987	4	-0.004	non-DMR
chr1	136722	136811	4	0.06	non-DMR
chr1	138466	138567	4	0.031	non-DMR
chr1	139962	140053	4	-0.082	non-DMR
chr1	142886	142928	4	-0.044	non-DMR
chr1	147879	147986	4	0.051	non-DMR
chr1	150322	150386	4	-0.006	non-DMR
chr1	152944	152987	4	0.085	non-DMR
chr1	160364	160440	4	-0.024	non-DMR
chr1	162803	162864	4	0.027	non-DMR
chr1	166116	166194	4	-0.032	non-DMR
chr1	171584	172647	43	0.319	good-DMR
chr1	176887	176989	4	0.003	non-DMR
chr1	179731	179805	4	0.046	non-DMR
chr1	185283	185385	4	-0.091	non-DMR
chr1	196451	196535	4	-0.014	non-DMR
chr1	210952	211025	4	0.094	non-DMR
chr1	220103	220217	4	-0.022	non-DMR
chr1	229336	229430	4	0.072	non-DMR
chr1	250218	251312	46	-0.228	good-DMR
chr1	251934	252020	4	-0.017	non-DMR
chr1	262845	262968	4	-0.059	non-DMR
chr1	277138	277205	4	-0.03	non-DMR
chr1	284517	285257	31	0.242	notable-DMR
chr1	298007	298083	4	0.02	non-DMR
chr1	300645	301534	40	0.267	notable-DMR
chr1	305067	306073	42	-0.321	good-DMR
chr1	309252	309360	4	-0.019	non-DMR
chr1	319473	319556	4	-0.042	non-DMR
chr1	321999	322059	4	0.071	non-DMR
chr1	323759	323807	4	-0.036	non-DMR
chr1	326112	326164	4	0.047	non-DMR
chr1	328090	328161	4	-0.011	non-DMR
chr1	337031	338096	43	-0.293	good-DMR
chr1	346429	347266	36	-0.268	good-DMR
chr1	350160	350245	4	-0.078	non-DMR
chr1	354911	355771	36	0.24	good-DMR
chr1	359887	359927	4	0.06	non-DMR
chr1	362390	362444	4	-0.089	non-DMR
chr1	366570	367636	46	-0.267	good-DMR
chr1	370958	372087	42	0.241	good-DMR
chr1	378782	378864	4	0.023	non-DMR
chr1	385002	385071	4	0.022	non-DMR
chr1	402690	402772	4	0.098	non-DMR
chr1	407736	408719	46	0.276	good-DMR
chr1	424609	424693	4	0.033	non-DMR
chr1	430493	430592	4	-0.079	non-DMR
chr1	432771	432862	4	0.064	non-DMR
chr1	441589	442560	39	0.259	good-DMR
chr1	451842	451892	4	0.014	non-DMR
chr1	457377	457419	4	0.048	non-DMR
chr1	467708	467824	4	0.003	non-DMR
chr1	480664	480786	4	0.019	non-DMR
chr1	482965	483040	4	0.066	non-DMR
chr1	485564	485656	4	0.0	non-DMR
chr1	492466	492566	4	0.034	non-DMR
chr1	501847	502690	38	0.281	good-DMR
chr1	514696	514792	4	0.029	non-DMR
